date,SBUX
2017-01-19,37
2017-01-20,37
2017-01-21,12
2017-01-22,8
2017-01-23,27
2017-01-24,38
2017-01-25,50
2017-01-26,88
2017-01-27,100
2017-01-28,21
2017-01-29,18
2017-01-30,66
2017-01-31,88
2017-02-01,90
2017-02-02,77
2017-02-03,52
2017-02-04,26
2017-02-05,25
2017-02-06,43
2017-02-07,49
2017-02-08,42
2017-02-09,40
2017-02-10,43
2017-02-11,21
2017-02-12,16
2017-02-13,37
2017-02-14,36
2017-02-15,38
2017-02-16,41
2017-02-17,33
2017-02-18,16
2017-02-19,16
2017-02-20,22
2017-02-21,32
2017-02-22,40
2017-02-23,35
2017-02-24,37
2017-02-25,49
2017-02-26,18
2017-02-27,38
2017-02-28,44
2017-03-01,48
2017-03-02,44
2017-03-03,39
2017-03-04,17
2017-03-05,19
2017-03-06,38
2017-03-07,43
2017-03-08,39
2017-03-09,40
2017-03-10,40
2017-03-11,20
2017-03-12,13
2017-03-13,39
2017-03-14,40
2017-03-15,38
2017-03-16,48
2017-03-17,50
2017-03-18,20
2017-03-19,16
2017-03-20,36
2017-03-21,33
2017-03-22,53
2017-03-23,39
2017-03-24,52
2017-03-25,13
2017-03-26,18
2017-03-27,41
2017-03-28,49
2017-03-29,45
2017-03-30,46
2017-03-31,40
2017-04-01,23
