date,EXPE,isPartial
2016-09-11,45,False
2016-09-12,59,False
2016-09-13,67,False
2016-09-14,44,False
2016-09-15,59,False
2016-09-16,81,False
2016-09-17,38,False
2016-09-18,32,False
2016-09-19,80,False
2016-09-20,84,False
2016-09-21,52,False
2016-09-22,49,False
2016-09-23,35,False
2016-09-24,34,False
2016-09-25,44,False
2016-09-26,62,False
2016-09-27,62,False
2016-09-28,43,False
2016-09-29,38,False
2016-09-30,70,False
2016-10-01,55,False
2016-10-02,47,False
2016-10-03,47,False
2016-10-04,56,False
2016-10-05,52,False
2016-10-06,62,False
2016-10-07,44,False
2016-10-08,22,False
2016-10-09,16,False
2016-10-10,57,False
2016-10-11,38,False
2016-10-12,39,False
2016-10-13,48,False
2016-10-14,44,False
2016-10-15,39,False
2016-10-16,32,False
2016-10-17,70,False
2016-10-18,61,False
2016-10-19,74,False
2016-10-20,62,False
2016-10-21,59,False
2016-10-22,45,False
2016-10-23,32,False
2016-10-24,71,False
2016-10-25,56,False
2016-10-26,65,False
2016-10-27,96,False
2016-10-28,95,False
2016-10-29,33,False
2016-10-30,49,False
2016-10-31,48,False
2016-11-01,53,False
2016-11-02,75,False
2016-11-03,28,False
2016-11-04,10,False
2016-11-05,27,False
2016-11-06,48,False
2016-11-07,55,False
2016-11-08,46,False
2016-11-09,68,False
2016-11-10,47,False
2016-11-11,29,False
2016-11-12,55,False
2016-11-13,53,False
2016-11-14,51,False
2016-11-15,47,False
2016-11-16,65,False
2016-11-17,56,False
2016-11-18,59,False
2016-11-19,21,False
2016-11-20,46,False
2016-11-21,46,False
2016-11-22,60,False
2016-11-23,42,False
2016-11-24,53,False
2016-11-25,62,False
2016-11-26,26,False
2016-11-27,35,False
2016-11-28,79,False
2016-11-29,71,False
2016-11-30,36,False
2016-12-01,27,False
2016-12-02,71,False
2016-12-03,73,False
2016-12-04,20,False
2016-12-05,70,False
2016-12-06,40,False
2016-12-07,49,False
2016-12-08,55,False
2016-12-09,66,False
2016-12-10,58,False
2016-12-11,20,False
2016-12-12,48,False
2016-12-13,27,False
2016-12-14,71,False
2016-12-15,46,False
2016-12-16,49,False
2016-12-17,54,False
2016-12-18,42,False
2016-12-19,60,False
2016-12-20,80,False
2016-12-21,43,False
2016-12-22,83,False
2016-12-23,31,False
2016-12-24,23,False
2016-12-25,30,False
2016-12-26,81,False
2016-12-27,34,False
2016-12-28,29,False
2016-12-29,19,False
2016-12-30,46,False
2016-12-31,56,False
2017-01-01,23,False
2017-01-02,43,False
2017-01-03,46,False
2017-01-04,60,False
2017-01-05,79,False
2017-01-06,76,False
2017-01-07,41,False
2017-01-08,20,False
2017-01-09,44,False
2017-01-10,71,False
2017-01-11,70,False
2017-01-12,76,False
2017-01-13,69,False
2017-01-14,61,False
2017-01-15,59,False
2017-01-16,44,False
2017-01-17,61,False
2017-01-18,52,False
2017-01-19,48,False
2017-01-20,72,False
2017-01-21,50,False
2017-01-22,39,False
2017-01-23,65,False
2017-01-24,61,False
2017-01-25,66,False
2017-01-26,83,False
2017-01-27,69,False
2017-01-28,31,False
2017-01-29,10,False
2017-01-30,77,False
2017-01-31,56,False
2017-02-01,63,False
2017-02-02,30,False
2017-02-03,46,False
2017-02-04,30,False
2017-02-05,34,False
2017-02-06,60,False
2017-02-07,39,False
2017-02-08,51,False
2017-02-09,70,False
2017-02-10,81,False
2017-02-11,40,False
2017-02-12,73,False
2017-02-13,29,False
2017-02-14,51,False
2017-02-15,78,False
2017-02-16,69,False
2017-02-17,69,False
2017-02-18,34,False
2017-02-19,64,False
2017-02-20,43,False
2017-02-21,47,False
2017-02-22,76,False
2017-02-23,48,False
2017-02-24,58,False
2017-02-25,29,False
2017-02-26,15,False
2017-02-27,37,False
2017-02-28,51,False
2017-03-01,54,False
2017-03-02,100,False
2017-03-03,70,False
2017-03-04,43,False
2017-03-05,29,False
2017-03-06,74,False
2017-03-07,44,False
2017-03-08,55,False
2017-03-09,55,False
2017-03-10,40,False
2017-03-11,29,False
2017-03-12,28,False
2017-03-13,56,False
2017-03-14,64,False
2017-03-15,47,False
2017-03-16,74,False
2017-03-17,86,False
2017-03-18,30,False
2017-03-19,74,False
2017-03-20,98,False
2017-03-21,26,False
2017-03-22,47,False
2017-03-23,39,False
