date,EXPE,isPartial
2010-08-24,22,False
2010-08-25,33,False
2010-08-26,45,False
2010-08-27,24,False
2010-08-28,22,False
2010-08-29,7,False
2010-08-30,38,False
2010-08-31,37,False
2010-09-01,27,False
2010-09-02,22,False
2010-09-03,29,False
2010-09-04,14,False
2010-09-05,42,False
2010-09-06,45,False
2010-09-07,43,False
2010-09-08,70,False
2010-09-09,72,False
2010-09-10,12,False
2010-09-11,21,False
2010-09-12,40,False
2010-09-13,64,False
2010-09-14,47,False
2010-09-15,43,False
2010-09-16,44,False
2010-09-17,45,False
2010-09-18,28,False
2010-09-19,27,False
2010-09-20,53,False
2010-09-21,48,False
2010-09-22,27,False
2010-09-23,32,False
2010-09-24,17,False
2010-09-25,33,False
2010-09-26,39,False
2010-09-27,52,False
2010-09-28,47,False
2010-09-29,31,False
2010-09-30,42,False
2010-10-01,33,False
2010-10-02,61,False
2010-10-03,39,False
2010-10-04,62,False
2010-10-05,42,False
2010-10-06,41,False
2010-10-07,56,False
2010-10-08,84,False
2010-10-09,27,False
2010-10-10,67,False
2010-10-11,48,False
2010-10-12,21,False
2010-10-13,5,False
2010-10-14,31,False
2010-10-15,44,False
2010-10-16,39,False
2010-10-17,39,False
2010-10-18,61,False
2010-10-19,45,False
2010-10-20,51,False
2010-10-21,31,False
2010-10-22,27,False
2010-10-23,26,False
2010-10-24,19,False
2010-10-25,41,False
2010-10-26,40,False
2010-10-27,55,False
2010-10-28,46,False
2010-10-29,44,False
2010-10-30,73,False
2010-10-31,33,False
2010-11-01,78,False
2010-11-02,45,False
2010-11-03,29,False
2010-11-04,45,False
2010-11-05,43,False
2010-11-06,71,False
2010-11-07,25,False
2010-11-08,24,False
2010-11-09,60,False
2010-11-10,65,False
2010-11-11,31,False
2010-11-12,69,False
2010-11-13,39,False
2010-11-14,25,False
2010-11-15,56,False
2010-11-16,100,False
2010-11-17,36,False
2010-11-18,56,False
2010-11-19,21,False
2010-11-20,51,False
2010-11-21,30,False
2010-11-22,59,False
2010-11-23,25,False
2010-11-24,45,False
2010-11-25,54,False
2010-11-26,27,False
2010-11-27,63,False
2010-11-28,61,False
2010-11-29,44,False
2010-11-30,64,False
2010-12-01,49,False
2010-12-02,69,False
2010-12-03,52,False
2010-12-04,68,False
2010-12-05,37,False
2010-12-06,35,False
2010-12-07,49,False
2010-12-08,26,False
2010-12-09,35,False
2010-12-10,42,False
2010-12-11,32,False
2010-12-12,25,False
2010-12-13,35,False
2010-12-14,29,False
2010-12-15,72,False
2010-12-16,46,False
2010-12-17,32,False
2010-12-18,51,False
2010-12-19,45,False
2010-12-20,41,False
2010-12-21,36,False
2010-12-22,75,False
2010-12-23,17,False
2010-12-24,20,False
2010-12-25,54,False
2010-12-26,28,False
2010-12-27,39,False
2010-12-28,55,False
2010-12-29,66,False
2010-12-30,57,False
2010-12-31,40,False
2011-01-01,51,False
2011-01-02,32,False
2011-01-03,56,False
2011-01-04,74,False
2011-01-05,39,False
2011-01-06,56,False
2011-01-07,46,False
2011-01-08,36,False
2011-01-09,59,False
2011-01-10,57,False
2011-01-11,47,False
2011-01-12,75,False
2011-01-13,52,False
2011-01-14,44,False
2011-01-15,35,False
2011-01-16,52,False
2011-01-17,33,False
2011-01-18,70,False
2011-01-19,61,False
2011-01-20,61,False
2011-01-21,24,False
2011-01-22,17,False
2011-01-23,58,False
2011-01-24,60,False
2011-01-25,28,False
2011-01-26,33,False
2011-01-27,75,False
2011-01-28,60,False
2011-01-29,28,False
2011-01-30,27,False
2011-01-31,71,False
2011-02-01,44,False
2011-02-02,67,False
2011-02-03,23,False
2011-02-04,43,False
2011-02-05,56,False
2011-02-06,50,False
2011-02-07,45,False
2011-02-08,59,False
2011-02-09,59,False
2011-02-10,37,False
2011-02-11,73,False
2011-02-12,52,False
2011-02-13,45,False
2011-02-14,46,False
2011-02-15,40,False
2011-02-16,40,False
2011-02-17,55,False
2011-02-18,38,False
2011-02-19,45,False
2011-02-20,45,False
2011-02-21,41,False
2011-02-22,40,False
2011-02-23,37,False
2011-02-24,51,False
2011-02-25,52,False
2011-02-26,45,False
2011-02-27,44,False
2011-02-28,53,False
2011-03-01,22,False
2011-03-02,22,False
2011-03-03,37,False
2011-03-04,34,False
2011-03-05,57,False
2011-03-06,68,False
2011-03-07,37,False
2011-03-08,55,False
2011-03-09,45,False
2011-03-10,32,False
2011-03-11,28,False
2011-03-12,40,False
2011-03-13,34,False
2011-03-14,33,False
2011-03-15,45,False
2011-03-16,13,False
2011-03-17,37,False
2011-03-18,48,False
2011-03-19,39,False
2011-03-20,11,False
2011-03-21,27,False
2011-03-22,31,False
2011-03-23,36,False
2011-03-24,46,False
2011-03-25,29,False
2011-03-26,22,False
2011-03-27,56,False
2011-03-28,44,False
2011-03-29,49,False
2011-03-30,58,False
2011-03-31,63,False
2011-04-01,43,False
2011-04-02,18,False
2011-04-03,28,False
2011-04-04,31,False
2011-04-05,45,False
2011-04-06,36,False
2011-04-07,51,False
2011-04-08,87,False
2011-04-09,58,False
2011-04-10,40,False
2011-04-11,49,False
2011-04-12,40,False
2011-04-13,41,False
2011-04-14,37,False
2011-04-15,24,False
2011-04-16,0,False
2011-04-17,46,False
2011-04-18,5,False
2011-04-19,27,False
2011-04-20,43,False
2011-04-21,20,False
2011-04-22,28,False
2011-04-23,43,False
2011-04-24,25,False
2011-04-25,30,False
2011-04-26,50,False
2011-04-27,27,False
2011-04-28,59,False
2011-04-29,19,False
2011-04-30,40,False
2011-05-01,34,False
2011-05-02,54,False
2011-05-03,67,False
2011-05-04,68,False
2011-05-05,23,False
2011-05-06,67,False
2011-05-07,46,False
2011-05-08,17,False
2011-05-09,40,False
2011-05-10,40,False
2011-05-11,31,False
