date,EXPE,isPartial
2014-07-24,32,False
2014-07-25,52,False
2014-07-26,39,False
2014-07-27,9,False
2014-07-28,67,False
2014-07-29,42,False
2014-07-30,32,False
2014-07-31,100,False
2014-08-01,63,False
2014-08-02,38,False
2014-08-03,21,False
2014-08-04,63,False
2014-08-05,31,False
2014-08-06,67,False
2014-08-07,25,False
2014-08-08,26,False
2014-08-09,17,False
2014-08-10,29,False
2014-08-11,59,False
2014-08-12,17,False
2014-08-13,31,False
2014-08-14,28,False
2014-08-15,19,False
2014-08-16,21,False
2014-08-17,12,False
2014-08-18,52,False
2014-08-19,48,False
2014-08-20,17,False
2014-08-21,42,False
2014-08-22,18,False
2014-08-23,33,False
2014-08-24,12,False
2014-08-25,27,False
2014-08-26,40,False
2014-08-27,30,False
2014-08-28,34,False
2014-08-29,36,False
2014-08-30,20,False
2014-08-31,4,False
2014-09-01,17,False
2014-09-02,20,False
2014-09-03,29,False
2014-09-04,37,False
2014-09-05,34,False
2014-09-06,44,False
2014-09-07,20,False
2014-09-08,23,False
2014-09-09,23,False
2014-09-10,19,False
2014-09-11,33,False
2014-09-12,45,False
2014-09-13,43,False
2014-09-14,12,False
2014-09-15,23,False
2014-09-16,39,False
2014-09-17,36,False
2014-09-18,20,False
2014-09-19,41,False
2014-09-20,35,False
2014-09-21,19,False
2014-09-22,23,False
2014-09-23,26,False
2014-09-24,36,False
2014-09-25,26,False
2014-09-26,31,False
2014-09-27,24,False
2014-09-28,19,False
2014-09-29,26,False
2014-09-30,39,False
2014-10-01,36,False
2014-10-02,30,False
2014-10-03,31,False
2014-10-04,36,False
2014-10-05,31,False
2014-10-06,26,False
2014-10-07,58,False
2014-10-08,45,False
2014-10-09,29,False
2014-10-10,34,False
2014-10-11,39,False
2014-10-12,35,False
2014-10-13,39,False
2014-10-14,32,False
2014-10-15,16,False
2014-10-16,33,False
2014-10-17,37,False
2014-10-18,23,False
2014-10-19,8,False
2014-10-20,29,False
2014-10-21,38,False
2014-10-22,32,False
2014-10-23,39,False
2014-10-24,27,False
2014-10-25,15,False
2014-10-26,19,False
2014-10-27,32,False
2014-10-28,35,False
2014-10-29,29,False
2014-10-30,75,False
2014-10-31,31,False
2014-11-01,31,False
2014-11-02,34,False
2014-11-03,26,False
2014-11-04,19,False
2014-11-05,19,False
2014-11-06,51,False
2014-11-07,27,False
2014-11-08,23,False
2014-11-09,19,False
2014-11-10,41,False
2014-11-11,38,False
2014-11-12,22,False
2014-11-13,34,False
2014-11-14,26,False
2014-11-15,26,False
2014-11-16,37,False
2014-11-17,28,False
2014-11-18,14,False
2014-11-19,16,False
2014-11-20,22,False
2014-11-21,26,False
2014-11-22,18,False
2014-11-23,29,False
2014-11-24,25,False
2014-11-25,37,False
2014-11-26,25,False
2014-11-27,20,False
2014-11-28,30,False
2014-11-29,18,False
2014-11-30,36,False
2014-12-01,37,False
2014-12-02,28,False
2014-12-03,40,False
2014-12-04,25,False
2014-12-05,47,False
2014-12-06,34,False
2014-12-07,36,False
2014-12-08,60,False
2014-12-09,31,False
2014-12-10,47,False
2014-12-11,19,False
2014-12-12,33,False
2014-12-13,23,False
2014-12-14,15,False
2014-12-15,69,False
2014-12-16,35,False
2014-12-17,32,False
2014-12-18,43,False
2014-12-19,17,False
2014-12-20,31,False
2014-12-21,12,False
2014-12-22,34,False
2014-12-23,35,False
2014-12-24,27,False
2014-12-25,21,False
2014-12-26,30,False
2014-12-27,34,False
2014-12-28,38,False
2014-12-29,33,False
2014-12-30,34,False
2014-12-31,23,False
2015-01-01,24,False
2015-01-02,59,False
2015-01-03,26,False
2015-01-04,36,False
2015-01-05,40,False
2015-01-06,31,False
2015-01-07,22,False
2015-01-08,58,False
2015-01-09,60,False
2015-01-10,32,False
2015-01-11,24,False
2015-01-12,45,False
2015-01-13,42,False
2015-01-14,30,False
2015-01-15,42,False
2015-01-16,50,False
2015-01-17,21,False
2015-01-18,14,False
2015-01-19,33,False
2015-01-20,21,False
2015-01-21,30,False
2015-01-22,27,False
2015-01-23,53,False
2015-01-24,28,False
2015-01-25,32,False
2015-01-26,39,False
2015-01-27,29,False
2015-01-28,27,False
2015-01-29,45,False
2015-01-30,40,False
2015-01-31,32,False
2015-02-01,27,False
2015-02-02,27,False
2015-02-03,24,False
2015-02-04,42,False
2015-02-05,39,False
2015-02-06,83,False
2015-02-07,24,False
2015-02-08,45,False
2015-02-09,47,False
2015-02-10,59,False
2015-02-11,35,False
2015-02-12,60,False
2015-02-13,38,False
2015-02-14,46,False
2015-02-15,25,False
2015-02-16,31,False
2015-02-17,52,False
2015-02-18,36,False
2015-02-19,58,False
2015-02-20,25,False
2015-02-21,31,False
2015-02-22,24,False
2015-02-23,41,False
2015-02-24,44,False
2015-02-25,32,False
2015-02-26,42,False
2015-02-27,27,False
2015-02-28,45,False
2015-03-01,17,False
2015-03-02,15,False
2015-03-03,35,False
2015-03-04,47,False
2015-03-05,36,False
2015-03-06,31,False
2015-03-07,28,False
2015-03-08,21,False
2015-03-09,18,False
2015-03-10,32,False
2015-03-11,39,False
2015-03-12,36,False
2015-03-13,24,False
2015-03-14,49,False
2015-03-15,17,False
2015-03-16,32,False
2015-03-17,30,False
2015-03-18,24,False
2015-03-19,24,False
2015-03-20,45,False
2015-03-21,21,False
2015-03-22,27,False
2015-03-23,18,False
2015-03-24,30,False
2015-03-25,17,False
2015-03-26,38,False
2015-03-27,34,False
2015-03-28,34,False
2015-03-29,33,False
2015-03-30,27,False
2015-03-31,24,False
2015-04-01,21,False
2015-04-02,28,False
2015-04-03,20,False
2015-04-04,25,False
2015-04-05,37,False
2015-04-06,22,False
2015-04-07,38,False
2015-04-08,30,False
2015-04-09,24,False
2015-04-10,16,False
