date,EXPE,isPartial
2011-05-11,58,False
2011-05-12,100,False
2011-05-13,69,False
2011-05-14,26,False
2011-05-15,38,False
2011-05-16,87,False
2011-05-17,41,False
2011-05-18,72,False
2011-05-19,80,False
2011-05-20,47,False
2011-05-21,53,False
2011-05-22,43,False
2011-05-23,74,False
2011-05-24,54,False
2011-05-25,61,False
2011-05-26,37,False
2011-05-27,73,False
2011-05-28,53,False
2011-05-29,40,False
2011-05-30,68,False
2011-05-31,74,False
2011-06-01,45,False
2011-06-02,90,False
2011-06-03,55,False
2011-06-04,40,False
2011-06-05,30,False
2011-06-06,61,False
2011-06-07,91,False
2011-06-08,71,False
2011-06-09,41,False
2011-06-10,64,False
2011-06-11,53,False
2011-06-12,66,False
2011-06-13,62,False
2011-06-14,50,False
2011-06-15,57,False
2011-06-16,48,False
2011-06-17,54,False
2011-06-18,30,False
2011-06-19,52,False
2011-06-20,57,False
2011-06-21,50,False
2011-06-22,78,False
2011-06-23,54,False
2011-06-24,59,False
2011-06-25,35,False
2011-06-26,76,False
2011-06-27,75,False
2011-06-28,44,False
2011-06-29,90,False
2011-06-30,52,False
2011-07-01,66,False
2011-07-02,62,False
2011-07-03,49,False
2011-07-04,80,False
2011-07-05,63,False
2011-07-06,62,False
2011-07-07,77,False
2011-07-08,51,False
2011-07-09,67,False
2011-07-10,36,False
2011-07-11,48,False
2011-07-12,38,False
2011-07-13,42,False
2011-07-14,81,False
2011-07-15,63,False
2011-07-16,40,False
2011-07-17,62,False
2011-07-18,51,False
2011-07-19,47,False
2011-07-20,38,False
2011-07-21,73,False
2011-07-22,73,False
2011-07-23,47,False
2011-07-24,39,False
2011-07-25,75,False
2011-07-26,61,False
2011-07-27,31,False
2011-07-28,52,False
2011-07-29,66,False
2011-07-30,31,False
2011-07-31,44,False
2011-08-01,66,False
2011-08-02,52,False
2011-08-03,58,False
2011-08-04,62,False
2011-08-05,50,False
2011-08-06,39,False
2011-08-07,25,False
2011-08-08,43,False
2011-08-09,60,False
2011-08-10,65,False
2011-08-11,65,False
2011-08-12,86,False
2011-08-13,61,False
2011-08-14,68,False
2011-08-15,39,False
2011-08-16,78,False
2011-08-17,55,False
2011-08-18,61,False
2011-08-19,45,False
2011-08-20,34,False
2011-08-21,62,False
2011-08-22,79,False
2011-08-23,33,False
2011-08-24,56,False
2011-08-25,53,False
2011-08-26,31,False
2011-08-27,45,False
2011-08-28,41,False
2011-08-29,42,False
2011-08-30,66,False
2011-08-31,65,False
2011-09-01,73,False
2011-09-02,41,False
2011-09-03,48,False
2011-09-04,39,False
2011-09-05,59,False
2011-09-06,57,False
2011-09-07,35,False
2011-09-08,67,False
2011-09-09,56,False
2011-09-10,44,False
2011-09-11,23,False
2011-09-12,53,False
2011-09-13,34,False
2011-09-14,41,False
2011-09-15,48,False
2011-09-16,47,False
2011-09-17,70,False
2011-09-18,73,False
2011-09-19,72,False
2011-09-20,49,False
2011-09-21,50,False
2011-09-22,66,False
