date,EXPE,isPartial
2012-01-26,33,False
2012-01-27,38,False
2012-01-28,28,False
2012-01-29,32,False
2012-01-30,27,False
2012-01-31,31,False
2012-02-01,45,False
2012-02-02,31,False
2012-02-03,70,False
2012-02-04,38,False
2012-02-05,47,False
2012-02-06,54,False
2012-02-07,40,False
2012-02-08,53,False
2012-02-09,54,False
2012-02-10,52,False
2012-02-11,27,False
2012-02-12,26,False
2012-02-13,58,False
2012-02-14,54,False
2012-02-15,50,False
2012-02-16,59,False
2012-02-17,66,False
2012-02-18,49,False
2012-02-19,22,False
2012-02-20,42,False
2012-02-21,41,False
2012-02-22,58,False
2012-02-23,32,False
2012-02-24,32,False
2012-02-25,32,False
2012-02-26,42,False
2012-02-27,31,False
2012-02-28,22,False
2012-02-29,31,False
2012-03-01,60,False
2012-03-02,68,False
2012-03-03,28,False
2012-03-04,66,False
2012-03-05,46,False
2012-03-06,40,False
2012-03-07,75,False
2012-03-08,45,False
2012-03-09,38,False
2012-03-10,54,False
2012-03-11,27,False
2012-03-12,58,False
2012-03-13,53,False
2012-03-14,40,False
2012-03-15,59,False
2012-03-16,24,False
2012-03-17,27,False
2012-03-18,21,False
2012-03-19,31,False
2012-03-20,40,False
2012-03-21,36,False
2012-03-22,45,False
2012-03-23,38,False
2012-03-24,27,False
2012-03-25,22,False
2012-03-26,54,False
2012-03-27,58,False
2012-03-28,45,False
2012-03-29,27,False
2012-03-30,57,False
2012-03-31,43,False
2012-04-01,16,False
2012-04-02,54,False
2012-04-03,41,False
2012-04-04,41,False
2012-04-05,33,False
2012-04-06,68,False
2012-04-07,34,False
2012-04-08,40,False
2012-04-09,16,False
2012-04-10,32,False
2012-04-11,27,False
2012-04-12,36,False
2012-04-13,56,False
2012-04-14,48,False
2012-04-15,37,False
2012-04-16,17,False
2012-04-17,31,False
2012-04-18,70,False
2012-04-19,31,False
2012-04-20,55,False
2012-04-21,37,False
2012-04-22,36,False
2012-04-23,39,False
2012-04-24,48,False
2012-04-25,66,False
2012-04-26,49,False
2012-04-27,100,False
2012-04-28,71,False
2012-04-29,27,False
