date,EXPE,isPartial
2012-06-04,50,False
2012-06-05,23,False
2012-06-06,46,False
2012-06-07,66,False
2012-06-08,48,False
2012-06-09,51,False
2012-06-10,39,False
2012-06-11,59,False
2012-06-12,36,False
2012-06-13,55,False
2012-06-14,23,False
2012-06-15,39,False
2012-06-16,17,False
2012-06-17,28,False
2012-06-18,41,False
2012-06-19,46,False
2012-06-20,65,False
2012-06-21,47,False
2012-06-22,24,False
2012-06-23,23,False
2012-06-24,69,False
2012-06-25,50,False
2012-06-26,55,False
2012-06-27,37,False
2012-06-28,66,False
2012-06-29,30,False
2012-06-30,53,False
2012-07-01,52,False
2012-07-02,33,False
2012-07-03,41,False
2012-07-04,39,False
2012-07-05,43,False
2012-07-06,44,False
2012-07-07,29,False
2012-07-08,46,False
2012-07-09,84,False
2012-07-10,32,False
2012-07-11,47,False
2012-07-12,38,False
2012-07-13,39,False
2012-07-14,47,False
2012-07-15,41,False
2012-07-16,70,False
2012-07-17,56,False
2012-07-18,56,False
2012-07-19,48,False
2012-07-20,30,False
2012-07-21,48,False
2012-07-22,42,False
2012-07-23,42,False
2012-07-24,51,False
2012-07-25,10,False
2012-07-26,43,False
2012-07-27,54,False
2012-07-28,35,False
2012-07-29,64,False
2012-07-30,65,False
2012-07-31,42,False
2012-08-01,66,False
2012-08-02,33,False
2012-08-03,49,False
2012-08-04,18,False
2012-08-05,41,False
2012-08-06,33,False
2012-08-07,56,False
2012-08-08,47,False
2012-08-09,48,False
2012-08-10,44,False
2012-08-11,29,False
2012-08-12,46,False
2012-08-13,57,False
2012-08-14,23,False
2012-08-15,34,False
2012-08-16,67,False
2012-08-17,85,False
2012-08-18,23,False
2012-08-19,48,False
2012-08-20,44,False
2012-08-21,52,False
2012-08-22,52,False
2012-08-23,38,False
2012-08-24,54,False
2012-08-25,28,False
2012-08-26,50,False
2012-08-27,36,False
2012-08-28,54,False
2012-08-29,37,False
2012-08-30,46,False
2012-08-31,33,False
2012-09-01,68,False
2012-09-02,34,False
2012-09-03,57,False
2012-09-04,41,False
2012-09-05,77,False
2012-09-06,32,False
2012-09-07,48,False
2012-09-08,28,False
2012-09-09,44,False
2012-09-10,62,False
2012-09-11,36,False
2012-09-12,18,False
2012-09-13,63,False
2012-09-14,47,False
2012-09-15,11,False
2012-09-16,43,False
2012-09-17,50,False
2012-09-18,49,False
2012-09-19,40,False
2012-09-20,45,False
2012-09-21,61,False
2012-09-22,33,False
2012-09-23,42,False
2012-09-24,67,False
2012-09-25,71,False
2012-09-26,62,False
2012-09-27,31,False
2012-09-28,57,False
2012-09-29,32,False
2012-09-30,43,False
2012-10-01,44,False
2012-10-02,44,False
2012-10-03,58,False
2012-10-04,44,False
2012-10-05,27,False
2012-10-06,31,False
2012-10-07,25,False
2012-10-08,21,False
2012-10-09,47,False
2012-10-10,51,False
2012-10-11,65,False
2012-10-12,36,False
2012-10-13,36,False
2012-10-14,35,False
2012-10-15,42,False
2012-10-16,42,False
2012-10-17,68,False
2012-10-18,56,False
2012-10-19,13,False
2012-10-20,41,False
2012-10-21,40,False
2012-10-22,55,False
2012-10-23,58,False
2012-10-24,21,False
2012-10-25,60,False
2012-10-26,59,False
2012-10-27,21,False
2012-10-28,20,False
2012-10-29,49,False
2012-10-30,45,False
2012-10-31,13,False
2012-11-01,36,False
2012-11-02,41,False
2012-11-03,61,False
2012-11-04,40,False
2012-11-05,37,False
2012-11-06,37,False
2012-11-07,33,False
2012-11-08,38,False
2012-11-09,44,False
2012-11-10,20,False
2012-11-11,15,False
2012-11-12,34,False
2012-11-13,55,False
2012-11-14,55,False
2012-11-15,39,False
2012-11-16,48,False
2012-11-17,40,False
2012-11-18,59,False
2012-11-19,41,False
2012-11-20,45,False
2012-11-21,42,False
2012-11-22,13,False
2012-11-23,67,False
2012-11-24,25,False
2012-11-25,54,False
2012-11-26,44,False
2012-11-27,69,False
2012-11-28,28,False
2012-11-29,16,False
2012-11-30,56,False
2012-12-01,54,False
2012-12-02,68,False
2012-12-03,61,False
2012-12-04,44,False
2012-12-05,53,False
2012-12-06,55,False
2012-12-07,22,False
2012-12-08,35,False
2012-12-09,24,False
2012-12-10,44,False
2012-12-11,49,False
2012-12-12,58,False
2012-12-13,13,False
2012-12-14,51,False
2012-12-15,30,False
2012-12-16,53,False
2012-12-17,57,False
2012-12-18,67,False
2012-12-19,51,False
2012-12-20,47,False
2012-12-21,49,False
2012-12-22,20,False
2012-12-23,26,False
2012-12-24,36,False
2012-12-25,33,False
2012-12-26,19,False
2012-12-27,53,False
2012-12-28,31,False
2012-12-29,20,False
2012-12-30,40,False
2012-12-31,40,False
2013-01-01,32,False
2013-01-02,38,False
2013-01-03,37,False
2013-01-04,21,False
2013-01-05,38,False
2013-01-06,19,False
2013-01-07,44,False
2013-01-08,44,False
2013-01-09,100,False
2013-01-10,32,False
2013-01-11,79,False
2013-01-12,42,False
2013-01-13,41,False
2013-01-14,47,False
2013-01-15,69,False
2013-01-16,82,False
2013-01-17,55,False
2013-01-18,57,False
2013-01-19,74,False
2013-01-20,36,False
2013-01-21,23,False
2013-01-22,58,False
2013-01-23,35,False
2013-01-24,40,False
2013-01-25,45,False
2013-01-26,46,False
2013-01-27,45,False
2013-01-28,66,False
2013-01-29,49,False
2013-01-30,50,False
2013-01-31,43,False
2013-02-01,45,False
2013-02-02,55,False
2013-02-03,31,False
2013-02-04,65,False
2013-02-05,66,False
2013-02-06,66,False
2013-02-07,43,False
2013-02-08,40,False
2013-02-09,56,False
2013-02-10,46,False
2013-02-11,60,False
2013-02-12,44,False
2013-02-13,39,False
2013-02-14,56,False
2013-02-15,45,False
2013-02-16,14,False
2013-02-17,41,False
2013-02-18,50,False
2013-02-19,54,False
