date,EXPE,isPartial
2017-01-19,42,False
2017-01-20,47,False
2017-01-21,36,False
2017-01-22,35,False
2017-01-23,28,False
2017-01-24,56,False
2017-01-25,42,False
2017-01-26,38,False
2017-01-27,40,False
2017-01-28,33,False
2017-01-29,24,False
2017-01-30,48,False
2017-01-31,49,False
2017-02-01,62,False
2017-02-02,35,False
2017-02-03,33,False
2017-02-04,24,False
2017-02-05,31,False
2017-02-06,31,False
2017-02-07,41,False
2017-02-08,51,False
2017-02-09,91,False
2017-02-10,61,False
2017-02-11,28,False
2017-02-12,43,False
2017-02-13,51,False
2017-02-14,59,False
2017-02-15,39,False
2017-02-16,48,False
2017-02-17,55,False
2017-02-18,60,False
2017-02-19,32,False
2017-02-20,38,False
2017-02-21,45,False
2017-02-22,55,False
2017-02-23,39,False
2017-02-24,51,False
2017-02-25,48,False
2017-02-26,23,False
2017-02-27,27,False
2017-02-28,20,False
2017-03-01,43,False
2017-03-02,53,False
2017-03-03,57,False
2017-03-04,43,False
2017-03-05,19,False
2017-03-06,43,False
2017-03-07,29,False
2017-03-08,62,False
2017-03-09,60,False
2017-03-10,50,False
2017-03-11,24,False
2017-03-12,22,False
2017-03-13,51,False
2017-03-14,41,False
2017-03-15,38,False
2017-03-16,41,False
2017-03-17,54,False
2017-03-18,36,False
2017-03-19,50,False
2017-03-20,38,False
2017-03-21,44,False
2017-03-22,24,False
2017-03-23,38,False
2017-03-24,32,False
2017-03-25,32,False
2017-03-26,39,False
2017-03-27,34,False
2017-03-28,48,False
2017-03-29,34,False
2017-03-30,25,False
2017-03-31,40,False
2017-04-01,32,False
2017-04-02,28,False
2017-04-03,55,False
2017-04-04,34,False
2017-04-05,41,False
2017-04-06,35,False
2017-04-07,32,False
2017-04-08,32,False
2017-04-09,32,False
2017-04-10,42,False
2017-04-11,60,False
2017-04-12,35,False
2017-04-13,44,False
2017-04-14,31,False
2017-04-15,24,False
2017-04-16,21,False
2017-04-17,25,False
2017-04-18,20,False
2017-04-19,54,False
2017-04-20,62,False
2017-04-21,25,False
2017-04-22,36,False
2017-04-23,31,False
2017-04-24,31,False
2017-04-25,27,False
2017-04-26,58,False
2017-04-27,69,False
2017-04-28,47,False
2017-04-29,20,False
2017-04-30,28,False
2017-05-01,41,False
2017-05-02,51,False
2017-05-03,58,False
2017-05-04,42,False
2017-05-05,39,False
2017-05-06,28,False
2017-05-07,35,False
2017-05-08,24,False
2017-05-09,62,False
2017-05-10,41,False
2017-05-11,42,False
2017-05-12,22,False
2017-05-13,16,False
2017-05-14,37,False
2017-05-15,44,False
2017-05-16,66,False
2017-05-17,33,False
2017-05-18,55,False
2017-05-19,31,False
2017-05-20,30,False
2017-05-21,38,False
2017-05-22,33,False
2017-05-23,47,False
2017-05-24,49,False
2017-05-25,26,False
2017-05-26,40,False
2017-05-27,13,False
2017-05-28,18,False
2017-05-29,42,False
2017-05-30,33,False
2017-05-31,47,False
2017-06-01,64,False
2017-06-02,31,False
2017-06-03,30,False
2017-06-04,13,False
2017-06-05,22,False
2017-06-06,54,False
2017-06-07,32,False
2017-06-08,43,False
2017-06-09,53,False
2017-06-10,17,False
2017-06-11,22,False
2017-06-12,32,False
2017-06-13,50,False
2017-06-14,55,False
