date,QCOM
2013-06-29,8
2013-06-30,14
2013-07-01,25
2013-07-02,36
2013-07-03,27
2013-07-04,9
2013-07-05,19
2013-07-06,9
2013-07-07,6
2013-07-08,40
2013-07-09,28
2013-07-10,35
2013-07-11,39
2013-07-12,30
2013-07-13,24
2013-07-14,7
2013-07-15,29
2013-07-16,32
2013-07-17,25
2013-07-18,36
2013-07-19,38
2013-07-20,18
2013-07-21,8
2013-07-22,21
2013-07-23,42
2013-07-24,99
2013-07-25,75
2013-07-26,40
2013-07-27,13
2013-07-28,12
2013-07-29,46
2013-07-30,41
2013-07-31,45
2013-08-01,60
2013-08-02,61
2013-08-03,20
2013-08-04,13
2013-08-05,42
2013-08-06,49
2013-08-07,36
2013-08-08,46
2013-08-09,29
2013-08-10,10
2013-08-11,14
2013-08-12,33
2013-08-13,38
2013-08-14,38
2013-08-15,44
2013-08-16,33
2013-08-17,19
2013-08-18,8
2013-08-19,26
2013-08-20,27
2013-08-21,31
2013-08-22,32
2013-08-23,47
2013-08-24,7
2013-08-25,17
2013-08-26,33
2013-08-27,29
2013-08-28,35
2013-08-29,38
2013-08-30,31
2013-08-31,15
2013-09-01,9
2013-09-02,16
2013-09-03,47
2013-09-04,52
2013-09-05,59
2013-09-06,56
2013-09-07,22
2013-09-08,11
2013-09-09,44
2013-09-10,80
2013-09-11,81
2013-09-12,52
2013-09-13,60
2013-09-14,20
2013-09-15,12
2013-09-16,35
2013-09-17,44
2013-09-18,53
2013-09-19,52
2013-09-20,36
2013-09-21,14
2013-09-22,13
2013-09-23,50
2013-09-24,55
2013-09-25,37
2013-09-26,35
2013-09-27,37
2013-09-28,13
2013-09-29,10
2013-09-30,31
2013-10-01,43
2013-10-02,43
2013-10-03,32
2013-10-04,37
2013-10-05,8
2013-10-06,7
2013-10-07,42
2013-10-08,39
2013-10-09,34
2013-10-10,33
2013-10-11,30
2013-10-12,8
2013-10-13,5
2013-10-14,31
2013-10-15,27
2013-10-16,27
2013-10-17,36
2013-10-18,35
2013-10-19,11
2013-10-20,15
2013-10-21,26
2013-10-22,34
2013-10-23,32
2013-10-24,30
2013-10-25,43
2013-10-26,14
2013-10-27,10
2013-10-28,33
2013-10-29,35
2013-10-30,25
2013-10-31,32
2013-11-01,41
2013-11-02,18
2013-11-03,10
2013-11-04,33
2013-11-05,39
2013-11-06,89
2013-11-07,100
2013-11-08,44
2013-11-09,12
2013-11-10,8
2013-11-11,32
2013-11-12,32
2013-11-13,48
2013-11-14,55
2013-11-15,60
2013-11-16,18
2013-11-17,20
2013-11-18,46
2013-11-19,30
2013-11-20,48
2013-11-21,58
2013-11-22,66
2013-11-23,19
2013-11-24,6
2013-11-25,43
2013-11-26,49
2013-11-27,56
2013-11-28,27
2013-11-29,31
2013-11-30,9
2013-12-01,7
2013-12-02,40
2013-12-03,42
2013-12-04,28
2013-12-05,48
2013-12-06,44
2013-12-07,16
2013-12-08,14
2013-12-09,35
2013-12-10,34
2013-12-11,25
2013-12-12,34
2013-12-13,56
2013-12-14,12
2013-12-15,2
2013-12-16,23
2013-12-17,39
2013-12-18,33
2013-12-19,34
2013-12-20,24
2013-12-21,17
2013-12-22,11
2013-12-23,32
2013-12-24,22
2013-12-25,15
2013-12-26,33
2013-12-27,32
2013-12-28,15
2013-12-29,9
2013-12-30,30
2013-12-31,26
2014-01-01,13
2014-01-02,44
2014-01-03,26
2014-01-04,7
2014-01-05,11
2014-01-06,25
2014-01-07,34
2014-01-08,22
2014-01-09,23
2014-01-10,36
2014-01-11,20
2014-01-12,13
2014-01-13,46
2014-01-14,33
2014-01-15,39
2014-01-16,39
2014-01-17,27
2014-01-18,15
2014-01-19,9
2014-01-20,27
2014-01-21,35
2014-01-22,32
2014-01-23,40
2014-01-24,50
2014-01-25,16
2014-01-26,15
2014-01-27,40
2014-01-28,42
2014-01-29,67
2014-01-30,61
2014-01-31,42
2014-02-01,23
2014-02-02,10
2014-02-03,41
2014-02-04,49
2014-02-05,32
2014-02-06,25
2014-02-07,32
2014-02-08,10
2014-02-09,18
2014-02-10,54
2014-02-11,49
2014-02-12,51
2014-02-13,55
2014-02-14,35
2014-02-15,24
2014-02-16,7
2014-02-17,23
2014-02-18,39
2014-02-19,44
2014-02-20,34
2014-02-21,42
2014-02-22,17
2014-02-23,6
2014-02-24,37
2014-02-25,33
2014-02-26,31
2014-02-27,47
2014-02-28,32
2014-03-01,13
2014-03-02,16
2014-03-03,34
2014-03-04,61
2014-03-05,43
2014-03-06,41
2014-03-07,44
2014-03-08,15
2014-03-09,16
2014-03-10,30
2014-03-11,46
2014-03-12,28
2014-03-13,25
2014-03-14,39
2014-03-15,10
2014-03-16,8
