date,QCOM
2014-07-24,71
2014-07-25,38
2014-07-26,17
2014-07-27,8
2014-07-28,34
2014-07-29,25
2014-07-30,34
2014-07-31,31
2014-08-01,49
2014-08-02,16
2014-08-03,11
2014-08-04,32
2014-08-05,38
2014-08-06,24
2014-08-07,29
2014-08-08,16
2014-08-09,10
2014-08-10,4
2014-08-11,29
2014-08-12,27
2014-08-13,24
2014-08-14,23
2014-08-15,19
2014-08-16,8
2014-08-17,4
2014-08-18,21
2014-08-19,25
2014-08-20,21
2014-08-21,27
2014-08-22,23
2014-08-23,14
2014-08-24,8
2014-08-25,23
2014-08-26,22
2014-08-27,21
2014-08-28,21
2014-08-29,19
2014-08-30,8
2014-08-31,7
2014-09-01,6
2014-09-02,16
2014-09-03,28
2014-09-04,16
2014-09-05,21
2014-09-06,5
2014-09-07,8
2014-09-08,15
2014-09-09,28
2014-09-10,22
2014-09-11,14
2014-09-12,20
2014-09-13,2
2014-09-14,8
2014-09-15,20
2014-09-16,14
2014-09-17,27
2014-09-18,18
2014-09-19,24
2014-09-20,4
2014-09-21,5
2014-09-22,12
2014-09-23,22
2014-09-24,17
2014-09-25,16
2014-09-26,18
2014-09-27,9
2014-09-28,3
2014-09-29,13
2014-09-30,16
2014-10-01,11
2014-10-02,18
2014-10-03,17
2014-10-04,7
2014-10-05,7
2014-10-06,18
2014-10-07,19
2014-10-08,19
2014-10-09,20
2014-10-10,29
2014-10-11,12
2014-10-12,4
2014-10-13,23
2014-10-14,26
2014-10-15,31
2014-10-16,27
2014-10-17,25
2014-10-18,7
2014-10-19,2
2014-10-20,20
2014-10-21,24
2014-10-22,18
2014-10-23,19
2014-10-24,17
2014-10-25,13
2014-10-26,6
2014-10-27,26
2014-10-28,24
2014-10-29,33
2014-10-30,27
2014-10-31,25
2014-11-01,8
2014-11-02,4
2014-11-03,22
2014-11-04,23
2014-11-05,63
2014-11-06,89
2014-11-07,48
2014-11-08,17
2014-11-09,13
2014-11-10,33
2014-11-11,32
2014-11-12,32
2014-11-13,26
2014-11-14,27
2014-11-15,14
2014-11-16,6
2014-11-17,18
2014-11-18,30
2014-11-19,25
2014-11-20,27
2014-11-21,27
2014-11-22,11
2014-11-23,4
2014-11-24,22
2014-11-25,24
2014-11-26,21
2014-11-27,9
2014-11-28,16
2014-11-29,3
2014-11-30,6
2014-12-01,22
2014-12-02,19
2014-12-03,32
2014-12-04,21
2014-12-05,22
2014-12-06,12
2014-12-07,10
2014-12-08,17
2014-12-09,27
2014-12-10,24
2014-12-11,26
2014-12-12,22
2014-12-13,10
2014-12-14,11
2014-12-15,30
2014-12-16,20
2014-12-17,25
2014-12-18,32
2014-12-19,28
2014-12-20,11
2014-12-21,10
2014-12-22,25
2014-12-23,26
2014-12-24,21
2014-12-25,11
2014-12-26,21
2014-12-27,12
2014-12-28,10
2014-12-29,25
2014-12-30,30
2014-12-31,24
2015-01-01,12
2015-01-02,19
2015-01-03,12
2015-01-04,9
2015-01-05,18
2015-01-06,28
2015-01-07,20
2015-01-08,16
2015-01-09,21
2015-01-10,11
2015-01-11,5
2015-01-12,24
2015-01-13,21
2015-01-14,19
2015-01-15,25
2015-01-16,27
2015-01-17,12
2015-01-18,5
2015-01-19,15
2015-01-20,24
2015-01-21,36
2015-01-22,27
2015-01-23,27
2015-01-24,10
2015-01-25,9
2015-01-26,21
2015-01-27,31
2015-01-28,65
2015-01-29,100
2015-01-30,73
2015-01-31,24
2015-02-01,6
2015-02-02,40
2015-02-03,43
2015-02-04,41
2015-02-05,36
2015-02-06,37
2015-02-07,16
2015-02-08,12
2015-02-09,62
2015-02-10,69
2015-02-11,43
2015-02-12,42
2015-02-13,36
2015-02-14,8
2015-02-15,11
2015-02-16,16
2015-02-17,31
2015-02-18,31
2015-02-19,26
2015-02-20,20
2015-02-21,10
2015-02-22,6
2015-02-23,31
2015-02-24,26
2015-02-25,28
2015-02-26,27
2015-02-27,28
2015-02-28,10
2015-03-01,7
2015-03-02,26
2015-03-03,38
2015-03-04,23
2015-03-05,30
2015-03-06,26
2015-03-07,9
2015-03-08,6
2015-03-09,40
2015-03-10,48
2015-03-11,38
2015-03-12,40
2015-03-13,33
2015-03-14,13
2015-03-15,9
2015-03-16,23
2015-03-17,25
2015-03-18,26
2015-03-19,19
2015-03-20,21
2015-03-21,10
2015-03-22,6
2015-03-23,22
2015-03-24,25
2015-03-25,20
2015-03-26,31
2015-03-27,24
2015-03-28,10
2015-03-29,6
2015-03-30,20
2015-03-31,26
2015-04-01,27
2015-04-02,28
2015-04-03,22
2015-04-04,13
2015-04-05,5
2015-04-06,24
2015-04-07,28
2015-04-08,20
2015-04-09,24
2015-04-10,29
