date,QCOM
2011-09-18,7
2011-09-19,28
2011-09-20,15
2011-09-21,23
2011-09-22,17
2011-09-23,22
2011-09-24,11
2011-09-25,10
2011-09-26,23
2011-09-27,20
2011-09-28,23
2011-09-29,21
2011-09-30,14
2011-10-01,9
2011-10-02,11
2011-10-03,23
2011-10-04,27
2011-10-05,25
2011-10-06,25
2011-10-07,21
2011-10-08,13
2011-10-09,14
2011-10-10,24
2011-10-11,19
2011-10-12,19
2011-10-13,21
2011-10-14,35
2011-10-15,13
2011-10-16,6
2011-10-17,35
2011-10-18,31
2011-10-19,31
2011-10-20,25
2011-10-21,21
2011-10-22,9
2011-10-23,10
2011-10-24,26
2011-10-25,16
2011-10-26,22
2011-10-27,30
2011-10-28,21
2011-10-29,14
2011-10-30,12
2011-10-31,19
2011-11-01,24
2011-11-02,85
2011-11-03,71
2011-11-04,47
2011-11-05,9
2011-11-06,14
2011-11-07,28
2011-11-08,34
2011-11-09,34
2011-11-10,19
2011-11-11,41
2011-11-12,10
2011-11-13,3
2011-11-14,24
2011-11-15,31
2011-11-16,23
2011-11-17,25
2011-11-18,22
2011-11-19,12
2011-11-20,7
2011-11-21,17
2011-11-22,29
2011-11-23,30
2011-11-24,11
2011-11-25,17
2011-11-26,11
2011-11-27,9
2011-11-28,22
2011-11-29,23
2011-11-30,35
2011-12-01,19
2011-12-02,11
2011-12-03,12
2011-12-04,8
2011-12-05,18
2011-12-06,23
2011-12-07,20
2011-12-08,24
2011-12-09,22
2011-12-10,5
2011-12-11,6
2011-12-12,15
2011-12-13,13
2011-12-14,21
2011-12-15,16
2011-12-16,19
2011-12-17,7
2011-12-18,3
2011-12-19,14
2011-12-20,20
2011-12-21,24
2011-12-22,18
2011-12-23,17
2011-12-24,9
2011-12-25,7
2011-12-26,12
2011-12-27,23
2011-12-28,22
2011-12-29,21
2011-12-30,17
2011-12-31,7
2012-01-01,20
2012-01-02,9
2012-01-03,27
2012-01-04,27
2012-01-05,17
2012-01-06,22
2012-01-07,8
2012-01-08,8
2012-01-09,19
2012-01-10,21
2012-01-11,29
2012-01-12,20
2012-01-13,27
2012-01-14,13
2012-01-15,13
2012-01-16,16
2012-01-17,23
2012-01-18,18
2012-01-19,26
2012-01-20,36
2012-01-21,9
2012-01-22,8
2012-01-23,24
2012-01-24,33
2012-01-25,52
2012-01-26,36
2012-01-27,37
2012-01-28,15
2012-01-29,9
2012-01-30,31
2012-01-31,36
2012-02-01,86
2012-02-02,100
2012-02-03,53
2012-02-04,14
2012-02-05,12
2012-02-06,46
2012-02-07,38
2012-02-08,38
2012-02-09,30
2012-02-10,32
2012-02-11,12
2012-02-12,8
2012-02-13,24
2012-02-14,23
2012-02-15,34
2012-02-16,35
2012-02-17,34
2012-02-18,18
2012-02-19,10
2012-02-20,18
2012-02-21,37
2012-02-22,30
2012-02-23,34
2012-02-24,31
2012-02-25,17
2012-02-26,7
2012-02-27,28
2012-02-28,30
2012-02-29,32
2012-03-01,33
2012-03-02,24
2012-03-03,10
2012-03-04,6
2012-03-05,24
2012-03-06,29
2012-03-07,35
2012-03-08,30
2012-03-09,29
2012-03-10,17
2012-03-11,10
2012-03-12,29
2012-03-13,39
2012-03-14,42
2012-03-15,46
2012-03-16,32
2012-03-17,18
2012-03-18,8
2012-03-19,46
2012-03-20,30
2012-03-21,38
2012-03-22,35
2012-03-23,36
2012-03-24,10
2012-03-25,7
2012-03-26,51
2012-03-27,33
2012-03-28,36
2012-03-29,31
2012-03-30,36
2012-03-31,10
2012-04-01,7
2012-04-02,43
2012-04-03,35
2012-04-04,29
2012-04-05,31
2012-04-06,14
2012-04-07,10
2012-04-08,9
2012-04-09,21
2012-04-10,25
2012-04-11,29
2012-04-12,41
2012-04-13,22
2012-04-14,19
2012-04-15,9
2012-04-16,29
2012-04-17,43
2012-04-18,68
2012-04-19,79
2012-04-20,62
2012-04-21,20
2012-04-22,11
2012-04-23,38
2012-04-24,39
2012-04-25,52
2012-04-26,43
2012-04-27,33
2012-04-28,12
2012-04-29,11
2012-04-30,31
2012-05-01,31
2012-05-02,30
2012-05-03,27
2012-05-04,29
2012-05-05,9
2012-05-06,6
2012-05-07,21
2012-05-08,28
2012-05-09,28
2012-05-10,26
2012-05-11,20
2012-05-12,14
2012-05-13,7
2012-05-14,27
2012-05-15,26
2012-05-16,35
2012-05-17,33
2012-05-18,42
2012-05-19,12
2012-05-20,12
2012-05-21,23
2012-05-22,24
2012-05-23,24
2012-05-24,26
2012-05-25,29
2012-05-26,9
2012-05-27,9
2012-05-28,10
2012-05-29,16
2012-05-30,32
2012-05-31,20
2012-06-01,21
2012-06-02,10
2012-06-03,7
2012-06-04,26
