date,QCOM
2015-04-10,21
2015-04-11,9
2015-04-12,4
2015-04-13,34
2015-04-14,29
2015-04-15,21
2015-04-16,27
2015-04-17,22
2015-04-18,8
2015-04-19,7
2015-04-20,26
2015-04-21,22
2015-04-22,43
2015-04-23,55
2015-04-24,32
2015-04-25,9
2015-04-26,8
2015-04-27,21
2015-04-28,31
2015-04-29,23
2015-04-30,22
2015-05-01,21
2015-05-02,7
2015-05-03,7
2015-05-04,20
2015-05-05,16
2015-05-06,18
2015-05-07,18
2015-05-08,22
2015-05-09,9
2015-05-10,8
2015-05-11,18
2015-05-12,18
2015-05-13,28
2015-05-14,33
2015-05-15,28
2015-05-16,8
2015-05-17,7
2015-05-18,26
2015-05-19,25
2015-05-20,22
2015-05-21,25
2015-05-22,23
2015-05-23,10
2015-05-24,7
2015-05-25,10
2015-05-26,18
2015-05-27,29
2015-05-28,24
2015-05-29,23
2015-05-30,8
2015-05-31,8
2015-06-01,25
2015-06-02,18
2015-06-03,22
2015-06-04,15
2015-06-05,21
2015-06-06,6
2015-06-07,4
2015-06-08,15
2015-06-09,25
2015-06-10,22
2015-06-11,21
2015-06-12,15
2015-06-13,4
2015-06-14,6
2015-06-15,20
2015-06-16,15
2015-06-17,23
2015-06-18,20
2015-06-19,18
2015-06-20,7
2015-06-21,6
2015-06-22,18
2015-06-23,20
2015-06-24,21
2015-06-25,13
2015-06-26,22
2015-06-27,10
2015-06-28,4
2015-06-29,26
2015-06-30,17
2015-07-01,22
2015-07-02,17
2015-07-03,15
2015-07-04,3
2015-07-05,5
2015-07-06,17
2015-07-07,22
2015-07-08,22
2015-07-09,20
2015-07-10,17
2015-07-11,7
2015-07-12,7
2015-07-13,22
2015-07-14,28
2015-07-15,22
2015-07-16,26
2015-07-17,28
2015-07-18,7
2015-07-19,14
2015-07-20,25
2015-07-21,51
2015-07-22,86
2015-07-23,72
2015-07-24,44
2015-07-25,12
2015-07-26,7
2015-07-27,30
2015-07-28,27
2015-07-29,25
2015-07-30,28
2015-07-31,29
2015-08-01,19
2015-08-02,9
2015-08-03,25
2015-08-04,27
2015-08-05,28
2015-08-06,22
2015-08-07,22
2015-08-08,8
2015-08-09,7
2015-08-10,18
2015-08-11,24
2015-08-12,20
2015-08-13,20
2015-08-14,18
2015-08-15,4
2015-08-16,4
2015-08-17,17
2015-08-18,18
2015-08-19,14
2015-08-20,24
2015-08-21,28
2015-08-22,13
2015-08-23,8
2015-08-24,44
2015-08-25,34
2015-08-26,31
2015-08-27,27
2015-08-28,22
2015-08-29,9
2015-08-30,6
2015-08-31,18
2015-09-01,20
2015-09-02,22
2015-09-03,24
2015-09-04,24
2015-09-05,6
2015-09-06,8
2015-09-07,13
2015-09-08,18
2015-09-09,19
2015-09-10,23
2015-09-11,19
2015-09-12,13
2015-09-13,5
2015-09-14,22
2015-09-15,21
2015-09-16,21
2015-09-17,20
2015-09-18,21
2015-09-19,9
2015-09-20,4
2015-09-21,18
2015-09-22,14
2015-09-23,18
2015-09-24,17
2015-09-25,18
2015-09-26,10
2015-09-27,6
2015-09-28,17
2015-09-29,20
2015-09-30,20
2015-10-01,13
2015-10-02,19
2015-10-03,8
2015-10-04,1
2015-10-05,17
2015-10-06,25
2015-10-07,19
2015-10-08,14
2015-10-09,20
2015-10-10,10
2015-10-11,6
2015-10-12,24
2015-10-13,20
2015-10-14,18
2015-10-15,23
2015-10-16,28
2015-10-17,7
2015-10-18,7
2015-10-19,22
2015-10-20,15
2015-10-21,25
2015-10-22,19
2015-10-23,28
2015-10-24,5
2015-10-25,5
2015-10-26,20
2015-10-27,22
2015-10-28,21
2015-10-29,20
2015-10-30,19
2015-10-31,6
2015-11-01,7
2015-11-02,25
2015-11-03,29
2015-11-04,60
2015-11-05,100
2015-11-06,82
2015-11-07,21
2015-11-08,9
2015-11-09,31
2015-11-10,28
2015-11-11,23
2015-11-12,26
2015-11-13,26
2015-11-14,16
2015-11-15,5
2015-11-16,28
2015-11-17,23
2015-11-18,66
2015-11-19,51
2015-11-20,39
2015-11-21,16
2015-11-22,15
2015-11-23,35
2015-11-24,35
2015-11-25,27
2015-11-26,18
2015-11-27,13
2015-11-28,10
2015-11-29,9
2015-11-30,25
2015-12-01,22
2015-12-02,55
2015-12-03,32
2015-12-04,35
2015-12-05,10
2015-12-06,9
2015-12-07,23
2015-12-08,31
2015-12-09,30
2015-12-10,22
2015-12-11,26
2015-12-12,8
2015-12-13,7
2015-12-14,24
2015-12-15,35
2015-12-16,35
2015-12-17,24
2015-12-18,31
2015-12-19,13
2015-12-20,10
2015-12-21,19
2015-12-22,24
2015-12-23,23
2015-12-24,14
2015-12-25,10
2015-12-26,8
