date,QCOM
2016-08-02,34
2016-08-03,34
2016-08-04,31
2016-08-05,31
2016-08-06,12
2016-08-07,7
2016-08-08,25
2016-08-09,25
2016-08-10,30
2016-08-11,24
2016-08-12,20
2016-08-13,7
2016-08-14,7
2016-08-15,16
2016-08-16,21
2016-08-17,26
2016-08-18,28
2016-08-19,21
2016-08-20,5
2016-08-21,5
2016-08-22,21
2016-08-23,23
2016-08-24,22
2016-08-25,22
2016-08-26,23
2016-08-27,12
2016-08-28,5
2016-08-29,20
2016-08-30,21
2016-08-31,21
2016-09-01,22
2016-09-02,19
2016-09-03,8
2016-09-04,7
2016-09-05,7
2016-09-06,18
2016-09-07,27
2016-09-08,20
2016-09-09,21
2016-09-10,9
2016-09-11,9
2016-09-12,14
2016-09-13,21
2016-09-14,19
2016-09-15,20
2016-09-16,21
2016-09-17,5
2016-09-18,7
2016-09-19,18
2016-09-20,19
2016-09-21,16
2016-09-22,20
2016-09-23,16
2016-09-24,7
2016-09-25,5
2016-09-26,17
2016-09-27,15
2016-09-28,15
2016-09-29,51
2016-09-30,60
2016-10-01,12
2016-10-02,8
2016-10-03,34
2016-10-04,26
2016-10-05,25
2016-10-06,24
2016-10-07,25
2016-10-08,10
2016-10-09,6
2016-10-10,22
2016-10-11,22
2016-10-12,18
2016-10-13,21
2016-10-14,22
2016-10-15,7
2016-10-16,7
2016-10-17,18
2016-10-18,26
2016-10-19,21
2016-10-20,25
2016-10-21,35
2016-10-22,12
2016-10-23,7
2016-10-24,27
2016-10-25,20
2016-10-26,29
2016-10-27,65
2016-10-28,47
2016-10-29,11
2016-10-30,8
2016-10-31,37
2016-11-01,28
2016-11-02,36
2016-11-03,37
2016-11-04,27
2016-11-05,13
2016-11-06,4
2016-11-07,23
2016-11-08,19
2016-11-09,30
2016-11-10,29
2016-11-11,23
2016-11-12,7
2016-11-13,8
2016-11-14,14
2016-11-15,22
2016-11-16,21
2016-11-17,24
2016-11-18,17
2016-11-19,10
2016-11-20,8
2016-11-21,26
2016-11-22,24
2016-11-23,22
2016-11-24,11
2016-11-25,14
2016-11-26,7
2016-11-27,6
2016-11-28,16
2016-11-29,19
2016-11-30,17
2016-12-01,32
2016-12-02,24
2016-12-03,9
2016-12-04,7
2016-12-05,18
2016-12-06,22
2016-12-07,27
2016-12-08,21
2016-12-09,23
2016-12-10,7
2016-12-11,6
2016-12-12,20
2016-12-13,27
2016-12-14,29
2016-12-15,23
2016-12-16,21
2016-12-17,13
2016-12-18,5
2016-12-19,19
2016-12-20,25
2016-12-21,20
2016-12-22,23
2016-12-23,16
2016-12-24,7
2016-12-25,5
2016-12-26,8
2016-12-27,15
2016-12-28,23
2016-12-29,21
2016-12-30,12
2016-12-31,7
2017-01-01,5
2017-01-02,13
2017-01-03,19
2017-01-04,25
2017-01-05,18
2017-01-06,16
2017-01-07,9
2017-01-08,7
2017-01-09,20
2017-01-10,20
2017-01-11,16
2017-01-12,16
2017-01-13,20
2017-01-14,9
2017-01-15,8
2017-01-16,10
2017-01-17,34
2017-01-18,37
2017-01-19,24
2017-01-20,37
2017-01-21,21
2017-01-22,8
2017-01-23,99
2017-01-24,81
2017-01-25,98
2017-01-26,100
2017-01-27,65
2017-01-28,20
2017-01-29,11
2017-01-30,39
2017-01-31,40
2017-02-01,42
2017-02-02,48
2017-02-03,34
2017-02-04,13
2017-02-05,8
2017-02-06,30
2017-02-07,30
2017-02-08,33
2017-02-09,33
2017-02-10,36
2017-02-11,12
2017-02-12,7
2017-02-13,38
2017-02-14,38
2017-02-15,40
2017-02-16,41
2017-02-17,35
2017-02-18,16
2017-02-19,10
2017-02-20,17
2017-02-21,29
2017-02-22,33
2017-02-23,36
2017-02-24,30
2017-02-25,9
2017-02-26,10
2017-02-27,27
2017-02-28,29
2017-03-01,30
2017-03-02,33
2017-03-03,33
2017-03-04,11
2017-03-05,12
2017-03-06,25
2017-03-07,22
2017-03-08,40
2017-03-09,31
2017-03-10,31
2017-03-11,14
2017-03-12,10
2017-03-13,29
2017-03-14,38
2017-03-15,26
2017-03-16,24
2017-03-17,26
2017-03-18,9
2017-03-19,8
2017-03-20,26
2017-03-21,29
2017-03-22,24
2017-03-23,29
2017-03-24,30
2017-03-25,10
2017-03-26,8
2017-03-27,23
2017-03-28,22
2017-03-29,26
2017-03-30,24
2017-03-31,24
2017-04-01,12
2017-04-02,7
2017-04-03,28
2017-04-04,19
2017-04-05,31
2017-04-06,27
2017-04-07,21
2017-04-08,8
2017-04-09,10
2017-04-10,19
2017-04-11,34
2017-04-12,48
2017-04-13,43
2017-04-14,26
2017-04-15,9
2017-04-16,10
2017-04-17,33
2017-04-18,34
