date,QCOM
2016-07-30,14
2016-07-31,8
2016-08-01,35
2016-08-02,31
2016-08-03,32
2016-08-04,30
2016-08-05,29
2016-08-06,14
2016-08-07,6
2016-08-08,27
2016-08-09,25
2016-08-10,25
2016-08-11,24
2016-08-12,18
2016-08-13,3
2016-08-14,6
2016-08-15,19
2016-08-16,25
2016-08-17,21
2016-08-18,27
2016-08-19,19
2016-08-20,8
2016-08-21,5
2016-08-22,15
2016-08-23,19
2016-08-24,18
2016-08-25,18
2016-08-26,25
2016-08-27,7
2016-08-28,8
2016-08-29,24
2016-08-30,22
2016-08-31,23
2016-09-01,19
2016-09-02,20
2016-09-03,7
2016-09-04,6
2016-09-05,6
2016-09-06,21
2016-09-07,23
2016-09-08,19
2016-09-09,23
2016-09-10,8
2016-09-11,9
2016-09-12,21
2016-09-13,17
2016-09-14,24
2016-09-15,20
2016-09-16,19
2016-09-17,5
2016-09-18,7
2016-09-19,22
2016-09-20,19
2016-09-21,16
2016-09-22,24
2016-09-23,20
2016-09-24,8
2016-09-25,5
2016-09-26,12
2016-09-27,18
2016-09-28,20
2016-09-29,55
2016-09-30,60
2016-10-01,17
2016-10-02,8
2016-10-03,36
2016-10-04,30
2016-10-05,22
2016-10-06,29
2016-10-07,25
2016-10-08,11
2016-10-09,9
2016-10-10,22
2016-10-11,19
2016-10-12,21
2016-10-13,23
2016-10-14,22
2016-10-15,7
2016-10-16,7
2016-10-17,17
2016-10-18,23
2016-10-19,25
2016-10-20,27
2016-10-21,35
2016-10-22,10
2016-10-23,6
2016-10-24,25
2016-10-25,23
2016-10-26,24
2016-10-27,64
2016-10-28,46
2016-10-29,10
2016-10-30,9
2016-10-31,31
2016-11-01,29
2016-11-02,43
2016-11-03,36
2016-11-04,27
2016-11-05,13
2016-11-06,5
2016-11-07,22
2016-11-08,20
2016-11-09,41
2016-11-10,30
2016-11-11,22
2016-11-12,9
2016-11-13,6
2016-11-14,20
2016-11-15,22
2016-11-16,17
2016-11-17,23
2016-11-18,18
2016-11-19,8
2016-11-20,6
2016-11-21,20
2016-11-22,27
2016-11-23,21
2016-11-24,9
2016-11-25,16
2016-11-26,8
2016-11-27,5
2016-11-28,16
2016-11-29,16
2016-11-30,18
2016-12-01,26
2016-12-02,19
2016-12-03,7
2016-12-04,4
2016-12-05,21
2016-12-06,17
2016-12-07,22
2016-12-08,23
2016-12-09,23
2016-12-10,7
2016-12-11,6
2016-12-12,18
2016-12-13,24
2016-12-14,26
2016-12-15,21
2016-12-16,26
2016-12-17,8
2016-12-18,5
2016-12-19,17
2016-12-20,22
2016-12-21,23
2016-12-22,21
2016-12-23,17
2016-12-24,7
2016-12-25,5
2016-12-26,7
2016-12-27,12
2016-12-28,18
2016-12-29,19
2016-12-30,13
2016-12-31,8
2017-01-01,5
2017-01-02,13
2017-01-03,25
2017-01-04,24
2017-01-05,20
2017-01-06,20
2017-01-07,11
2017-01-08,6
2017-01-09,18
2017-01-10,20
2017-01-11,18
2017-01-12,21
2017-01-13,19
2017-01-14,9
2017-01-15,6
2017-01-16,16
2017-01-17,33
2017-01-18,27
2017-01-19,24
2017-01-20,38
2017-01-21,24
2017-01-22,8
2017-01-23,100
2017-01-24,91
2017-01-25,91
2017-01-26,86
2017-01-27,56
2017-01-28,15
2017-01-29,12
2017-01-30,47
2017-01-31,38
2017-02-01,46
2017-02-02,47
2017-02-03,40
2017-02-04,9
2017-02-05,8
2017-02-06,26
2017-02-07,31
2017-02-08,33
2017-02-09,31
2017-02-10,31
2017-02-11,12
2017-02-12,3
2017-02-13,35
2017-02-14,36
2017-02-15,47
2017-02-16,39
2017-02-17,30
2017-02-18,15
2017-02-19,11
2017-02-20,17
2017-02-21,30
2017-02-22,32
2017-02-23,30
2017-02-24,32
2017-02-25,9
2017-02-26,6
2017-02-27,28
2017-02-28,31
2017-03-01,31
2017-03-02,32
2017-03-03,28
2017-03-04,12
2017-03-05,8
2017-03-06,26
2017-03-07,29
2017-03-08,35
2017-03-09,29
2017-03-10,29
2017-03-11,11
2017-03-12,5
2017-03-13,23
2017-03-14,30
2017-03-15,23
2017-03-16,23
2017-03-17,26
2017-03-18,9
2017-03-19,8
2017-03-20,26
2017-03-21,27
2017-03-22,25
2017-03-23,22
2017-03-24,25
2017-03-25,6
2017-03-26,10
2017-03-27,23
2017-03-28,23
2017-03-29,29
2017-03-30,19
2017-03-31,16
2017-04-01,11
2017-04-02,7
2017-04-03,31
2017-04-04,19
2017-04-05,23
2017-04-06,25
2017-04-07,20
2017-04-08,8
2017-04-09,9
2017-04-10,21
2017-04-11,33
2017-04-12,47
2017-04-13,35
2017-04-14,22
