date,QCOM
2016-05-04,20
2016-05-05,15
2016-05-06,23
2016-05-07,8
2016-05-08,3
2016-05-09,19
2016-05-10,21
2016-05-11,14
2016-05-12,16
2016-05-13,21
2016-05-14,6
2016-05-15,7
2016-05-16,22
2016-05-17,19
2016-05-18,22
2016-05-19,20
2016-05-20,27
2016-05-21,9
2016-05-22,5
2016-05-23,23
2016-05-24,36
2016-05-25,33
2016-05-26,29
2016-05-27,24
2016-05-28,5
2016-05-29,9
2016-05-30,6
2016-05-31,21
2016-06-01,20
2016-06-02,22
2016-06-03,21
2016-06-04,12
2016-06-05,6
2016-06-06,24
2016-06-07,23
2016-06-08,21
2016-06-09,21
2016-06-10,24
2016-06-11,9
2016-06-12,4
2016-06-13,15
2016-06-14,12
2016-06-15,16
2016-06-16,15
2016-06-17,19
2016-06-18,10
2016-06-19,5
2016-06-20,17
2016-06-21,15
2016-06-22,17
2016-06-23,19
2016-06-24,33
2016-06-25,11
2016-06-26,5
2016-06-27,27
2016-06-28,26
2016-06-29,18
2016-06-30,31
2016-07-01,20
2016-07-02,6
2016-07-03,6
2016-07-04,10
2016-07-05,21
2016-07-06,21
2016-07-07,17
2016-07-08,22
2016-07-09,9
2016-07-10,6
2016-07-11,17
2016-07-12,20
2016-07-13,23
2016-07-14,21
2016-07-15,23
2016-07-16,6
2016-07-17,5
2016-07-18,24
2016-07-19,34
2016-07-20,75
2016-07-21,100
2016-07-22,48
2016-07-23,17
2016-07-24,8
2016-07-25,30
2016-07-26,41
2016-07-27,39
2016-07-28,43
2016-07-29,36
2016-07-30,13
2016-07-31,11
2016-08-01,39
2016-08-02,37
2016-08-03,38
2016-08-04,31
2016-08-05,24
2016-08-06,9
2016-08-07,6
2016-08-08,22
2016-08-09,23
2016-08-10,27
2016-08-11,25
2016-08-12,19
2016-08-13,6
2016-08-14,8
2016-08-15,19
2016-08-16,27
2016-08-17,20
2016-08-18,28
2016-08-19,22
2016-08-20,10
2016-08-21,3
2016-08-22,16
2016-08-23,19
2016-08-24,17
2016-08-25,21
2016-08-26,19
2016-08-27,7
2016-08-28,5
2016-08-29,20
2016-08-30,21
2016-08-31,19
2016-09-01,23
2016-09-02,20
2016-09-03,7
2016-09-04,6
2016-09-05,6
2016-09-06,23
2016-09-07,20
2016-09-08,24
2016-09-09,23
2016-09-10,8
2016-09-11,9
2016-09-12,18
2016-09-13,17
2016-09-14,19
2016-09-15,19
2016-09-16,23
2016-09-17,7
2016-09-18,9
2016-09-19,22
2016-09-20,20
2016-09-21,16
2016-09-22,20
2016-09-23,19
2016-09-24,6
2016-09-25,6
2016-09-26,15
2016-09-27,16
2016-09-28,17
2016-09-29,50
2016-09-30,63
2016-10-01,12
2016-10-02,6
2016-10-03,31
2016-10-04,27
2016-10-05,23
2016-10-06,29
2016-10-07,23
2016-10-08,11
2016-10-09,8
2016-10-10,21
2016-10-11,18
2016-10-12,23
2016-10-13,18
2016-10-14,15
2016-10-15,9
2016-10-16,8
2016-10-17,18
2016-10-18,31
2016-10-19,21
2016-10-20,21
2016-10-21,35
2016-10-22,8
2016-10-23,6
2016-10-24,23
2016-10-25,25
2016-10-26,30
2016-10-27,61
2016-10-28,56
2016-10-29,10
2016-10-30,9
2016-10-31,31
2016-11-01,33
2016-11-02,49
2016-11-03,39
2016-11-04,27
2016-11-05,13
2016-11-06,6
2016-11-07,26
2016-11-08,24
2016-11-09,45
2016-11-10,34
2016-11-11,29
2016-11-12,9
2016-11-13,10
2016-11-14,20
2016-11-15,22
2016-11-16,25
2016-11-17,28
2016-11-18,23
2016-11-19,9
2016-11-20,7
2016-11-21,21
2016-11-22,33
2016-11-23,28
2016-11-24,11
2016-11-25,16
2016-11-26,10
2016-11-27,3
2016-11-28,15
2016-11-29,21
2016-11-30,19
2016-12-01,29
2016-12-02,24
2016-12-03,8
2016-12-04,10
2016-12-05,18
2016-12-06,24
2016-12-07,25
2016-12-08,21
2016-12-09,22
2016-12-10,5
2016-12-11,7
2016-12-12,21
2016-12-13,24
2016-12-14,29
2016-12-15,25
2016-12-16,25
2016-12-17,8
2016-12-18,7
2016-12-19,14
2016-12-20,18
2016-12-21,27
2016-12-22,17
2016-12-23,17
2016-12-24,8
2016-12-25,5
2016-12-26,10
2016-12-27,15
2016-12-28,23
2016-12-29,25
2016-12-30,12
2016-12-31,6
2017-01-01,4
2017-01-02,10
2017-01-03,21
2017-01-04,21
2017-01-05,23
2017-01-06,19
2017-01-07,8
2017-01-08,6
2017-01-09,23
2017-01-10,19
2017-01-11,23
2017-01-12,23
2017-01-13,21
2017-01-14,7
2017-01-15,5
2017-01-16,11
2017-01-17,30
2017-01-18,38
2017-01-19,21
