date,QCOM
2012-06-04,18
2012-06-05,21
2012-06-06,20
2012-06-07,26
2012-06-08,24
2012-06-09,4
2012-06-10,8
2012-06-11,21
2012-06-12,22
2012-06-13,19
2012-06-14,33
2012-06-15,25
2012-06-16,8
2012-06-17,8
2012-06-18,28
2012-06-19,25
2012-06-20,22
2012-06-21,25
2012-06-22,20
2012-06-23,7
2012-06-24,5
2012-06-25,26
2012-06-26,15
2012-06-27,11
2012-06-28,28
2012-06-29,18
2012-06-30,10
2012-07-01,10
2012-07-02,19
2012-07-03,24
2012-07-04,9
2012-07-05,21
2012-07-06,17
2012-07-07,12
2012-07-08,12
2012-07-09,23
2012-07-10,22
2012-07-11,24
2012-07-12,19
2012-07-13,25
2012-07-14,7
2012-07-15,6
2012-07-16,21
2012-07-17,33
2012-07-18,64
2012-07-19,60
2012-07-20,43
2012-07-21,11
2012-07-22,9
2012-07-23,38
2012-07-24,34
2012-07-25,25
2012-07-26,23
2012-07-27,27
2012-07-28,11
2012-07-29,6
2012-07-30,24
2012-07-31,26
2012-08-01,29
2012-08-02,22
2012-08-03,30
2012-08-04,6
2012-08-05,9
2012-08-06,30
2012-08-07,27
2012-08-08,24
2012-08-09,25
2012-08-10,23
2012-08-11,7
2012-08-12,9
2012-08-13,19
2012-08-14,31
2012-08-15,29
2012-08-16,22
2012-08-17,27
2012-08-18,15
2012-08-19,4
2012-08-20,24
2012-08-21,27
2012-08-22,30
2012-08-23,22
2012-08-24,20
2012-08-25,9
2012-08-26,8
2012-08-27,18
2012-08-28,20
2012-08-29,18
2012-08-30,26
2012-08-31,18
2012-09-01,9
2012-09-02,7
2012-09-03,9
2012-09-04,13
2012-09-05,20
2012-09-06,24
2012-09-07,24
2012-09-08,9
2012-09-09,6
2012-09-10,25
2012-09-11,22
2012-09-12,25
2012-09-13,31
2012-09-14,41
2012-09-15,16
2012-09-16,8
2012-09-17,34
2012-09-18,29
2012-09-19,35
2012-09-20,32
2012-09-21,28
2012-09-22,8
2012-09-23,9
2012-09-24,26
2012-09-25,27
2012-09-26,33
2012-09-27,24
2012-09-28,21
2012-09-29,5
2012-09-30,4
2012-10-01,34
2012-10-02,18
2012-10-03,17
2012-10-04,20
2012-10-05,28
2012-10-06,10
2012-10-07,7
2012-10-08,18
2012-10-09,18
2012-10-10,21
2012-10-11,24
2012-10-12,25
2012-10-13,9
2012-10-14,8
2012-10-15,22
2012-10-16,26
2012-10-17,36
2012-10-18,21
2012-10-19,20
2012-10-20,16
2012-10-21,13
2012-10-22,28
2012-10-23,27
2012-10-24,24
2012-10-25,22
2012-10-26,31
2012-10-27,16
2012-10-28,9
2012-10-29,19
2012-10-30,13
2012-10-31,23
2012-11-01,25
2012-11-02,21
2012-11-03,9
2012-11-04,9
2012-11-05,25
2012-11-06,27
2012-11-07,49
2012-11-08,78
2012-11-09,53
2012-11-10,19
2012-11-11,8
2012-11-12,21
2012-11-13,30
2012-11-14,31
2012-11-15,35
2012-11-16,25
2012-11-17,13
2012-11-18,8
2012-11-19,34
2012-11-20,33
2012-11-21,23
2012-11-22,14
2012-11-23,14
2012-11-24,11
2012-11-25,7
2012-11-26,22
2012-11-27,22
2012-11-28,38
2012-11-29,32
2012-11-30,23
2012-12-01,12
2012-12-02,7
2012-12-03,28
2012-12-04,37
2012-12-05,26
2012-12-06,29
2012-12-07,35
2012-12-08,16
2012-12-09,7
2012-12-10,22
2012-12-11,35
2012-12-12,24
2012-12-13,35
2012-12-14,37
2012-12-15,16
2012-12-16,12
2012-12-17,43
2012-12-18,38
2012-12-19,32
2012-12-20,35
2012-12-21,32
2012-12-22,9
2012-12-23,7
2012-12-24,11
2012-12-25,12
2012-12-26,24
2012-12-27,25
2012-12-28,30
2012-12-29,12
2012-12-30,11
2012-12-31,19
2013-01-01,17
2013-01-02,41
2013-01-03,39
2013-01-04,32
2013-01-05,13
2013-01-06,7
2013-01-07,36
2013-01-08,36
2013-01-09,41
2013-01-10,46
2013-01-11,37
2013-01-12,10
2013-01-13,9
2013-01-14,26
2013-01-15,30
2013-01-16,26
2013-01-17,30
2013-01-18,28
2013-01-19,9
2013-01-20,4
2013-01-21,17
2013-01-22,34
2013-01-23,39
2013-01-24,36
2013-01-25,41
2013-01-26,14
2013-01-27,8
2013-01-28,33
2013-01-29,40
2013-01-30,84
2013-01-31,100
2013-02-01,65
2013-02-02,29
2013-02-03,13
2013-02-04,42
2013-02-05,45
2013-02-06,50
2013-02-07,49
2013-02-08,51
2013-02-09,14
2013-02-10,15
2013-02-11,38
2013-02-12,45
2013-02-13,40
2013-02-14,23
2013-02-15,33
2013-02-16,15
2013-02-17,14
2013-02-18,13
2013-02-19,18
