date,QCOM
2017-01-19,22
2017-01-20,38
2017-01-21,23
2017-01-22,8
2017-01-23,100
2017-01-24,87
2017-01-25,99
2017-01-26,98
2017-01-27,59
2017-01-28,18
2017-01-29,10
2017-01-30,38
2017-01-31,36
2017-02-01,45
2017-02-02,48
2017-02-03,34
2017-02-04,15
2017-02-05,12
2017-02-06,29
2017-02-07,34
2017-02-08,35
2017-02-09,33
2017-02-10,33
2017-02-11,13
2017-02-12,9
2017-02-13,37
2017-02-14,38
2017-02-15,42
2017-02-16,37
2017-02-17,33
2017-02-18,22
2017-02-19,12
2017-02-20,18
2017-02-21,31
2017-02-22,34
2017-02-23,31
2017-02-24,28
2017-02-25,9
2017-02-26,7
2017-02-27,28
2017-02-28,29
2017-03-01,32
2017-03-02,29
2017-03-03,31
2017-03-04,11
2017-03-05,12
2017-03-06,25
2017-03-07,25
2017-03-08,39
2017-03-09,30
2017-03-10,29
2017-03-11,10
2017-03-12,8
2017-03-13,27
2017-03-14,37
2017-03-15,22
2017-03-16,24
2017-03-17,27
2017-03-18,10
2017-03-19,6
2017-03-20,21
2017-03-21,22
2017-03-22,24
2017-03-23,26
2017-03-24,24
2017-03-25,9
2017-03-26,7
2017-03-27,24
2017-03-28,22
2017-03-29,26
2017-03-30,24
2017-03-31,22
2017-04-01,12
