date,QCOM
2015-12-26,7
2015-12-27,5
2015-12-28,20
2015-12-29,33
2015-12-30,32
2015-12-31,21
2016-01-01,10
2016-01-02,12
2016-01-03,5
2016-01-04,25
2016-01-05,27
2016-01-06,31
2016-01-07,34
2016-01-08,36
2016-01-09,14
2016-01-10,5
2016-01-11,27
2016-01-12,32
2016-01-13,28
2016-01-14,28
2016-01-15,29
2016-01-16,10
2016-01-17,7
2016-01-18,22
2016-01-19,32
2016-01-20,26
2016-01-21,24
2016-01-22,20
2016-01-23,10
2016-01-24,9
2016-01-25,26
2016-01-26,27
2016-01-27,61
2016-01-28,60
2016-01-29,43
2016-01-30,22
2016-01-31,10
2016-02-01,45
2016-02-02,43
2016-02-03,43
2016-02-04,40
2016-02-05,43
2016-02-06,13
2016-02-07,9
2016-02-08,31
2016-02-09,34
2016-02-10,35
2016-02-11,36
2016-02-12,38
2016-02-13,13
2016-02-14,12
2016-02-15,17
2016-02-16,34
2016-02-17,38
2016-02-18,39
2016-02-19,44
2016-02-20,15
2016-02-21,12
2016-02-22,50
2016-02-23,39
2016-02-24,32
2016-02-25,34
2016-02-26,35
2016-02-27,17
2016-02-28,10
2016-02-29,31
2016-03-01,37
2016-03-02,32
2016-03-03,31
2016-03-04,33
2016-03-05,13
2016-03-06,13
2016-03-07,32
2016-03-08,38
2016-03-09,25
2016-03-10,29
2016-03-11,27
2016-03-12,8
2016-03-13,8
2016-03-14,26
2016-03-15,30
2016-03-16,28
2016-03-17,25
2016-03-18,28
2016-03-19,10
2016-03-20,9
2016-03-21,29
2016-03-22,27
2016-03-23,26
2016-03-24,26
2016-03-25,19
2016-03-26,8
2016-03-27,6
2016-03-28,31
2016-03-29,28
2016-03-30,26
2016-03-31,23
2016-04-01,17
2016-04-02,9
2016-04-03,5
2016-04-04,23
2016-04-05,19
2016-04-06,21
2016-04-07,19
2016-04-08,17
2016-04-09,9
2016-04-10,8
2016-04-11,15
2016-04-12,22
2016-04-13,34
2016-04-14,20
2016-04-15,21
2016-04-16,7
2016-04-17,8
2016-04-18,25
2016-04-19,25
2016-04-20,52
2016-04-21,55
2016-04-22,37
2016-04-23,9
2016-04-24,7
2016-04-25,25
2016-04-26,27
2016-04-27,23
2016-04-28,22
2016-04-29,22
2016-04-30,10
2016-05-01,4
2016-05-02,21
2016-05-03,23
2016-05-04,25
2016-05-05,19
2016-05-06,16
2016-05-07,6
2016-05-08,6
2016-05-09,20
2016-05-10,21
2016-05-11,20
2016-05-12,19
2016-05-13,18
2016-05-14,7
2016-05-15,6
2016-05-16,19
2016-05-17,23
2016-05-18,26
2016-05-19,25
2016-05-20,31
2016-05-21,14
2016-05-22,7
2016-05-23,25
2016-05-24,33
2016-05-25,39
2016-05-26,30
2016-05-27,27
2016-05-28,6
2016-05-29,8
2016-05-30,9
2016-05-31,24
2016-06-01,23
2016-06-02,23
2016-06-03,24
2016-06-04,8
2016-06-05,4
2016-06-06,24
2016-06-07,22
2016-06-08,26
2016-06-09,24
2016-06-10,28
2016-06-11,9
2016-06-12,6
2016-06-13,23
2016-06-14,22
2016-06-15,24
2016-06-16,20
2016-06-17,26
2016-06-18,9
2016-06-19,6
2016-06-20,29
2016-06-21,26
2016-06-22,20
2016-06-23,21
2016-06-24,34
2016-06-25,11
2016-06-26,6
2016-06-27,26
2016-06-28,22
2016-06-29,23
2016-06-30,30
2016-07-01,19
2016-07-02,8
2016-07-03,8
2016-07-04,7
2016-07-05,19
2016-07-06,22
2016-07-07,20
2016-07-08,23
2016-07-09,10
2016-07-10,7
2016-07-11,27
2016-07-12,26
2016-07-13,25
2016-07-14,26
2016-07-15,22
2016-07-16,8
2016-07-17,4
2016-07-18,34
2016-07-19,38
2016-07-20,81
2016-07-21,100
2016-07-22,51
2016-07-23,19
2016-07-24,8
2016-07-25,37
2016-07-26,46
2016-07-27,40
2016-07-28,38
2016-07-29,41
2016-07-30,17
2016-07-31,11
2016-08-01,46
2016-08-02,37
2016-08-03,41
2016-08-04,37
2016-08-05,35
2016-08-06,14
2016-08-07,8
2016-08-08,29
2016-08-09,32
2016-08-10,34
2016-08-11,26
2016-08-12,23
2016-08-13,6
2016-08-14,7
2016-08-15,21
2016-08-16,26
2016-08-17,26
2016-08-18,35
2016-08-19,24
2016-08-20,10
2016-08-21,8
2016-08-22,19
2016-08-23,28
2016-08-24,23
2016-08-25,22
2016-08-26,25
2016-08-27,11
2016-08-28,6
2016-08-29,21
2016-08-30,24
2016-08-31,23
2016-09-01,26
2016-09-02,25
2016-09-03,11
2016-09-04,8
2016-09-05,6
2016-09-06,18
2016-09-07,27
2016-09-08,23
2016-09-09,26
2016-09-10,10
2016-09-11,10
