date,QCOM
2015-08-18,19
2015-08-19,18
2015-08-20,25
2015-08-21,27
2015-08-22,15
2015-08-23,7
2015-08-24,46
2015-08-25,34
2015-08-26,26
2015-08-27,31
2015-08-28,21
2015-08-29,11
2015-08-30,6
2015-08-31,15
2015-09-01,19
2015-09-02,22
2015-09-03,20
2015-09-04,25
2015-09-05,4
2015-09-06,8
2015-09-07,11
2015-09-08,14
2015-09-09,19
2015-09-10,23
2015-09-11,17
2015-09-12,14
2015-09-13,4
2015-09-14,13
2015-09-15,24
2015-09-16,19
2015-09-17,19
2015-09-18,19
2015-09-19,9
2015-09-20,4
2015-09-21,15
2015-09-22,18
2015-09-23,20
2015-09-24,19
2015-09-25,17
2015-09-26,10
2015-09-27,3
2015-09-28,18
2015-09-29,18
2015-09-30,15
2015-10-01,14
2015-10-02,15
2015-10-03,7
2015-10-04,3
2015-10-05,17
2015-10-06,23
2015-10-07,17
2015-10-08,13
2015-10-09,16
2015-10-10,6
2015-10-11,4
2015-10-12,17
2015-10-13,19
2015-10-14,21
2015-10-15,16
2015-10-16,25
2015-10-17,8
2015-10-18,8
2015-10-19,17
2015-10-20,14
2015-10-21,19
2015-10-22,19
2015-10-23,26
2015-10-24,4
2015-10-25,5
2015-10-26,19
2015-10-27,22
2015-10-28,19
2015-10-29,20
2015-10-30,16
2015-10-31,7
2015-11-01,6
2015-11-02,20
2015-11-03,28
2015-11-04,50
2015-11-05,100
2015-11-06,71
2015-11-07,19
2015-11-08,8
2015-11-09,30
2015-11-10,33
2015-11-11,23
2015-11-12,24
2015-11-13,17
2015-11-14,11
2015-11-15,9
2015-11-16,24
2015-11-17,24
2015-11-18,51
2015-11-19,48
2015-11-20,38
2015-11-21,14
2015-11-22,9
2015-11-23,36
2015-11-24,28
2015-11-25,24
2015-11-26,14
2015-11-27,12
2015-11-28,10
2015-11-29,10
2015-11-30,22
2015-12-01,23
2015-12-02,48
2015-12-03,31
2015-12-04,25
2015-12-05,9
2015-12-06,9
2015-12-07,15
2015-12-08,30
2015-12-09,25
2015-12-10,21
2015-12-11,27
2015-12-12,7
2015-12-13,5
2015-12-14,23
2015-12-15,34
2015-12-16,21
2015-12-17,21
2015-12-18,22
2015-12-19,10
2015-12-20,6
2015-12-21,17
2015-12-22,23
2015-12-23,22
2015-12-24,14
2015-12-25,7
2015-12-26,7
2015-12-27,6
2015-12-28,16
2015-12-29,28
2015-12-30,24
2015-12-31,22
2016-01-01,10
2016-01-02,8
2016-01-03,7
2016-01-04,30
2016-01-05,26
2016-01-06,25
2016-01-07,25
2016-01-08,25
2016-01-09,12
2016-01-10,7
2016-01-11,25
2016-01-12,27
2016-01-13,26
2016-01-14,24
2016-01-15,24
2016-01-16,10
2016-01-17,6
2016-01-18,20
2016-01-19,25
2016-01-20,20
2016-01-21,25
2016-01-22,17
2016-01-23,8
2016-01-24,8
2016-01-25,23
2016-01-26,23
2016-01-27,47
2016-01-28,47
2016-01-29,37
2016-01-30,19
2016-01-31,10
2016-02-01,32
2016-02-02,33
2016-02-03,31
2016-02-04,36
2016-02-05,29
2016-02-06,8
2016-02-07,5
2016-02-08,26
2016-02-09,28
2016-02-10,30
2016-02-11,27
2016-02-12,32
2016-02-13,10
2016-02-14,5
2016-02-15,13
2016-02-16,29
2016-02-17,31
2016-02-18,32
2016-02-19,35
2016-02-20,17
2016-02-21,5
2016-02-22,38
2016-02-23,33
2016-02-24,30
2016-02-25,25
2016-02-26,25
2016-02-27,15
2016-02-28,11
2016-02-29,33
2016-03-01,29
2016-03-02,29
2016-03-03,25
2016-03-04,26
2016-03-05,13
2016-03-06,11
2016-03-07,27
2016-03-08,26
2016-03-09,23
2016-03-10,19
2016-03-11,20
2016-03-12,6
2016-03-13,6
2016-03-14,18
2016-03-15,21
2016-03-16,23
2016-03-17,19
2016-03-18,17
2016-03-19,10
2016-03-20,5
2016-03-21,25
2016-03-22,22
2016-03-23,16
2016-03-24,18
2016-03-25,19
2016-03-26,8
2016-03-27,4
2016-03-28,18
2016-03-29,19
2016-03-30,22
2016-03-31,23
2016-04-01,16
2016-04-02,6
2016-04-03,6
2016-04-04,17
2016-04-05,15
2016-04-06,14
2016-04-07,17
2016-04-08,13
2016-04-09,8
2016-04-10,8
2016-04-11,13
2016-04-12,22
2016-04-13,27
2016-04-14,20
2016-04-15,13
2016-04-16,8
2016-04-17,6
2016-04-18,25
2016-04-19,26
2016-04-20,56
2016-04-21,50
2016-04-22,30
2016-04-23,5
2016-04-24,6
2016-04-25,23
2016-04-26,26
2016-04-27,24
2016-04-28,22
2016-04-29,18
2016-04-30,11
2016-05-01,7
2016-05-02,17
2016-05-03,20
2016-05-04,14
