date,QCOM
2014-03-16,13
2014-03-17,24
2014-03-18,31
2014-03-19,24
2014-03-20,30
2014-03-21,21
2014-03-22,13
2014-03-23,7
2014-03-24,24
2014-03-25,22
2014-03-26,32
2014-03-27,12
2014-03-28,20
2014-03-29,11
2014-03-30,6
2014-03-31,25
2014-04-01,25
2014-04-02,24
2014-04-03,26
2014-04-04,24
2014-04-05,10
2014-04-06,9
2014-04-07,25
2014-04-08,24
2014-04-09,25
2014-04-10,30
2014-04-11,25
2014-04-12,7
2014-04-13,7
2014-04-14,17
2014-04-15,23
2014-04-16,25
2014-04-17,27
2014-04-18,19
2014-04-19,9
2014-04-20,11
2014-04-21,32
2014-04-22,33
2014-04-23,52
2014-04-24,55
2014-04-25,19
2014-04-26,9
2014-04-27,8
2014-04-28,23
2014-04-29,26
2014-04-30,23
2014-05-01,22
2014-05-02,29
2014-05-03,12
2014-05-04,5
2014-05-05,26
2014-05-06,18
2014-05-07,23
2014-05-08,20
2014-05-09,32
2014-05-10,15
2014-05-11,3
2014-05-12,29
2014-05-13,21
2014-05-14,31
2014-05-15,23
2014-05-16,16
2014-05-17,10
2014-05-18,7
2014-05-19,23
2014-05-20,29
2014-05-21,32
2014-05-22,24
2014-05-23,24
2014-05-24,7
2014-05-25,8
2014-05-26,7
2014-05-27,23
2014-05-28,25
2014-05-29,20
2014-05-30,18
2014-05-31,15
2014-06-01,6
2014-06-02,30
2014-06-03,22
2014-06-04,20
2014-06-05,18
2014-06-06,15
2014-06-07,9
2014-06-08,4
2014-06-09,23
2014-06-10,26
2014-06-11,26
2014-06-12,18
2014-06-13,18
2014-06-14,12
2014-06-15,11
2014-06-16,22
2014-06-17,17
2014-06-18,23
2014-06-19,25
2014-06-20,16
2014-06-21,14
2014-06-22,7
2014-06-23,25
2014-06-24,17
2014-06-25,23
2014-06-26,17
2014-06-27,18
2014-06-28,8
2014-06-29,9
2014-06-30,10
2014-07-01,12
2014-07-02,21
2014-07-03,27
2014-07-04,12
2014-07-05,12
2014-07-06,9
2014-07-07,20
2014-07-08,21
2014-07-09,15
2014-07-10,17
2014-07-11,17
2014-07-12,11
2014-07-13,9
2014-07-14,23
2014-07-15,18
2014-07-16,20
2014-07-17,12
2014-07-18,18
2014-07-19,11
2014-07-20,5
2014-07-21,19
2014-07-22,29
2014-07-23,57
2014-07-24,81
2014-07-25,58
2014-07-26,17
2014-07-27,13
2014-07-28,33
2014-07-29,29
2014-07-30,30
2014-07-31,29
2014-08-01,65
2014-08-02,15
2014-08-03,9
2014-08-04,36
2014-08-05,36
2014-08-06,24
2014-08-07,29
2014-08-08,30
2014-08-09,18
2014-08-10,10
2014-08-11,30
2014-08-12,33
2014-08-13,27
2014-08-14,19
2014-08-15,22
2014-08-16,11
2014-08-17,10
2014-08-18,22
2014-08-19,26
2014-08-20,31
2014-08-21,30
2014-08-22,33
2014-08-23,13
2014-08-24,13
2014-08-25,24
2014-08-26,23
2014-08-27,31
2014-08-28,24
2014-08-29,21
2014-08-30,13
2014-08-31,8
2014-09-01,10
2014-09-02,24
2014-09-03,24
2014-09-04,20
2014-09-05,21
2014-09-06,4
2014-09-07,10
2014-09-08,23
2014-09-09,24
2014-09-10,23
2014-09-11,22
2014-09-12,18
2014-09-13,7
2014-09-14,3
2014-09-15,20
2014-09-16,20
2014-09-17,14
2014-09-18,16
2014-09-19,25
2014-09-20,10
2014-09-21,8
2014-09-22,15
2014-09-23,33
2014-09-24,20
2014-09-25,20
2014-09-26,15
2014-09-27,8
2014-09-28,7
2014-09-29,12
2014-09-30,20
2014-10-01,15
2014-10-02,14
2014-10-03,19
2014-10-04,6
2014-10-05,7
2014-10-06,16
2014-10-07,19
2014-10-08,20
2014-10-09,22
2014-10-10,36
2014-10-11,14
2014-10-12,6
2014-10-13,21
2014-10-14,27
2014-10-15,31
2014-10-16,26
2014-10-17,30
2014-10-18,10
2014-10-19,5
2014-10-20,28
2014-10-21,25
2014-10-22,18
2014-10-23,29
2014-10-24,23
2014-10-25,8
2014-10-26,5
2014-10-27,31
2014-10-28,34
2014-10-29,30
2014-10-30,25
2014-10-31,30
2014-11-01,11
2014-11-02,9
2014-11-03,27
2014-11-04,31
2014-11-05,64
2014-11-06,100
2014-11-07,58
2014-11-08,25
2014-11-09,10
2014-11-10,38
2014-11-11,35
2014-11-12,32
2014-11-13,34
2014-11-14,23
2014-11-15,15
2014-11-16,7
2014-11-17,24
2014-11-18,27
2014-11-19,37
2014-11-20,34
2014-11-21,29
2014-11-22,16
2014-11-23,7
2014-11-24,29
2014-11-25,29
2014-11-26,32
2014-11-27,9
2014-11-28,14
2014-11-29,8
2014-11-30,6
2014-12-01,23
