date,QCOM
2011-01-01,18
2011-01-02,26
2011-01-03,46
2011-01-04,52
2011-01-05,74
2011-01-06,60
2011-01-07,50
2011-01-08,10
2011-01-09,27
2011-01-10,26
2011-01-11,43
2011-01-12,47
2011-01-13,30
2011-01-14,26
2011-01-15,32
2011-01-16,7
2011-01-17,19
2011-01-18,38
2011-01-19,52
2011-01-20,44
2011-01-21,22
2011-01-22,14
2011-01-23,9
2011-01-24,21
2011-01-25,32
2011-01-26,54
2011-01-27,100
2011-01-28,55
2011-01-29,21
2011-01-30,14
2011-01-31,32
2011-02-01,38
2011-02-02,40
2011-02-03,31
2011-02-04,45
2011-02-05,16
2011-02-06,14
2011-02-07,29
2011-02-08,51
2011-02-09,45
2011-02-10,60
2011-02-11,58
2011-02-12,19
2011-02-13,23
2011-02-14,62
2011-02-15,38
2011-02-16,46
2011-02-17,65
2011-02-18,47
2011-02-19,19
2011-02-20,14
2011-02-21,17
2011-02-22,37
2011-02-23,43
2011-02-24,47
2011-02-25,35
2011-02-26,12
2011-02-27,18
2011-02-28,42
2011-03-01,37
2011-03-02,37
2011-03-03,42
2011-03-04,28
2011-03-05,14
2011-03-06,14
2011-03-07,27
2011-03-08,42
2011-03-09,33
2011-03-10,54
2011-03-11,42
2011-03-12,12
2011-03-13,7
2011-03-14,29
2011-03-15,30
2011-03-16,42
2011-03-17,30
2011-03-18,39
2011-03-19,7
2011-03-20,11
2011-03-21,37
2011-03-22,18
2011-03-23,30
2011-03-24,28
2011-03-25,22
2011-03-26,14
2011-03-27,0
2011-03-28,24
2011-03-29,36
2011-03-30,26
2011-03-31,17
2011-04-01,14
2011-04-02,12
2011-04-03,5
2011-04-04,35
2011-04-05,38
2011-04-06,19
2011-04-07,25
2011-04-08,31
2011-04-09,12
2011-04-10,7
2011-04-11,33
2011-04-12,35
2011-04-13,17
2011-04-14,23
2011-04-15,30
2011-04-16,14
2011-04-17,7
2011-04-18,28
2011-04-19,19
2011-04-20,85
2011-04-21,78
2011-04-22,29
2011-04-23,15
2011-04-24,21
2011-04-25,43
2011-04-26,26
2011-04-27,51
2011-04-28,45
2011-04-29,16
2011-04-30,12
2011-05-01,16
2011-05-02,35
2011-05-03,37
2011-05-04,32
2011-05-05,38
2011-05-06,22
2011-05-07,10
2011-05-08,19
2011-05-09,27
2011-05-10,24
2011-05-11,16
2011-05-12,31
2011-05-13,35
2011-05-14,14
2011-05-15,7
2011-05-16,20
2011-05-17,11
2011-05-18,20
2011-05-19,15
2011-05-20,19
2011-05-21,9
2011-05-22,14
2011-05-23,25
2011-05-24,34
2011-05-25,11
2011-05-26,31
2011-05-27,23
2011-05-28,7
2011-05-29,17
2011-05-30,8
2011-05-31,29
2011-06-01,33
2011-06-02,41
2011-06-03,34
2011-06-04,10
2011-06-05,12
2011-06-06,24
2011-06-07,22
2011-06-08,26
2011-06-09,13
2011-06-10,21
2011-06-11,17
2011-06-12,9
2011-06-13,19
2011-06-14,25
2011-06-15,9
2011-06-16,18
2011-06-17,23
2011-06-18,23
2011-06-19,12
2011-06-20,27
2011-06-21,29
2011-06-22,18
2011-06-23,19
2011-06-24,28
2011-06-25,9
2011-06-26,10
2011-06-27,25
2011-06-28,24
2011-06-29,28
2011-06-30,26
2011-07-01,34
2011-07-02,7
2011-07-03,5
2011-07-04,15
2011-07-05,34
2011-07-06,29
2011-07-07,26
2011-07-08,18
2011-07-09,15
2011-07-10,17
2011-07-11,33
2011-07-12,35
2011-07-13,28
2011-07-14,25
2011-07-15,42
2011-07-16,10
2011-07-17,14
2011-07-18,44
2011-07-19,27
2011-07-20,89
2011-07-21,56
2011-07-22,51
2011-07-23,14
2011-07-24,7
2011-07-25,38
2011-07-26,44
2011-07-27,22
2011-07-28,28
2011-07-29,23
2011-07-30,7
2011-07-31,17
2011-08-01,36
2011-08-02,41
2011-08-03,24
2011-08-04,54
2011-08-05,55
2011-08-06,11
2011-08-07,9
2011-08-08,68
2011-08-09,50
2011-08-10,49
2011-08-11,35
2011-08-12,41
2011-08-13,23
2011-08-14,5
2011-08-15,25
2011-08-16,47
2011-08-17,38
2011-08-18,42
2011-08-19,28
2011-08-20,14
2011-08-21,9
2011-08-22,32
2011-08-23,25
2011-08-24,26
2011-08-25,23
2011-08-26,33
2011-08-27,13
2011-08-28,4
2011-08-29,33
2011-08-30,30
2011-08-31,23
2011-09-01,27
2011-09-02,22
2011-09-03,13
2011-09-04,6
2011-09-05,12
2011-09-06,22
2011-09-07,29
2011-09-08,29
2011-09-09,25
2011-09-10,4
2011-09-11,8
2011-09-12,20
2011-09-13,26
2011-09-14,32
2011-09-15,27
2011-09-16,46
2011-09-17,13
2011-09-18,8
