date,QCOM
2012-01-26,24
2012-01-27,28
2012-01-28,18
2012-01-29,12
2012-01-30,24
2012-01-31,31
2012-02-01,71
2012-02-02,100
2012-02-03,63
2012-02-04,22
2012-02-05,11
2012-02-06,37
2012-02-07,32
2012-02-08,34
2012-02-09,25
2012-02-10,18
2012-02-11,7
2012-02-12,3
2012-02-13,22
2012-02-14,27
2012-02-15,25
2012-02-16,33
2012-02-17,29
2012-02-18,16
2012-02-19,7
2012-02-20,19
2012-02-21,38
2012-02-22,43
2012-02-23,26
2012-02-24,37
2012-02-25,21
2012-02-26,11
2012-02-27,32
2012-02-28,31
2012-02-29,26
2012-03-01,23
2012-03-02,26
2012-03-03,12
2012-03-04,6
2012-03-05,25
2012-03-06,29
2012-03-07,30
2012-03-08,28
2012-03-09,28
2012-03-10,7
2012-03-11,7
2012-03-12,32
2012-03-13,43
2012-03-14,34
2012-03-15,30
2012-03-16,40
2012-03-17,7
2012-03-18,13
2012-03-19,43
2012-03-20,35
2012-03-21,34
2012-03-22,33
2012-03-23,26
2012-03-24,10
2012-03-25,6
2012-03-26,38
2012-03-27,35
2012-03-28,28
2012-03-29,27
2012-03-30,30
2012-03-31,12
2012-04-01,4
2012-04-02,35
2012-04-03,29
2012-04-04,21
2012-04-05,29
2012-04-06,18
2012-04-07,5
2012-04-08,12
2012-04-09,21
2012-04-10,30
2012-04-11,27
2012-04-12,22
2012-04-13,28
2012-04-14,13
2012-04-15,9
2012-04-16,27
2012-04-17,32
2012-04-18,66
2012-04-19,81
2012-04-20,57
2012-04-21,10
2012-04-22,14
2012-04-23,32
2012-04-24,33
2012-04-25,32
2012-04-26,34
2012-04-27,30
2012-04-28,10
2012-04-29,7
2012-04-30,23
2012-05-01,29
2012-05-02,16
2012-05-03,23
2012-05-04,26
2012-05-05,9
2012-05-06,4
2012-05-07,25
2012-05-08,33
2012-05-09,25
2012-05-10,31
2012-05-11,20
2012-05-12,10
2012-05-13,7
2012-05-14,19
2012-05-15,19
2012-05-16,23
2012-05-17,27
2012-05-18,27
2012-05-19,6
2012-05-20,7
2012-05-21,28
2012-05-22,20
2012-05-23,45
2012-05-24,25
2012-05-25,27
2012-05-26,6
2012-05-27,3
2012-05-28,8
2012-05-29,20
2012-05-30,19
2012-05-31,18
2012-06-01,17
2012-06-02,6
2012-06-03,4
2012-06-04,20
2012-06-05,27
2012-06-06,20
2012-06-07,27
2012-06-08,17
2012-06-09,3
2012-06-10,6
2012-06-11,16
2012-06-12,15
2012-06-13,11
2012-06-14,32
2012-06-15,21
2012-06-16,15
2012-06-17,9
2012-06-18,20
2012-06-19,15
2012-06-20,18
2012-06-21,22
2012-06-22,14
2012-06-23,7
2012-06-24,12
2012-06-25,21
2012-06-26,21
2012-06-27,18
2012-06-28,18
2012-06-29,18
2012-06-30,7
2012-07-01,9
2012-07-02,18
2012-07-03,15
2012-07-04,10
2012-07-05,21
2012-07-06,13
2012-07-07,9
2012-07-08,6
2012-07-09,20
2012-07-10,17
2012-07-11,13
2012-07-12,24
2012-07-13,31
2012-07-14,12
2012-07-15,3
2012-07-16,23
2012-07-17,40
2012-07-18,67
2012-07-19,65
2012-07-20,37
2012-07-21,11
2012-07-22,9
2012-07-23,24
2012-07-24,32
2012-07-25,27
2012-07-26,15
2012-07-27,29
2012-07-28,6
2012-07-29,10
2012-07-30,26
2012-07-31,24
2012-08-01,25
2012-08-02,43
2012-08-03,41
2012-08-04,7
2012-08-05,7
2012-08-06,32
2012-08-07,34
2012-08-08,23
2012-08-09,27
2012-08-10,23
2012-08-11,12
2012-08-12,10
2012-08-13,26
2012-08-14,29
2012-08-15,27
2012-08-16,26
2012-08-17,23
2012-08-18,12
2012-08-19,12
2012-08-20,12
2012-08-21,26
2012-08-22,26
2012-08-23,26
2012-08-24,30
2012-08-25,14
2012-08-26,11
2012-08-27,21
2012-08-28,17
2012-08-29,21
2012-08-30,25
2012-08-31,20
2012-09-01,6
2012-09-02,9
2012-09-03,5
2012-09-04,17
2012-09-05,17
2012-09-06,33
2012-09-07,22
2012-09-08,13
2012-09-09,8
2012-09-10,23
2012-09-11,24
2012-09-12,27
2012-09-13,34
2012-09-14,41
2012-09-15,13
2012-09-16,15
2012-09-17,42
2012-09-18,24
2012-09-19,40
2012-09-20,42
2012-09-21,35
2012-09-22,7
2012-09-23,12
2012-09-24,35
2012-09-25,27
2012-09-26,34
2012-09-27,29
2012-09-28,32
2012-09-29,8
2012-09-30,5
2012-10-01,25
2012-10-02,15
2012-10-03,15
2012-10-04,24
2012-10-05,23
2012-10-06,8
2012-10-07,6
2012-10-08,22
2012-10-09,28
2012-10-10,23
2012-10-11,29
2012-10-12,23
