date,HSIC,isPartial
2018-02-13,72,False
2018-02-14,0,False
2018-02-15,15,False
2018-02-16,30,False
2018-02-17,0,False
2018-02-18,0,False
2018-02-19,0,False
2018-02-20,42,False
2018-02-21,42,False
2018-02-22,0,False
2018-02-23,29,False
2018-02-24,0,False
2018-02-25,0,False
2018-02-26,14,False
2018-02-27,14,False
2018-02-28,0,False
2018-03-01,56,False
2018-03-02,15,False
2018-03-03,16,False
2018-03-04,16,False
2018-03-05,42,False
2018-03-06,0,False
2018-03-07,0,False
2018-03-08,14,False
2018-03-09,44,False
2018-03-10,0,False
2018-03-11,16,False
2018-03-12,55,False
2018-03-13,28,False
2018-03-14,0,False
2018-03-15,14,False
2018-03-16,15,False
2018-03-17,0,False
2018-03-18,0,False
2018-03-19,57,False
2018-03-20,14,False
2018-03-21,14,False
2018-03-22,0,False
2018-03-23,15,False
2018-03-24,0,False
2018-03-25,0,False
2018-03-26,14,False
2018-03-27,14,False
2018-03-28,29,False
2018-03-29,0,False
2018-03-30,0,False
2018-03-31,0,False
2018-04-01,17,False
2018-04-02,0,False
2018-04-03,28,False
2018-04-04,28,False
2018-04-05,29,False
2018-04-06,15,False
2018-04-07,33,False
2018-04-08,0,False
2018-04-09,0,False
2018-04-10,42,False
2018-04-11,28,False
2018-04-12,57,False
2018-04-13,0,False
2018-04-14,17,False
2018-04-15,0,False
2018-04-16,14,False
2018-04-17,14,False
2018-04-18,14,False
2018-04-19,0,False
2018-04-20,0,False
2018-04-21,0,False
2018-04-22,0,False
2018-04-23,42,False
2018-04-24,98,False
2018-04-25,71,False
2018-04-26,14,False
2018-04-27,30,False
2018-04-28,34,False
2018-04-29,17,False
2018-04-30,15,False
2018-05-01,30,False
2018-05-02,57,False
2018-05-03,29,False
2018-05-04,15,False
2018-05-05,17,False
2018-05-06,0,False
2018-05-07,14,False
2018-05-08,100,False
2018-05-09,29,False
2018-05-10,0,False
2018-05-11,30,False
2018-05-12,0,False
2018-05-13,33,False
2018-05-14,14,False
2018-05-15,14,False
2018-05-16,14,False
2018-05-17,15,False
2018-05-18,30,False
2018-05-19,16,False
2018-05-20,0,False
2018-05-21,0,False
2018-05-22,14,False
2018-05-23,29,False
2018-05-24,15,False
2018-05-25,15,False
2018-05-26,0,False
2018-05-27,0,False
2018-05-28,0,False
2018-05-29,71,False
2018-05-30,14,False
2018-05-31,44,False
2018-06-01,30,False
