date,HSIC,isPartial
2015-12-26,30,False
2015-12-27,0,False
2015-12-28,77,False
2015-12-29,39,False
2015-12-30,0,False
2015-12-31,29,False
2016-01-01,0,False
2016-01-02,0,False
2016-01-03,29,False
2016-01-04,63,False
2016-01-05,26,False
2016-01-06,51,False
2016-01-07,26,False
2016-01-08,39,False
2016-01-09,0,False
2016-01-10,0,False
2016-01-11,49,False
2016-01-12,25,False
2016-01-13,25,False
2016-01-14,0,False
2016-01-15,52,False
2016-01-16,0,False
2016-01-17,0,False
2016-01-18,25,False
2016-01-19,50,False
2016-01-20,62,False
2016-01-21,0,False
2016-01-22,0,False
2016-01-23,29,False
2016-01-24,0,False
2016-01-25,0,False
2016-01-26,62,False
2016-01-27,0,False
2016-01-28,63,False
2016-01-29,26,False
2016-01-30,0,False
2016-01-31,56,False
2016-02-01,0,False
2016-02-02,25,False
2016-02-03,74,False
2016-02-04,25,False
2016-02-05,0,False
2016-02-06,29,False
2016-02-07,0,False
2016-02-08,38,False
2016-02-09,63,False
2016-02-10,62,False
2016-02-11,38,False
2016-02-12,26,False
2016-02-13,0,False
2016-02-14,0,False
2016-02-15,25,False
2016-02-16,73,False
2016-02-17,49,False
2016-02-18,37,False
2016-02-19,38,False
2016-02-20,28,False
2016-02-21,56,False
2016-02-22,49,False
2016-02-23,48,False
2016-02-24,49,False
2016-02-25,74,False
2016-02-26,25,False
2016-02-27,28,False
2016-02-28,28,False
2016-02-29,95,False
2016-03-01,24,False
2016-03-02,97,False
2016-03-03,61,False
2016-03-04,25,False
2016-03-05,0,False
2016-03-06,0,False
2016-03-07,24,False
2016-03-08,0,False
2016-03-09,49,False
2016-03-10,25,False
2016-03-11,51,False
2016-03-12,29,False
2016-03-13,0,False
2016-03-14,24,False
2016-03-15,24,False
2016-03-16,73,False
2016-03-17,38,False
2016-03-18,65,False
2016-03-19,28,False
2016-03-20,28,False
2016-03-21,38,False
2016-03-22,25,False
2016-03-23,38,False
2016-03-24,26,False
2016-03-25,55,False
2016-03-26,29,False
2016-03-27,30,False
2016-03-28,26,False
2016-03-29,24,False
2016-03-30,49,False
2016-03-31,25,False
2016-04-01,77,False
2016-04-02,0,False
2016-04-03,57,False
2016-04-04,37,False
2016-04-05,61,False
2016-04-06,25,False
2016-04-07,25,False
2016-04-08,77,False
2016-04-09,0,False
2016-04-10,0,False
2016-04-11,25,False
2016-04-12,24,False
2016-04-13,0,False
2016-04-14,50,False
2016-04-15,26,False
2016-04-16,0,False
2016-04-17,28,False
2016-04-18,49,False
2016-04-19,49,False
2016-04-20,61,False
2016-04-21,50,False
2016-04-22,26,False
2016-04-23,29,False
2016-04-24,0,False
2016-04-25,73,False
2016-04-26,24,False
2016-04-27,37,False
2016-04-28,62,False
2016-04-29,26,False
2016-04-30,29,False
2016-05-01,0,False
2016-05-02,0,False
2016-05-03,74,False
2016-05-04,0,False
2016-05-05,26,False
2016-05-06,53,False
2016-05-07,0,False
2016-05-08,29,False
2016-05-09,0,False
2016-05-10,25,False
2016-05-11,24,False
2016-05-12,50,False
2016-05-13,39,False
2016-05-14,0,False
2016-05-15,28,False
2016-05-16,74,False
2016-05-17,49,False
2016-05-18,0,False
2016-05-19,25,False
2016-05-20,39,False
2016-05-21,0,False
2016-05-22,43,False
2016-05-23,24,False
2016-05-24,0,False
2016-05-25,37,False
2016-05-26,52,False
2016-05-27,27,False
2016-05-28,29,False
2016-05-29,0,False
2016-05-30,26,False
2016-05-31,0,False
2016-06-01,63,False
2016-06-02,51,False
2016-06-03,53,False
2016-06-04,0,False
2016-06-05,29,False
2016-06-06,50,False
2016-06-07,25,False
2016-06-08,25,False
2016-06-09,38,False
2016-06-10,39,False
