date,HSIC,isPartial
2016-05-04,18,False
2016-05-05,0,False
2016-05-06,58,False
2016-05-07,0,False
2016-05-08,22,False
2016-05-09,19,False
2016-05-10,18,False
2016-05-11,18,False
2016-05-12,37,False
2016-05-13,0,False
2016-05-14,21,False
2016-05-15,21,False
2016-05-16,27,False
2016-05-17,27,False
2016-05-18,18,False
2016-05-19,28,False
2016-05-20,58,False
2016-05-21,0,False
2016-05-22,43,False
2016-05-23,18,False
2016-05-24,18,False
2016-05-25,19,False
2016-05-26,39,False
2016-05-27,20,False
2016-05-28,0,False
2016-05-29,0,False
2016-05-30,19,False
2016-05-31,19,False
2016-06-01,56,False
2016-06-02,38,False
2016-06-03,59,False
2016-06-04,0,False
2016-06-05,22,False
2016-06-06,19,False
2016-06-07,19,False
2016-06-08,19,False
2016-06-09,38,False
2016-06-10,59,False
2016-06-11,0,False
2016-06-12,0,False
2016-06-13,18,False
2016-06-14,0,False
2016-06-15,37,False
2016-06-16,83,False
2016-06-17,49,False
2016-06-18,0,False
2016-06-19,22,False
2016-06-20,19,False
2016-06-21,56,False
2016-06-22,37,False
2016-06-23,58,False
2016-06-24,30,False
2016-06-25,22,False
2016-06-26,0,False
2016-06-27,46,False
2016-06-28,57,False
2016-06-29,57,False
2016-06-30,58,False
2016-07-01,30,False
2016-07-02,0,False
2016-07-03,0,False
2016-07-04,0,False
2016-07-05,39,False
2016-07-06,40,False
2016-07-07,20,False
2016-07-08,41,False
2016-07-09,0,False
2016-07-10,34,False
2016-07-11,39,False
2016-07-12,59,False
2016-07-13,50,False
2016-07-14,47,False
2016-07-15,20,False
2016-07-16,0,False
2016-07-17,0,False
2016-07-18,20,False
2016-07-19,29,False
2016-07-20,100,False
2016-07-21,30,False
2016-07-22,31,False
2016-07-23,23,False
2016-07-24,0,False
2016-07-25,19,False
2016-07-26,39,False
2016-07-27,39,False
2016-07-28,40,False
2016-07-29,62,False
2016-07-30,0,False
2016-07-31,23,False
2016-08-01,0,False
2016-08-02,19,False
2016-08-03,39,False
2016-08-04,70,False
2016-08-05,74,False
2016-08-06,0,False
2016-08-07,48,False
2016-08-08,20,False
2016-08-09,40,False
2016-08-10,41,False
2016-08-11,42,False
2016-08-12,43,False
2016-08-13,0,False
2016-08-14,0,False
2016-08-15,21,False
2016-08-16,21,False
2016-08-17,21,False
2016-08-18,42,False
2016-08-19,0,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,41,False
2016-08-23,0,False
2016-08-24,20,False
2016-08-25,0,False
2016-08-26,21,False
2016-08-27,23,False
2016-08-28,0,False
2016-08-29,0,False
2016-08-30,19,False
2016-08-31,39,False
2016-09-01,19,False
2016-09-02,20,False
2016-09-03,45,False
2016-09-04,0,False
2016-09-05,0,False
2016-09-06,19,False
2016-09-07,0,False
2016-09-08,0,False
2016-09-09,30,False
2016-09-10,23,False
2016-09-11,22,False
2016-09-12,39,False
2016-09-13,0,False
2016-09-14,39,False
2016-09-15,29,False
2016-09-16,30,False
2016-09-17,0,False
2016-09-18,22,False
2016-09-19,19,False
2016-09-20,19,False
2016-09-21,38,False
2016-09-22,38,False
2016-09-23,40,False
2016-09-24,22,False
2016-09-25,22,False
2016-09-26,28,False
2016-09-27,0,False
2016-09-28,19,False
2016-09-29,0,False
2016-09-30,40,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,56,False
2016-10-04,28,False
2016-10-05,19,False
2016-10-06,19,False
2016-10-07,19,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,38,False
2016-10-11,19,False
2016-10-12,29,False
2016-10-13,28,False
2016-10-14,39,False
2016-10-15,22,False
2016-10-16,0,False
2016-10-17,19,False
2016-10-18,28,False
2016-10-19,19,False
2016-10-20,37,False
2016-10-21,20,False
2016-10-22,0,False
2016-10-23,22,False
2016-10-24,18,False
2016-10-25,19,False
2016-10-26,18,False
2016-10-27,38,False
2016-10-28,39,False
2016-10-29,22,False
2016-10-30,0,False
2016-10-31,19,False
2016-11-01,19,False
2016-11-02,57,False
2016-11-03,74,False
2016-11-04,39,False
2016-11-05,0,False
2016-11-06,0,False
2016-11-07,36,False
2016-11-08,27,False
2016-11-09,34,False
2016-11-10,28,False
2016-11-11,29,False
2016-11-12,64,False
2016-11-13,21,False
2016-11-14,28,False
