date,GOOGL,isPartial
2012-06-04,85,False
2012-06-05,88,False
2012-06-06,81,False
2012-06-07,84,False
2012-06-08,74,False
2012-06-09,87,False
2012-06-10,83,False
2012-06-11,78,False
2012-06-12,83,False
2012-06-13,83,False
2012-06-14,79,False
2012-06-15,84,False
2012-06-16,82,False
2012-06-17,89,False
2012-06-18,81,False
2012-06-19,81,False
2012-06-20,82,False
2012-06-21,83,False
2012-06-22,80,False
2012-06-23,90,False
2012-06-24,86,False
2012-06-25,87,False
2012-06-26,83,False
2012-06-27,81,False
2012-06-28,83,False
2012-06-29,78,False
2012-06-30,85,False
2012-07-01,83,False
2012-07-02,80,False
2012-07-03,77,False
2012-07-04,82,False
2012-07-05,71,False
2012-07-06,79,False
2012-07-07,93,False
2012-07-08,83,False
2012-07-09,81,False
2012-07-10,74,False
2012-07-11,80,False
2012-07-12,76,False
2012-07-13,81,False
2012-07-14,86,False
2012-07-15,83,False
2012-07-16,75,False
2012-07-17,74,False
2012-07-18,79,False
2012-07-19,82,False
2012-07-20,76,False
2012-07-21,80,False
2012-07-22,80,False
2012-07-23,76,False
2012-07-24,72,False
2012-07-25,75,False
2012-07-26,75,False
2012-07-27,87,False
2012-07-28,80,False
2012-07-29,78,False
2012-07-30,75,False
2012-07-31,75,False
2012-08-01,79,False
2012-08-02,76,False
2012-08-03,73,False
2012-08-04,87,False
2012-08-05,81,False
2012-08-06,72,False
2012-08-07,85,False
2012-08-08,77,False
2012-08-09,83,False
2012-08-10,81,False
2012-08-11,76,False
2012-08-12,83,False
2012-08-13,77,False
2012-08-14,75,False
2012-08-15,79,False
2012-08-16,71,False
2012-08-17,76,False
2012-08-18,84,False
2012-08-19,88,False
2012-08-20,75,False
2012-08-21,71,False
2012-08-22,77,False
2012-08-23,74,False
2012-08-24,75,False
2012-08-25,76,False
2012-08-26,89,False
2012-08-27,77,False
2012-08-28,78,False
2012-08-29,81,False
2012-08-30,72,False
2012-08-31,81,False
2012-09-01,72,False
2012-09-02,80,False
2012-09-03,80,False
2012-09-04,78,False
2012-09-05,74,False
2012-09-06,80,False
2012-09-07,87,False
2012-09-08,89,False
2012-09-09,74,False
2012-09-10,81,False
2012-09-11,74,False
2012-09-12,80,False
2012-09-13,78,False
2012-09-14,81,False
2012-09-15,81,False
2012-09-16,81,False
2012-09-17,80,False
2012-09-18,83,False
2012-09-19,82,False
2012-09-20,86,False
2012-09-21,82,False
2012-09-22,90,False
2012-09-23,76,False
2012-09-24,83,False
2012-09-25,78,False
2012-09-26,76,False
2012-09-27,90,False
2012-09-28,79,False
2012-09-29,86,False
2012-09-30,83,False
2012-10-01,79,False
2012-10-02,83,False
2012-10-03,77,False
2012-10-04,86,False
2012-10-05,85,False
2012-10-06,89,False
2012-10-07,80,False
2012-10-08,82,False
2012-10-09,88,False
2012-10-10,81,False
2012-10-11,84,False
2012-10-12,82,False
2012-10-13,86,False
2012-10-14,80,False
2012-10-15,85,False
2012-10-16,84,False
2012-10-17,81,False
2012-10-18,85,False
2012-10-19,76,False
2012-10-20,82,False
2012-10-21,81,False
2012-10-22,82,False
2012-10-23,77,False
2012-10-24,84,False
2012-10-25,81,False
2012-10-26,80,False
2012-10-27,83,False
2012-10-28,75,False
2012-10-29,83,False
2012-10-30,86,False
2012-10-31,91,False
2012-11-01,89,False
2012-11-02,85,False
2012-11-03,80,False
2012-11-04,82,False
2012-11-05,81,False
2012-11-06,81,False
2012-11-07,83,False
2012-11-08,82,False
2012-11-09,89,False
2012-11-10,81,False
2012-11-11,86,False
2012-11-12,80,False
2012-11-13,81,False
2012-11-14,78,False
2012-11-15,84,False
2012-11-16,78,False
2012-11-17,85,False
2012-11-18,82,False
2012-11-19,87,False
2012-11-20,81,False
2012-11-21,83,False
2012-11-22,76,False
2012-11-23,79,False
2012-11-24,81,False
2012-11-25,82,False
2012-11-26,84,False
2012-11-27,81,False
2012-11-28,87,False
2012-11-29,84,False
2012-11-30,88,False
2012-12-01,84,False
2012-12-02,86,False
2012-12-03,86,False
2012-12-04,87,False
2012-12-05,85,False
2012-12-06,91,False
2012-12-07,87,False
2012-12-08,87,False
2012-12-09,90,False
2012-12-10,89,False
2012-12-11,85,False
2012-12-12,89,False
2012-12-13,86,False
2012-12-14,87,False
2012-12-15,91,False
2012-12-16,87,False
2012-12-17,83,False
2012-12-18,88,False
2012-12-19,87,False
2012-12-20,93,False
2012-12-21,84,False
2012-12-22,89,False
2012-12-23,92,False
2012-12-24,93,False
2012-12-25,100,False
2012-12-26,91,False
2012-12-27,90,False
2012-12-28,86,False
2012-12-29,92,False
2012-12-30,86,False
2012-12-31,90,False
2013-01-01,91,False
2013-01-02,83,False
2013-01-03,88,False
2013-01-04,81,False
2013-01-05,85,False
2013-01-06,84,False
2013-01-07,85,False
2013-01-08,80,False
