date,GOOGL,isPartial
2016-05-04,95,False
2016-05-05,96,False
2016-05-06,96,False
2016-05-07,88,False
2016-05-08,88,False
2016-05-09,100,False
2016-05-10,97,False
2016-05-11,95,False
2016-05-12,95,False
2016-05-13,92,False
2016-05-14,85,False
2016-05-15,85,False
2016-05-16,91,False
2016-05-17,95,False
2016-05-18,93,False
2016-05-19,97,False
2016-05-20,97,False
2016-05-21,81,False
2016-05-22,88,False
2016-05-23,92,False
2016-05-24,95,False
2016-05-25,95,False
2016-05-26,93,False
2016-05-27,94,False
2016-05-28,85,False
2016-05-29,83,False
2016-05-30,90,False
2016-05-31,91,False
2016-06-01,93,False
2016-06-02,96,False
2016-06-03,88,False
2016-06-04,83,False
2016-06-05,82,False
2016-06-06,84,False
2016-06-07,85,False
2016-06-08,88,False
2016-06-09,89,False
2016-06-10,85,False
2016-06-11,76,False
2016-06-12,78,False
2016-06-13,86,False
2016-06-14,89,False
2016-06-15,88,False
2016-06-16,90,False
2016-06-17,86,False
2016-06-18,79,False
2016-06-19,81,False
2016-06-20,88,False
2016-06-21,88,False
2016-06-22,83,False
2016-06-23,86,False
2016-06-24,88,False
2016-06-25,79,False
2016-06-26,77,False
2016-06-27,86,False
2016-06-28,89,False
2016-06-29,82,False
2016-06-30,87,False
2016-07-01,83,False
2016-07-02,80,False
2016-07-03,76,False
2016-07-04,83,False
2016-07-05,86,False
2016-07-06,91,False
2016-07-07,76,False
2016-07-08,86,False
2016-07-09,86,False
2016-07-10,81,False
2016-07-11,86,False
2016-07-12,84,False
2016-07-13,86,False
2016-07-14,84,False
2016-07-15,86,False
2016-07-16,80,False
2016-07-17,80,False
2016-07-18,88,False
2016-07-19,86,False
2016-07-20,86,False
2016-07-21,88,False
2016-07-22,83,False
2016-07-23,76,False
2016-07-24,84,False
2016-07-25,87,False
2016-07-26,83,False
2016-07-27,83,False
2016-07-28,89,False
2016-07-29,97,False
2016-07-30,81,False
2016-07-31,77,False
2016-08-01,84,False
2016-08-02,84,False
2016-08-03,86,False
2016-08-04,86,False
