date,GOOGL,isPartial
2011-05-11,72,False
2011-05-12,69,False
2011-05-13,67,False
2011-05-14,73,False
2011-05-15,73,False
2011-05-16,65,False
2011-05-17,66,False
2011-05-18,64,False
2011-05-19,70,False
2011-05-20,69,False
2011-05-21,68,False
2011-05-22,69,False
2011-05-23,63,False
2011-05-24,62,False
2011-05-25,70,False
2011-05-26,66,False
2011-05-27,68,False
2011-05-28,68,False
2011-05-29,64,False
2011-05-30,60,False
2011-05-31,68,False
2011-06-01,65,False
2011-06-02,68,False
2011-06-03,62,False
2011-06-04,67,False
2011-06-05,70,False
2011-06-06,69,False
2011-06-07,63,False
2011-06-08,67,False
2011-06-09,80,False
2011-06-10,76,False
2011-06-11,77,False
2011-06-12,67,False
2011-06-13,64,False
2011-06-14,65,False
2011-06-15,72,False
2011-06-16,63,False
2011-06-17,72,False
2011-06-18,71,False
2011-06-19,67,False
2011-06-20,64,False
2011-06-21,61,False
2011-06-22,66,False
2011-06-23,68,False
2011-06-24,73,False
2011-06-25,75,False
2011-06-26,79,False
2011-06-27,64,False
2011-06-28,65,False
2011-06-29,71,False
2011-06-30,72,False
2011-07-01,63,False
2011-07-02,78,False
2011-07-03,80,False
2011-07-04,75,False
2011-07-05,73,False
2011-07-06,69,False
2011-07-07,68,False
2011-07-08,66,False
2011-07-09,72,False
2011-07-10,75,False
2011-07-11,72,False
2011-07-12,73,False
2011-07-13,70,False
2011-07-14,71,False
2011-07-15,72,False
2011-07-16,72,False
2011-07-17,83,False
2011-07-18,61,False
2011-07-19,63,False
2011-07-20,75,False
2011-07-21,67,False
2011-07-22,72,False
2011-07-23,76,False
2011-07-24,71,False
2011-07-25,64,False
2011-07-26,69,False
2011-07-27,68,False
2011-07-28,58,False
2011-07-29,66,False
2011-07-30,76,False
2011-07-31,68,False
2011-08-01,68,False
2011-08-02,63,False
2011-08-03,63,False
2011-08-04,71,False
2011-08-05,65,False
2011-08-06,81,False
2011-08-07,72,False
2011-08-08,69,False
2011-08-09,69,False
2011-08-10,65,False
2011-08-11,73,False
2011-08-12,65,False
2011-08-13,68,False
