date,GOOGL,isPartial
2015-12-26,83,False
2015-12-27,84,False
2015-12-28,75,False
2015-12-29,80,False
2015-12-30,86,False
2015-12-31,86,False
2016-01-01,88,False
2016-01-02,76,False
2016-01-03,77,False
2016-01-04,82,False
2016-01-05,79,False
2016-01-06,82,False
2016-01-07,82,False
2016-01-08,84,False
2016-01-09,82,False
2016-01-10,81,False
2016-01-11,88,False
2016-01-12,87,False
2016-01-13,88,False
2016-01-14,84,False
2016-01-15,80,False
2016-01-16,81,False
2016-01-17,78,False
2016-01-18,78,False
2016-01-19,81,False
2016-01-20,87,False
2016-01-21,79,False
2016-01-22,83,False
2016-01-23,77,False
2016-01-24,78,False
2016-01-25,85,False
2016-01-26,87,False
2016-01-27,91,False
2016-01-28,85,False
2016-01-29,85,False
2016-01-30,84,False
2016-01-31,73,False
2016-02-01,90,False
2016-02-02,100,False
2016-02-03,90,False
2016-02-04,89,False
2016-02-05,86,False
2016-02-06,77,False
2016-02-07,80,False
2016-02-08,88,False
2016-02-09,86,False
2016-02-10,91,False
2016-02-11,88,False
2016-02-12,81,False
2016-02-13,75,False
2016-02-14,77,False
2016-02-15,81,False
2016-02-16,83,False
2016-02-17,84,False
2016-02-18,86,False
2016-02-19,86,False
2016-02-20,77,False
2016-02-21,77,False
2016-02-22,78,False
2016-02-23,80,False
2016-02-24,89,False
2016-02-25,88,False
2016-02-26,84,False
2016-02-27,78,False
2016-02-28,78,False
2016-02-29,86,False
2016-03-01,85,False
2016-03-02,93,False
2016-03-03,82,False
2016-03-04,84,False
2016-03-05,80,False
2016-03-06,75,False
2016-03-07,86,False
2016-03-08,89,False
2016-03-09,84,False
2016-03-10,83,False
2016-03-11,75,False
2016-03-12,80,False
2016-03-13,76,False
2016-03-14,77,False
2016-03-15,88,False
2016-03-16,82,False
2016-03-17,89,False
2016-03-18,82,False
2016-03-19,71,False
2016-03-20,76,False
2016-03-21,85,False
2016-03-22,85,False
2016-03-23,80,False
2016-03-24,82,False
2016-03-25,80,False
2016-03-26,76,False
2016-03-27,77,False
2016-03-28,77,False
2016-03-29,82,False
2016-03-30,79,False
2016-03-31,81,False
2016-04-01,77,False
2016-04-02,75,False
2016-04-03,70,False
2016-04-04,80,False
2016-04-05,83,False
2016-04-06,79,False
2016-04-07,86,False
2016-04-08,83,False
2016-04-09,80,False
2016-04-10,73,False
2016-04-11,86,False
2016-04-12,81,False
2016-04-13,81,False
2016-04-14,75,False
2016-04-15,81,False
2016-04-16,77,False
2016-04-17,69,False
2016-04-18,92,False
2016-04-19,84,False
2016-04-20,83,False
2016-04-21,82,False
2016-04-22,94,False
2016-04-23,74,False
2016-04-24,70,False
2016-04-25,78,False
2016-04-26,77,False
2016-04-27,83,False
2016-04-28,89,False
2016-04-29,86,False
2016-04-30,77,False
2016-05-01,73,False
2016-05-02,83,False
2016-05-03,81,False
2016-05-04,80,False
2016-05-05,79,False
2016-05-06,79,False
2016-05-07,75,False
2016-05-08,75,False
2016-05-09,81,False
2016-05-10,84,False
2016-05-11,79,False
2016-05-12,83,False
2016-05-13,80,False
2016-05-14,72,False
2016-05-15,75,False
2016-05-16,80,False
2016-05-17,81,False
2016-05-18,79,False
2016-05-19,88,False
2016-05-20,79,False
2016-05-21,74,False
2016-05-22,72,False
2016-05-23,79,False
2016-05-24,82,False
2016-05-25,81,False
2016-05-26,84,False
2016-05-27,81,False
2016-05-28,70,False
2016-05-29,72,False
2016-05-30,73,False
2016-05-31,81,False
2016-06-01,80,False
2016-06-02,84,False
2016-06-03,71,False
2016-06-04,74,False
2016-06-05,69,False
2016-06-06,73,False
2016-06-07,79,False
2016-06-08,73,False
2016-06-09,79,False
2016-06-10,71,False
2016-06-11,66,False
2016-06-12,71,False
2016-06-13,76,False
2016-06-14,71,False
2016-06-15,78,False
2016-06-16,76,False
2016-06-17,75,False
2016-06-18,70,False
2016-06-19,74,False
2016-06-20,71,False
2016-06-21,80,False
2016-06-22,67,False
2016-06-23,76,False
2016-06-24,78,False
2016-06-25,71,False
2016-06-26,62,False
2016-06-27,72,False
2016-06-28,71,False
2016-06-29,67,False
2016-06-30,77,False
2016-07-01,64,False
2016-07-02,70,False
2016-07-03,71,False
2016-07-04,69,False
2016-07-05,76,False
2016-07-06,74,False
2016-07-07,74,False
2016-07-08,75,False
2016-07-09,73,False
2016-07-10,64,False
2016-07-11,71,False
2016-07-12,72,False
2016-07-13,73,False
2016-07-14,70,False
2016-07-15,72,False
2016-07-16,65,False
2016-07-17,70,False
2016-07-18,76,False
2016-07-19,74,False
2016-07-20,69,False
