date,PCLN
2015-04-10,19
2015-04-11,6
2015-04-12,5
2015-04-13,19
2015-04-14,24
2015-04-15,23
2015-04-16,24
2015-04-17,23
2015-04-18,9
2015-04-19,0
2015-04-20,21
2015-04-21,16
2015-04-22,21
2015-04-23,17
2015-04-24,27
2015-04-25,6
2015-04-26,9
2015-04-27,23
2015-04-28,24
2015-04-29,26
2015-04-30,19
2015-05-01,32
2015-05-02,9
2015-05-03,9
2015-05-04,39
2015-05-05,45
2015-05-06,41
2015-05-07,100
2015-05-08,54
2015-05-09,9
2015-05-10,8
2015-05-11,22
2015-05-12,22
2015-05-13,10
2015-05-14,11
2015-05-15,21
2015-05-16,8
2015-05-17,9
2015-05-18,19
2015-05-19,9
2015-05-20,11
2015-05-21,14
2015-05-22,5
2015-05-23,3
2015-05-24,11
2015-05-25,4
2015-05-26,8
2015-05-27,9
2015-05-28,13
2015-05-29,14
2015-05-30,0
2015-05-31,3
2015-06-01,11
2015-06-02,23
2015-06-03,12
2015-06-04,11
2015-06-05,13
2015-06-06,8
2015-06-07,5
2015-06-08,8
2015-06-09,14
2015-06-10,13
2015-06-11,13
2015-06-12,14
2015-06-13,9
2015-06-14,6
2015-06-15,9
2015-06-16,6
2015-06-17,8
2015-06-18,12
2015-06-19,12
2015-06-20,3
2015-06-21,3
2015-06-22,17
2015-06-23,10
2015-06-24,9
2015-06-25,13
2015-06-26,24
2015-06-27,5
2015-06-28,3
2015-06-29,13
2015-06-30,13
2015-07-01,18
2015-07-02,15
2015-07-03,3
2015-07-04,13
2015-07-05,3
2015-07-06,16
2015-07-07,14
2015-07-08,16
2015-07-09,17
2015-07-10,11
2015-07-11,8
2015-07-12,5
2015-07-13,22
2015-07-14,23
2015-07-15,21
2015-07-16,9
2015-07-17,22
2015-07-18,13
2015-07-19,3
2015-07-20,26
2015-07-21,16
2015-07-22,17
2015-07-23,16
2015-07-24,23
2015-07-25,5
2015-07-26,12
2015-07-27,28
2015-07-28,17
2015-07-29,22
2015-07-30,28
2015-07-31,22
2015-08-01,22
2015-08-02,9
2015-08-03,34
2015-08-04,34
2015-08-05,90
2015-08-06,32
2015-08-07,29
2015-08-08,3
2015-08-09,6
2015-08-10,21
2015-08-11,14
2015-08-12,12
2015-08-13,14
2015-08-14,19
2015-08-15,8
2015-08-16,9
2015-08-17,9
2015-08-18,19
2015-08-19,15
2015-08-20,14
2015-08-21,24
2015-08-22,12
2015-08-23,6
2015-08-24,36
2015-08-25,26
2015-08-26,24
2015-08-27,24
2015-08-28,16
2015-08-29,5
2015-08-30,12
2015-08-31,20
2015-09-01,12
2015-09-02,19
2015-09-03,14
2015-09-04,11
2015-09-05,4
2015-09-06,3
2015-09-07,5
2015-09-08,12
2015-09-09,11
2015-09-10,11
2015-09-11,13
2015-09-12,6
2015-09-13,3
2015-09-14,16
2015-09-15,19
2015-09-16,17
2015-09-17,11
2015-09-18,23
2015-09-19,3
2015-09-20,3
2015-09-21,11
2015-09-22,11
2015-09-23,10
2015-09-24,6
2015-09-25,12
2015-09-26,6
2015-09-27,3
2015-09-28,14
2015-09-29,10
2015-09-30,12
2015-10-01,10
2015-10-02,21
2015-10-03,6
2015-10-04,6
2015-10-05,21
2015-10-06,7
2015-10-07,11
2015-10-08,11
2015-10-09,17
2015-10-10,3
2015-10-11,9
2015-10-12,24
2015-10-13,23
2015-10-14,31
2015-10-15,14
2015-10-16,19
2015-10-17,9
2015-10-18,3
2015-10-19,17
2015-10-20,23
2015-10-21,18
2015-10-22,21
2015-10-23,17
2015-10-24,7
2015-10-25,14
2015-10-26,23
2015-10-27,20
2015-10-28,23
2015-10-29,23
2015-10-30,29
2015-10-31,6
2015-11-01,3
2015-11-02,25
2015-11-03,24
2015-11-04,28
2015-11-05,24
2015-11-06,28
2015-11-07,6
2015-11-08,7
2015-11-09,85
2015-11-10,44
2015-11-11,28
2015-11-12,15
2015-11-13,22
2015-11-14,8
2015-11-15,7
2015-11-16,22
2015-11-17,41
2015-11-18,13
2015-11-19,15
2015-11-20,13
2015-11-21,6
2015-11-22,0
2015-11-23,22
2015-11-24,22
2015-11-25,19
2015-11-26,10
2015-11-27,14
2015-11-28,6
2015-11-29,6
2015-11-30,12
2015-12-01,9
2015-12-02,13
2015-12-03,12
2015-12-04,15
2015-12-05,7
2015-12-06,3
2015-12-07,10
2015-12-08,11
2015-12-09,13
2015-12-10,8
2015-12-11,16
2015-12-12,9
2015-12-13,0
2015-12-14,18
2015-12-15,17
2015-12-16,15
2015-12-17,13
2015-12-18,12
2015-12-19,6
2015-12-20,4
2015-12-21,14
2015-12-22,17
2015-12-23,6
2015-12-24,8
2015-12-25,7
2015-12-26,3
