date,PCLN
2014-03-16,14
2014-03-17,31
2014-03-18,34
2014-03-19,32
2014-03-20,27
2014-03-21,30
2014-03-22,7
2014-03-23,7
2014-03-24,30
2014-03-25,35
2014-03-26,37
2014-03-27,37
2014-03-28,38
2014-03-29,12
2014-03-30,4
2014-03-31,28
2014-04-01,38
2014-04-02,37
2014-04-03,37
2014-04-04,40
2014-04-05,20
2014-04-06,5
2014-04-07,34
2014-04-08,35
2014-04-09,38
2014-04-10,51
2014-04-11,38
2014-04-12,12
2014-04-13,8
2014-04-14,28
2014-04-15,30
2014-04-16,45
2014-04-17,45
2014-04-18,19
2014-04-19,8
2014-04-20,8
2014-04-21,29
2014-04-22,23
2014-04-23,34
2014-04-24,19
2014-04-25,36
2014-04-26,4
2014-04-27,6
2014-04-28,25
2014-04-29,31
2014-04-30,27
2014-05-01,41
2014-05-02,36
2014-05-03,10
2014-05-04,9
2014-05-05,31
2014-05-06,33
2014-05-07,39
2014-05-08,97
2014-05-09,49
2014-05-10,11
2014-05-11,7
2014-05-12,28
2014-05-13,38
2014-05-14,32
2014-05-15,36
2014-05-16,27
2014-05-17,7
2014-05-18,6
2014-05-19,23
2014-05-20,18
2014-05-21,20
2014-05-22,20
2014-05-23,34
2014-05-24,12
2014-05-25,5
2014-05-26,9
2014-05-27,35
2014-05-28,40
2014-05-29,40
2014-05-30,35
2014-05-31,18
2014-06-01,8
2014-06-02,29
2014-06-03,27
2014-06-04,34
2014-06-05,29
2014-06-06,26
2014-06-07,14
2014-06-08,4
2014-06-09,23
2014-06-10,34
2014-06-11,15
2014-06-12,29
2014-06-13,75
2014-06-14,13
2014-06-15,11
2014-06-16,23
2014-06-17,28
2014-06-18,25
2014-06-19,42
2014-06-20,27
2014-06-21,7
2014-06-22,8
2014-06-23,19
2014-06-24,23
2014-06-25,19
2014-06-26,24
2014-06-27,17
2014-06-28,10
2014-06-29,5
2014-06-30,19
2014-07-01,37
2014-07-02,28
2014-07-03,28
2014-07-04,12
2014-07-05,8
2014-07-06,11
2014-07-07,21
2014-07-08,24
2014-07-09,29
2014-07-10,20
2014-07-11,29
2014-07-12,9
2014-07-13,4
2014-07-14,22
2014-07-15,20
2014-07-16,31
2014-07-17,32
2014-07-18,21
2014-07-19,4
2014-07-20,5
2014-07-21,18
2014-07-22,20
2014-07-23,27
2014-07-24,34
2014-07-25,30
2014-07-26,15
2014-07-27,4
2014-07-28,25
2014-07-29,23
2014-07-30,31
2014-07-31,26
2014-08-01,25
2014-08-02,8
2014-08-03,5
2014-08-04,54
2014-08-05,41
2014-08-06,42
2014-08-07,47
2014-08-08,45
2014-08-09,11
2014-08-10,13
2014-08-11,100
2014-08-12,51
2014-08-13,31
2014-08-14,28
2014-08-15,27
2014-08-16,11
2014-08-17,8
2014-08-18,19
2014-08-19,28
2014-08-20,21
2014-08-21,29
2014-08-22,22
2014-08-23,10
2014-08-24,8
2014-08-25,22
2014-08-26,32
2014-08-27,25
2014-08-28,21
2014-08-29,30
2014-08-30,8
2014-08-31,6
2014-09-01,6
2014-09-02,18
2014-09-03,23
2014-09-04,36
2014-09-05,39
2014-09-06,10
2014-09-07,6
2014-09-08,31
2014-09-09,34
2014-09-10,26
2014-09-11,25
2014-09-12,27
2014-09-13,15
2014-09-14,9
2014-09-15,27
2014-09-16,37
2014-09-17,33
2014-09-18,32
2014-09-19,38
2014-09-20,8
2014-09-21,11
2014-09-22,34
2014-09-23,22
2014-09-24,18
2014-09-25,29
2014-09-26,24
2014-09-27,6
2014-09-28,9
2014-09-29,23
2014-09-30,25
2014-10-01,22
2014-10-02,12
2014-10-03,11
2014-10-04,8
2014-10-05,4
2014-10-06,21
2014-10-07,17
2014-10-08,17
2014-10-09,22
2014-10-10,32
2014-10-11,11
2014-10-12,4
2014-10-13,34
2014-10-14,32
2014-10-15,26
2014-10-16,27
2014-10-17,22
2014-10-18,9
2014-10-19,6
2014-10-20,33
2014-10-21,27
2014-10-22,19
2014-10-23,27
2014-10-24,35
2014-10-25,7
2014-10-26,0
2014-10-27,16
2014-10-28,22
2014-10-29,23
2014-10-30,35
2014-10-31,56
2014-11-01,16
2014-11-02,11
2014-11-03,38
2014-11-04,88
2014-11-05,43
2014-11-06,34
2014-11-07,20
2014-11-08,5
2014-11-09,17
2014-11-10,27
2014-11-11,36
2014-11-12,38
2014-11-13,34
2014-11-14,40
2014-11-15,14
2014-11-16,9
2014-11-17,17
2014-11-18,21
2014-11-19,19
2014-11-20,32
2014-11-21,24
2014-11-22,15
2014-11-23,12
2014-11-24,17
2014-11-25,24
2014-11-26,14
2014-11-27,10
2014-11-28,19
2014-11-29,7
2014-11-30,7
2014-12-01,13
