date,PCLN
2011-09-18,5
2011-09-19,20
2011-09-20,28
2011-09-21,13
2011-09-22,20
2011-09-23,23
2011-09-24,8
2011-09-25,0
2011-09-26,11
2011-09-27,17
2011-09-28,9
2011-09-29,13
2011-09-30,26
2011-10-01,6
2011-10-02,5
2011-10-03,18
2011-10-04,4
2011-10-05,13
2011-10-06,13
2011-10-07,16
2011-10-08,8
2011-10-09,10
2011-10-10,13
2011-10-11,16
2011-10-12,17
2011-10-13,15
2011-10-14,9
2011-10-15,5
2011-10-16,10
2011-10-17,6
2011-10-18,6
2011-10-19,9
2011-10-20,17
2011-10-21,14
2011-10-22,8
2011-10-23,0
2011-10-24,8
2011-10-25,23
2011-10-26,35
2011-10-27,13
2011-10-28,14
2011-10-29,5
2011-10-30,5
2011-10-31,15
2011-11-01,20
2011-11-02,17
2011-11-03,13
2011-11-04,18
2011-11-05,21
2011-11-06,10
2011-11-07,59
2011-11-08,42
2011-11-09,17
2011-11-10,19
2011-11-11,16
2011-11-12,10
2011-11-13,5
2011-11-14,4
2011-11-15,6
2011-11-16,13
2011-11-17,15
2011-11-18,22
2011-11-19,8
2011-11-20,5
2011-11-21,10
2011-11-22,8
2011-11-23,11
2011-11-24,0
2011-11-25,7
2011-11-26,10
2011-11-27,0
2011-11-28,10
2011-11-29,6
2011-11-30,12
2011-12-01,13
2011-12-02,9
2011-12-03,5
2011-12-04,5
2011-12-05,12
2011-12-06,10
2011-12-07,8
2011-12-08,9
2011-12-09,13
2011-12-10,5
2011-12-11,0
2011-12-12,12
2011-12-13,8
2011-12-14,10
2011-12-15,17
2011-12-16,20
2011-12-17,5
2011-12-18,5
2011-12-19,17
2011-12-20,8
2011-12-21,17
2011-12-22,9
2011-12-23,7
2011-12-24,11
2011-12-25,6
2011-12-26,0
2011-12-27,9
2011-12-28,11
2011-12-29,16
2011-12-30,9
2011-12-31,6
2012-01-01,0
2012-01-02,9
2012-01-03,12
2012-01-04,12
2012-01-05,12
2012-01-06,9
2012-01-07,5
2012-01-08,5
2012-01-09,4
2012-01-10,10
2012-01-11,12
2012-01-12,8
2012-01-13,8
2012-01-14,5
2012-01-15,5
2012-01-16,6
2012-01-17,12
2012-01-18,10
2012-01-19,14
2012-01-20,8
2012-01-21,9
2012-01-22,0
2012-01-23,8
2012-01-24,19
2012-01-25,22
2012-01-26,14
2012-01-27,8
2012-01-28,14
2012-01-29,5
2012-01-30,13
2012-01-31,12
2012-02-01,10
2012-02-02,18
2012-02-03,18
2012-02-04,5
2012-02-05,0
2012-02-06,11
2012-02-07,8
2012-02-08,10
2012-02-09,10
2012-02-10,10
2012-02-11,0
2012-02-12,0
2012-02-13,15
2012-02-14,29
2012-02-15,23
2012-02-16,12
2012-02-17,20
2012-02-18,19
2012-02-19,9
2012-02-20,8
2012-02-21,30
2012-02-22,21
2012-02-23,8
2012-02-24,30
2012-02-25,12
2012-02-26,7
2012-02-27,67
2012-02-28,83
2012-02-29,23
2012-03-01,10
2012-03-02,33
2012-03-03,15
2012-03-04,10
2012-03-05,18
2012-03-06,13
2012-03-07,13
2012-03-08,14
2012-03-09,16
2012-03-10,0
2012-03-11,0
2012-03-12,8
2012-03-13,13
2012-03-14,17
2012-03-15,14
2012-03-16,22
2012-03-17,5
2012-03-18,5
2012-03-19,25
2012-03-20,23
2012-03-21,21
2012-03-22,31
2012-03-23,53
2012-03-24,10
2012-03-25,7
2012-03-26,42
2012-03-27,31
2012-03-28,39
2012-03-29,27
2012-03-30,35
2012-03-31,9
2012-04-01,9
2012-04-02,19
2012-04-03,31
2012-04-04,40
2012-04-05,68
2012-04-06,16
2012-04-07,20
2012-04-08,5
2012-04-09,50
2012-04-10,50
2012-04-11,51
2012-04-12,59
2012-04-13,47
2012-04-14,5
2012-04-15,11
2012-04-16,51
2012-04-17,53
2012-04-18,24
2012-04-19,46
2012-04-20,36
2012-04-21,23
2012-04-22,9
2012-04-23,34
2012-04-24,41
2012-04-25,67
2012-04-26,35
2012-04-27,55
2012-04-28,16
2012-04-29,14
2012-04-30,34
2012-05-01,42
2012-05-02,40
2012-05-03,29
2012-05-04,46
2012-05-05,7
2012-05-06,11
2012-05-07,28
2012-05-08,36
2012-05-09,100
2012-05-10,91
2012-05-11,36
2012-05-12,14
2012-05-13,14
2012-05-14,28
2012-05-15,20
2012-05-16,23
2012-05-17,28
2012-05-18,30
2012-05-19,5
2012-05-20,7
2012-05-21,28
2012-05-22,37
2012-05-23,23
2012-05-24,25
2012-05-25,24
2012-05-26,7
2012-05-27,7
2012-05-28,16
2012-05-29,24
2012-05-30,21
2012-05-31,19
2012-06-01,18
2012-06-02,12
2012-06-03,12
2012-06-04,11
