date,PCLN
2010-08-24,15
2010-08-25,10
2010-08-26,11
2010-08-27,27
2010-08-28,13
2010-08-29,14
2010-08-30,33
2010-08-31,24
2010-09-01,15
2010-09-02,25
2010-09-03,16
2010-09-04,19
2010-09-05,14
2010-09-06,8
2010-09-07,19
2010-09-08,17
2010-09-09,25
2010-09-10,10
2010-09-11,9
2010-09-12,18
2010-09-13,9
2010-09-14,21
2010-09-15,14
2010-09-16,17
2010-09-17,11
2010-09-18,19
2010-09-19,0
2010-09-20,26
2010-09-21,31
2010-09-22,24
2010-09-23,24
2010-09-24,33
2010-09-25,15
2010-09-26,18
2010-09-27,16
2010-09-28,14
2010-09-29,16
2010-09-30,16
2010-10-01,22
2010-10-02,9
2010-10-03,17
2010-10-04,14
2010-10-05,21
2010-10-06,14
2010-10-07,17
2010-10-08,17
2010-10-09,9
2010-10-10,9
2010-10-11,25
2010-10-12,19
2010-10-13,16
2010-10-14,28
2010-10-15,7
2010-10-16,9
2010-10-17,17
2010-10-18,24
2010-10-19,14
2010-10-20,14
2010-10-21,12
2010-10-22,27
2010-10-23,17
2010-10-24,9
2010-10-25,18
2010-10-26,25
2010-10-27,27
2010-10-28,12
2010-10-29,20
2010-10-30,9
2010-10-31,9
2010-11-01,21
2010-11-02,29
2010-11-03,22
2010-11-04,36
2010-11-05,34
2010-11-06,31
2010-11-07,21
2010-11-08,81
2010-11-09,100
2010-11-10,47
2010-11-11,37
2010-11-12,26
2010-11-13,26
2010-11-14,13
2010-11-15,7
2010-11-16,22
2010-11-17,23
2010-11-18,18
2010-11-19,14
2010-11-20,17
2010-11-21,16
2010-11-22,15
2010-11-23,20
2010-11-24,22
2010-11-25,11
2010-11-26,25
2010-11-27,13
2010-11-28,0
2010-11-29,19
2010-11-30,22
2010-12-01,20
2010-12-02,23
2010-12-03,19
2010-12-04,8
2010-12-05,0
2010-12-06,18
2010-12-07,29
2010-12-08,20
2010-12-09,17
2010-12-10,31
2010-12-11,13
2010-12-12,8
2010-12-13,26
2010-12-14,18
2010-12-15,18
2010-12-16,20
2010-12-17,15
2010-12-18,13
2010-12-19,0
2010-12-20,18
2010-12-21,14
2010-12-22,19
2010-12-23,38
2010-12-24,18
2010-12-25,10
2010-12-26,14
2010-12-27,22
2010-12-28,11
2010-12-29,10
2010-12-30,23
2010-12-31,27
2011-01-01,10
2011-01-02,13
2011-01-03,23
2011-01-04,13
2011-01-05,38
2011-01-06,68
2011-01-07,32
2011-01-08,8
2011-01-09,8
2011-01-10,26
2011-01-11,36
2011-01-12,23
2011-01-13,26
2011-01-14,17
2011-01-15,16
2011-01-16,8
2011-01-17,13
2011-01-18,25
2011-01-19,28
2011-01-20,13
2011-01-21,15
2011-01-22,19
2011-01-23,15
2011-01-24,35
2011-01-25,9
2011-01-26,25
2011-01-27,6
2011-01-28,18
2011-01-29,8
2011-01-30,11
2011-01-31,10
2011-02-01,18
2011-02-02,12
2011-02-03,12
2011-02-04,13
2011-02-05,8
2011-02-06,7
2011-02-07,12
2011-02-08,12
2011-02-09,31
2011-02-10,21
2011-02-11,24
2011-02-12,23
2011-02-13,11
2011-02-14,18
2011-02-15,18
2011-02-16,22
2011-02-17,14
2011-02-18,26
2011-02-19,13
2011-02-20,22
2011-02-21,12
2011-02-22,26
2011-02-23,84
2011-02-24,78
2011-02-25,38
2011-02-26,13
2011-02-27,7
2011-02-28,18
2011-03-01,18
2011-03-02,12
2011-03-03,17
2011-03-04,20
2011-03-05,23
2011-03-06,15
2011-03-07,28
2011-03-08,19
2011-03-09,14
2011-03-10,12
2011-03-11,19
2011-03-12,12
2011-03-13,7
2011-03-14,0
2011-03-15,20
2011-03-16,18
2011-03-17,12
2011-03-18,17
2011-03-19,15
2011-03-20,7
2011-03-21,14
2011-03-22,22
2011-03-23,18
2011-03-24,9
2011-03-25,11
2011-03-26,15
2011-03-27,7
2011-03-28,14
2011-03-29,20
2011-03-30,12
2011-03-31,21
2011-04-01,36
2011-04-02,8
2011-04-03,11
2011-04-04,18
2011-04-05,36
2011-04-06,22
2011-04-07,16
2011-04-08,22
2011-04-09,10
2011-04-10,0
2011-04-11,20
2011-04-12,20
2011-04-13,18
2011-04-14,12
2011-04-15,24
2011-04-16,8
2011-04-17,8
2011-04-18,10
2011-04-19,14
2011-04-20,17
2011-04-21,18
2011-04-22,15
2011-04-23,8
2011-04-24,0
2011-04-25,13
2011-04-26,16
2011-04-27,18
2011-04-28,32
2011-04-29,16
2011-04-30,13
2011-05-01,13
2011-05-02,16
2011-05-03,24
2011-05-04,20
2011-05-05,70
2011-05-06,69
2011-05-07,15
2011-05-08,23
2011-05-09,14
2011-05-10,22
2011-05-11,18
