date,PCLN
2016-07-30,5
2016-07-31,5
2016-08-01,18
2016-08-02,27
2016-08-03,28
2016-08-04,100
2016-08-05,67
2016-08-06,9
2016-08-07,7
2016-08-08,19
2016-08-09,16
2016-08-10,14
2016-08-11,12
2016-08-12,21
2016-08-13,8
2016-08-14,4
2016-08-15,15
2016-08-16,11
2016-08-17,9
2016-08-18,20
2016-08-19,18
2016-08-20,4
2016-08-21,2
2016-08-22,12
2016-08-23,16
2016-08-24,18
2016-08-25,15
2016-08-26,9
2016-08-27,5
2016-08-28,6
2016-08-29,18
2016-08-30,14
2016-08-31,17
2016-09-01,15
2016-09-02,9
2016-09-03,4
2016-09-04,4
2016-09-05,2
2016-09-06,11
2016-09-07,10
2016-09-08,7
2016-09-09,13
2016-09-10,7
2016-09-11,10
2016-09-12,14
2016-09-13,11
2016-09-14,12
2016-09-15,12
2016-09-16,16
2016-09-17,4
2016-09-18,5
2016-09-19,16
2016-09-20,11
2016-09-21,12
2016-09-22,12
2016-09-23,9
2016-09-24,5
2016-09-25,2
2016-09-26,9
2016-09-27,10
2016-09-28,16
2016-09-29,14
2016-09-30,12
2016-10-01,5
2016-10-02,3
2016-10-03,9
2016-10-04,15
2016-10-05,19
2016-10-06,19
2016-10-07,9
2016-10-08,6
2016-10-09,3
2016-10-10,9
2016-10-11,13
2016-10-12,7
2016-10-13,17
2016-10-14,8
2016-10-15,5
2016-10-16,5
2016-10-17,6
2016-10-18,7
2016-10-19,15
2016-10-20,11
2016-10-21,11
2016-10-22,7
2016-10-23,7
2016-10-24,11
2016-10-25,10
2016-10-26,14
2016-10-27,17
2016-10-28,16
2016-10-29,9
2016-10-30,2
2016-10-31,7
2016-11-01,9
2016-11-02,9
2016-11-03,12
2016-11-04,16
2016-11-05,4
2016-11-06,5
2016-11-07,47
2016-11-08,49
2016-11-09,36
2016-11-10,24
2016-11-11,19
2016-11-12,5
2016-11-13,2
2016-11-14,15
2016-11-15,18
2016-11-16,15
2016-11-17,15
2016-11-18,18
2016-11-19,2
2016-11-20,7
2016-11-21,15
2016-11-22,11
2016-11-23,11
2016-11-24,7
2016-11-25,14
2016-11-26,3
2016-11-27,0
2016-11-28,7
2016-11-29,9
2016-11-30,13
2016-12-01,10
2016-12-02,6
2016-12-03,5
2016-12-04,4
2016-12-05,11
2016-12-06,14
2016-12-07,9
2016-12-08,8
2016-12-09,10
2016-12-10,10
2016-12-11,2
2016-12-12,8
2016-12-13,12
2016-12-14,10
2016-12-15,9
2016-12-16,12
2016-12-17,6
2016-12-18,3
2016-12-19,10
2016-12-20,9
2016-12-21,7
2016-12-22,10
2016-12-23,12
2016-12-24,5
2016-12-25,5
2016-12-26,4
2016-12-27,6
2016-12-28,6
2016-12-29,7
2016-12-30,11
2016-12-31,2
2017-01-01,4
2017-01-02,7
2017-01-03,13
2017-01-04,13
2017-01-05,11
2017-01-06,14
2017-01-07,7
2017-01-08,6
2017-01-09,11
2017-01-10,13
2017-01-11,13
2017-01-12,10
2017-01-13,6
2017-01-14,2
2017-01-15,2
2017-01-16,4
2017-01-17,11
2017-01-18,5
2017-01-19,14
2017-01-20,14
2017-01-21,5
2017-01-22,5
2017-01-23,6
2017-01-24,11
2017-01-25,21
2017-01-26,12
2017-01-27,16
2017-01-28,8
2017-01-29,3
2017-01-30,15
2017-01-31,19
2017-02-01,15
2017-02-02,12
2017-02-03,12
2017-02-04,7
2017-02-05,5
2017-02-06,18
2017-02-07,17
2017-02-08,15
2017-02-09,12
2017-02-10,26
2017-02-11,7
2017-02-12,7
2017-02-13,14
2017-02-14,15
2017-02-15,23
2017-02-16,16
2017-02-17,16
2017-02-18,7
2017-02-19,7
2017-02-20,6
2017-02-21,14
2017-02-22,19
2017-02-23,18
2017-02-24,21
2017-02-25,7
2017-02-26,7
2017-02-27,47
2017-02-28,75
2017-03-01,34
2017-03-02,29
2017-03-03,27
2017-03-04,4
2017-03-05,8
2017-03-06,18
2017-03-07,14
2017-03-08,16
2017-03-09,18
2017-03-10,25
2017-03-11,6
2017-03-12,4
2017-03-13,17
2017-03-14,21
2017-03-15,16
2017-03-16,19
2017-03-17,13
2017-03-18,7
2017-03-19,5
2017-03-20,12
2017-03-21,18
2017-03-22,14
2017-03-23,14
2017-03-24,14
2017-03-25,4
2017-03-26,4
2017-03-27,13
2017-03-28,18
2017-03-29,13
2017-03-30,10
2017-03-31,10
2017-04-01,4
2017-04-02,4
2017-04-03,13
2017-04-04,14
2017-04-05,18
2017-04-06,18
2017-04-07,13
2017-04-08,5
2017-04-09,8
2017-04-10,14
2017-04-11,13
2017-04-12,16
2017-04-13,13
2017-04-14,7
