date,PCLN
2011-01-01,0
2011-01-02,8
2011-01-03,38
2011-01-04,12
2011-01-05,34
2011-01-06,41
2011-01-07,45
2011-01-08,0
2011-01-09,7
2011-01-10,12
2011-01-11,29
2011-01-12,21
2011-01-13,15
2011-01-14,6
2011-01-15,7
2011-01-16,7
2011-01-17,12
2011-01-18,20
2011-01-19,15
2011-01-20,21
2011-01-21,6
2011-01-22,14
2011-01-23,0
2011-01-24,17
2011-01-25,12
2011-01-26,15
2011-01-27,15
2011-01-28,25
2011-01-29,14
2011-01-30,14
2011-01-31,8
2011-02-01,14
2011-02-02,8
2011-02-03,14
2011-02-04,12
2011-02-05,7
2011-02-06,7
2011-02-07,22
2011-02-08,11
2011-02-09,26
2011-02-10,23
2011-02-11,18
2011-02-12,36
2011-02-13,0
2011-02-14,6
2011-02-15,8
2011-02-16,28
2011-02-17,12
2011-02-18,24
2011-02-19,21
2011-02-20,14
2011-02-21,0
2011-02-22,31
2011-02-23,74
2011-02-24,100
2011-02-25,27
2011-02-26,14
2011-02-27,10
2011-02-28,17
2011-03-01,11
2011-03-02,20
2011-03-03,14
2011-03-04,30
2011-03-05,14
2011-03-06,11
2011-03-07,32
2011-03-08,17
2011-03-09,17
2011-03-10,8
2011-03-11,23
2011-03-12,11
2011-03-13,0
2011-03-14,12
2011-03-15,34
2011-03-16,11
2011-03-17,14
2011-03-18,24
2011-03-19,7
2011-03-20,14
2011-03-21,17
2011-03-22,8
2011-03-23,11
2011-03-24,12
2011-03-25,21
2011-03-26,7
2011-03-27,14
2011-03-28,8
2011-03-29,22
2011-03-30,31
2011-03-31,11
2011-04-01,21
2011-04-02,14
2011-04-03,7
2011-04-04,14
2011-04-05,22
2011-04-06,25
2011-04-07,14
2011-04-08,21
2011-04-09,0
2011-04-10,0
2011-04-11,8
2011-04-12,17
2011-04-13,20
2011-04-14,6
2011-04-15,21
2011-04-16,7
2011-04-17,7
2011-04-18,20
2011-04-19,14
2011-04-20,26
2011-04-21,28
2011-04-22,10
2011-04-23,8
2011-04-24,8
2011-04-25,28
2011-04-26,11
2011-04-27,25
2011-04-28,17
2011-04-29,18
2011-04-30,14
2011-05-01,7
2011-05-02,22
2011-05-03,14
2011-05-04,25
2011-05-05,75
2011-05-06,54
2011-05-07,7
2011-05-08,29
2011-05-09,30
2011-05-10,22
2011-05-11,19
2011-05-12,8
2011-05-13,6
2011-05-14,7
2011-05-15,7
2011-05-16,19
2011-05-17,19
2011-05-18,19
2011-05-19,17
2011-05-20,21
2011-05-21,7
2011-05-22,14
2011-05-23,19
2011-05-24,28
2011-05-25,14
2011-05-26,23
2011-05-27,12
2011-05-28,0
2011-05-29,7
2011-05-30,0
2011-05-31,6
2011-06-01,17
2011-06-02,15
2011-06-03,21
2011-06-04,0
2011-06-05,0
2011-06-06,17
2011-06-07,14
2011-06-08,17
2011-06-09,11
2011-06-10,15
2011-06-11,0
2011-06-12,7
2011-06-13,8
2011-06-14,14
2011-06-15,22
2011-06-16,14
2011-06-17,18
2011-06-18,7
2011-06-19,0
2011-06-20,19
2011-06-21,35
2011-06-22,25
2011-06-23,15
2011-06-24,21
2011-06-25,0
2011-06-26,11
2011-06-27,11
2011-06-28,28
2011-06-29,20
2011-06-30,25
2011-07-01,18
2011-07-02,0
2011-07-03,7
2011-07-04,6
2011-07-05,14
2011-07-06,8
2011-07-07,20
2011-07-08,15
2011-07-09,11
2011-07-10,7
2011-07-11,17
2011-07-12,22
2011-07-13,6
2011-07-14,17
2011-07-15,12
2011-07-16,7
2011-07-17,7
2011-07-18,28
2011-07-19,25
2011-07-20,11
2011-07-21,23
2011-07-22,9
2011-07-23,0
2011-07-24,7
2011-07-25,14
2011-07-26,22
2011-07-27,20
2011-07-28,17
2011-07-29,18
2011-07-30,7
2011-07-31,7
2011-08-01,20
2011-08-02,11
2011-08-03,14
2011-08-04,87
2011-08-05,81
2011-08-06,10
2011-08-07,14
2011-08-08,24
2011-08-09,27
2011-08-10,27
2011-08-11,25
2011-08-12,29
2011-08-13,7
2011-08-14,7
2011-08-15,20
2011-08-16,5
2011-08-17,17
2011-08-18,22
2011-08-19,14
2011-08-20,14
2011-08-21,7
2011-08-22,19
2011-08-23,19
2011-08-24,16
2011-08-25,11
2011-08-26,22
2011-08-27,7
2011-08-28,0
2011-08-29,13
2011-08-30,32
2011-08-31,19
2011-09-01,11
2011-09-02,14
2011-09-03,7
2011-09-04,0
2011-09-05,0
2011-09-06,18
2011-09-07,13
2011-09-08,10
2011-09-09,22
2011-09-10,6
2011-09-11,6
2011-09-12,8
2011-09-13,15
2011-09-14,15
2011-09-15,5
2011-09-16,8
2011-09-17,0
2011-09-18,0
