date,PCLN
2017-01-19,10
2017-01-20,14
2017-01-21,5
2017-01-22,5
2017-01-23,8
2017-01-24,13
2017-01-25,19
2017-01-26,15
2017-01-27,19
2017-01-28,7
2017-01-29,6
2017-01-30,15
2017-01-31,20
2017-02-01,20
2017-02-02,11
2017-02-03,15
2017-02-04,8
2017-02-05,5
2017-02-06,16
2017-02-07,17
2017-02-08,18
2017-02-09,17
2017-02-10,28
2017-02-11,11
2017-02-12,7
2017-02-13,17
2017-02-14,20
2017-02-15,24
2017-02-16,23
2017-02-17,15
2017-02-18,5
2017-02-19,2
2017-02-20,11
2017-02-21,22
2017-02-22,22
2017-02-23,21
2017-02-24,19
2017-02-25,6
2017-02-26,13
2017-02-27,60
2017-02-28,100
2017-03-01,35
2017-03-02,29
2017-03-03,26
2017-03-04,12
2017-03-05,5
2017-03-06,18
2017-03-07,17
2017-03-08,16
2017-03-09,13
2017-03-10,17
2017-03-11,11
2017-03-12,6
2017-03-13,23
2017-03-14,21
2017-03-15,23
2017-03-16,14
2017-03-17,12
2017-03-18,7
2017-03-19,6
2017-03-20,12
2017-03-21,12
2017-03-22,14
2017-03-23,9
2017-03-24,11
2017-03-25,4
2017-03-26,3
2017-03-27,17
2017-03-28,17
2017-03-29,13
2017-03-30,12
2017-03-31,6
2017-04-01,8
