date,PCLN
2016-05-04,73
2016-05-05,32
2016-05-06,20
2016-05-07,8
2016-05-08,8
2016-05-09,12
2016-05-10,12
2016-05-11,16
2016-05-12,19
2016-05-13,18
2016-05-14,8
2016-05-15,0
2016-05-16,3
2016-05-17,12
2016-05-18,9
2016-05-19,20
2016-05-20,18
2016-05-21,3
2016-05-22,6
2016-05-23,13
2016-05-24,14
2016-05-25,13
2016-05-26,14
2016-05-27,17
2016-05-28,3
2016-05-29,5
2016-05-30,5
2016-05-31,10
2016-06-01,14
2016-06-02,16
2016-06-03,13
2016-06-04,7
2016-06-05,3
2016-06-06,23
2016-06-07,19
2016-06-08,18
2016-06-09,19
2016-06-10,25
2016-06-11,4
2016-06-12,6
2016-06-13,10
2016-06-14,11
2016-06-15,15
2016-06-16,13
2016-06-17,16
2016-06-18,5
2016-06-19,7
2016-06-20,13
2016-06-21,16
2016-06-22,22
2016-06-23,33
2016-06-24,68
2016-06-25,16
2016-06-26,9
2016-06-27,33
2016-06-28,33
2016-06-29,30
2016-06-30,32
2016-07-01,22
2016-07-02,5
2016-07-03,4
2016-07-04,4
2016-07-05,21
2016-07-06,23
2016-07-07,24
2016-07-08,22
2016-07-09,8
2016-07-10,3
2016-07-11,20
2016-07-12,22
2016-07-13,17
2016-07-14,30
2016-07-15,27
2016-07-16,9
2016-07-17,5
2016-07-18,14
2016-07-19,19
2016-07-20,31
2016-07-21,25
2016-07-22,23
2016-07-23,5
2016-07-24,4
2016-07-25,15
2016-07-26,17
2016-07-27,15
2016-07-28,38
2016-07-29,33
2016-07-30,5
2016-07-31,5
2016-08-01,25
2016-08-02,29
2016-08-03,34
2016-08-04,100
2016-08-05,61
2016-08-06,5
2016-08-07,8
2016-08-08,22
2016-08-09,19
2016-08-10,15
2016-08-11,13
2016-08-12,18
2016-08-13,7
2016-08-14,3
2016-08-15,16
2016-08-16,14
2016-08-17,16
2016-08-18,29
2016-08-19,16
2016-08-20,5
2016-08-21,5
2016-08-22,11
2016-08-23,20
2016-08-24,11
2016-08-25,11
2016-08-26,12
2016-08-27,8
2016-08-28,10
2016-08-29,21
2016-08-30,16
2016-08-31,13
2016-09-01,10
2016-09-02,12
2016-09-03,4
2016-09-04,3
2016-09-05,5
2016-09-06,7
2016-09-07,3
2016-09-08,9
2016-09-09,12
2016-09-10,6
2016-09-11,5
2016-09-12,10
2016-09-13,16
2016-09-14,8
2016-09-15,8
2016-09-16,16
2016-09-17,5
2016-09-18,4
2016-09-19,11
2016-09-20,18
2016-09-21,9
2016-09-22,9
2016-09-23,6
2016-09-24,8
2016-09-25,0
2016-09-26,4
2016-09-27,7
2016-09-28,9
2016-09-29,16
2016-09-30,6
2016-10-01,10
2016-10-02,10
2016-10-03,13
2016-10-04,17
2016-10-05,14
2016-10-06,19
2016-10-07,14
2016-10-08,10
2016-10-09,2
2016-10-10,13
2016-10-11,14
2016-10-12,10
2016-10-13,17
2016-10-14,13
2016-10-15,4
2016-10-16,5
2016-10-17,8
2016-10-18,5
2016-10-19,13
2016-10-20,7
2016-10-21,9
2016-10-22,6
2016-10-23,4
2016-10-24,7
2016-10-25,6
2016-10-26,16
2016-10-27,17
2016-10-28,17
2016-10-29,12
2016-10-30,7
2016-10-31,6
2016-11-01,16
2016-11-02,15
2016-11-03,9
2016-11-04,16
2016-11-05,2
2016-11-06,8
2016-11-07,52
2016-11-08,53
2016-11-09,40
2016-11-10,25
2016-11-11,14
2016-11-12,0
2016-11-13,7
2016-11-14,15
2016-11-15,20
2016-11-16,20
2016-11-17,17
2016-11-18,15
2016-11-19,5
2016-11-20,4
2016-11-21,12
2016-11-22,10
2016-11-23,7
2016-11-24,9
2016-11-25,13
2016-11-26,5
2016-11-27,2
2016-11-28,6
2016-11-29,9
2016-11-30,13
2016-12-01,9
2016-12-02,8
2016-12-03,7
2016-12-04,2
2016-12-05,7
2016-12-06,11
2016-12-07,7
2016-12-08,10
2016-12-09,13
2016-12-10,0
2016-12-11,2
2016-12-12,8
2016-12-13,13
2016-12-14,12
2016-12-15,6
2016-12-16,9
2016-12-17,2
2016-12-18,7
2016-12-19,9
2016-12-20,11
2016-12-21,8
2016-12-22,10
2016-12-23,13
2016-12-24,4
2016-12-25,0
2016-12-26,5
2016-12-27,8
2016-12-28,2
2016-12-29,11
2016-12-30,11
2016-12-31,0
2017-01-01,5
2017-01-02,5
2017-01-03,15
2017-01-04,10
2017-01-05,14
2017-01-06,17
2017-01-07,5
2017-01-08,5
2017-01-09,10
2017-01-10,18
2017-01-11,11
2017-01-12,5
2017-01-13,5
2017-01-14,3
2017-01-15,0
2017-01-16,2
2017-01-17,7
2017-01-18,4
2017-01-19,14
