date,PCLN
2011-05-11,17
2011-05-12,7
2011-05-13,14
2011-05-14,17
2011-05-15,8
2011-05-16,30
2011-05-17,24
2011-05-18,31
2011-05-19,28
2011-05-20,33
2011-05-21,9
2011-05-22,9
2011-05-23,17
2011-05-24,20
2011-05-25,14
2011-05-26,24
2011-05-27,21
2011-05-28,0
2011-05-29,9
2011-05-30,0
2011-05-31,0
2011-06-01,14
2011-06-02,21
2011-06-03,29
2011-06-04,0
2011-06-05,9
2011-06-06,17
2011-06-07,7
2011-06-08,7
2011-06-09,17
2011-06-10,25
2011-06-11,0
2011-06-12,9
2011-06-13,17
2011-06-14,23
2011-06-15,24
2011-06-16,24
2011-06-17,32
2011-06-18,0
2011-06-19,0
2011-06-20,17
2011-06-21,36
2011-06-22,37
2011-06-23,14
2011-06-24,18
2011-06-25,0
2011-06-26,13
2011-06-27,14
2011-06-28,34
2011-06-29,14
2011-06-30,14
2011-07-01,0
2011-07-02,9
2011-07-03,9
2011-07-04,14
2011-07-05,24
2011-07-06,14
2011-07-07,28
2011-07-08,29
2011-07-09,9
2011-07-10,18
2011-07-11,17
2011-07-12,27
2011-07-13,14
2011-07-14,14
2011-07-15,15
2011-07-16,0
2011-07-17,9
2011-07-18,20
2011-07-19,24
2011-07-20,14
2011-07-21,21
2011-07-22,7
2011-07-23,13
2011-07-24,9
2011-07-25,20
2011-07-26,27
2011-07-27,14
2011-07-28,17
2011-07-29,25
2011-07-30,9
2011-07-31,9
2011-08-01,42
2011-08-02,14
2011-08-03,21
2011-08-04,100
2011-08-05,100
2011-08-06,17
2011-08-07,21
2011-08-08,43
2011-08-09,30
2011-08-10,34
2011-08-11,24
2011-08-12,25
2011-08-13,9
2011-08-14,9
2011-08-15,35
2011-08-16,13
2011-08-17,20
2011-08-18,14
2011-08-19,24
2011-08-20,8
2011-08-21,0
2011-08-22,13
2011-08-23,29
2011-08-24,0
2011-08-25,20
2011-08-26,21
2011-08-27,0
2011-08-28,8
2011-08-29,16
2011-08-30,32
2011-08-31,20
2011-09-01,13
2011-09-02,20
2011-09-03,0
2011-09-04,0
2011-09-05,6
2011-09-06,13
2011-09-07,22
2011-09-08,13
2011-09-09,13
2011-09-10,8
2011-09-11,0
2011-09-12,9
2011-09-13,15
2011-09-14,25
2011-09-15,0
2011-09-16,10
2011-09-17,0
2011-09-18,0
2011-09-19,15
2011-09-20,12
2011-09-21,12
2011-09-22,31
2011-09-23,30
2011-09-24,8
2011-09-25,0
2011-09-26,28
2011-09-27,27
2011-09-28,19
2011-09-29,28
2011-09-30,26
2011-10-01,16
2011-10-02,8
2011-10-03,34
2011-10-04,31
2011-10-05,21
2011-10-06,31
2011-10-07,38
2011-10-08,15
2011-10-09,7
2011-10-10,12
2011-10-11,20
2011-10-12,21
2011-10-13,22
2011-10-14,19
2011-10-15,15
2011-10-16,7
2011-10-17,9
2011-10-18,12
2011-10-19,12
2011-10-20,18
2011-10-21,32
2011-10-22,15
2011-10-23,7
2011-10-24,21
2011-10-25,21
2011-10-26,40
2011-10-27,31
2011-10-28,29
2011-10-29,11
2011-10-30,11
2011-10-31,19
2011-11-01,41
2011-11-02,34
2011-11-03,24
2011-11-04,28
2011-11-05,26
2011-11-06,11
2011-11-07,72
2011-11-08,92
2011-11-09,21
2011-11-10,27
2011-11-11,25
2011-11-12,0
2011-11-13,7
2011-11-14,29
2011-11-15,30
2011-11-16,18
2011-11-17,27
2011-11-18,19
2011-11-19,14
2011-11-20,11
2011-11-21,24
2011-11-22,24
2011-11-23,12
2011-11-24,6
2011-11-25,29
2011-11-26,7
2011-11-27,7
2011-11-28,29
2011-11-29,17
2011-11-30,6
2011-12-01,12
2011-12-02,12
2011-12-03,7
2011-12-04,7
2011-12-05,17
2011-12-06,26
2011-12-07,18
2011-12-08,21
2011-12-09,19
2011-12-10,7
2011-12-11,0
2011-12-12,17
2011-12-13,17
2011-12-14,32
2011-12-15,21
2011-12-16,16
2011-12-17,7
2011-12-18,7
2011-12-19,15
2011-12-20,27
2011-12-21,24
2011-12-22,16
2011-12-23,14
2011-12-24,0
2011-12-25,0
2011-12-26,7
2011-12-27,10
2011-12-28,32
2011-12-29,28
2011-12-30,20
2011-12-31,8
2012-01-01,8
2012-01-02,25
2012-01-03,12
2012-01-04,12
2012-01-05,23
2012-01-06,12
2012-01-07,7
2012-01-08,7
2012-01-09,14
2012-01-10,17
2012-01-11,8
2012-01-12,6
2012-01-13,6
2012-01-14,7
2012-01-15,0
2012-01-16,11
2012-01-17,11
2012-01-18,11
2012-01-19,8
2012-01-20,6
2012-01-21,7
2012-01-22,7
2012-01-23,14
2012-01-24,22
2012-01-25,19
2012-01-26,22
