date,PCLN
2016-08-02,25
2016-08-03,28
2016-08-04,100
2016-08-05,73
2016-08-06,8
2016-08-07,10
2016-08-08,27
2016-08-09,9
2016-08-10,9
2016-08-11,9
2016-08-12,11
2016-08-13,5
2016-08-14,4
2016-08-15,19
2016-08-16,12
2016-08-17,11
2016-08-18,17
2016-08-19,14
2016-08-20,8
2016-08-21,3
2016-08-22,8
2016-08-23,15
2016-08-24,16
2016-08-25,10
2016-08-26,11
2016-08-27,3
2016-08-28,4
2016-08-29,10
2016-08-30,11
2016-08-31,14
2016-09-01,9
2016-09-02,12
2016-09-03,7
2016-09-04,3
2016-09-05,5
2016-09-06,5
2016-09-07,6
2016-09-08,10
2016-09-09,10
2016-09-10,6
2016-09-11,5
2016-09-12,11
2016-09-13,10
2016-09-14,7
2016-09-15,10
2016-09-16,14
2016-09-17,6
2016-09-18,5
2016-09-19,14
2016-09-20,10
2016-09-21,12
2016-09-22,10
2016-09-23,6
2016-09-24,12
2016-09-25,5
2016-09-26,13
2016-09-27,14
2016-09-28,11
2016-09-29,16
2016-09-30,8
2016-10-01,4
2016-10-02,6
2016-10-03,14
2016-10-04,15
2016-10-05,17
2016-10-06,25
2016-10-07,15
2016-10-08,5
2016-10-09,2
2016-10-10,10
2016-10-11,16
2016-10-12,10
2016-10-13,15
2016-10-14,13
2016-10-15,5
2016-10-16,4
2016-10-17,10
2016-10-18,11
2016-10-19,23
2016-10-20,8
2016-10-21,11
2016-10-22,5
2016-10-23,5
2016-10-24,10
2016-10-25,9
2016-10-26,17
2016-10-27,15
2016-10-28,23
2016-10-29,11
2016-10-30,4
2016-10-31,9
2016-11-01,14
2016-11-02,15
2016-11-03,15
2016-11-04,20
2016-11-05,4
2016-11-06,6
2016-11-07,57
2016-11-08,61
2016-11-09,45
2016-11-10,23
2016-11-11,14
2016-11-12,4
2016-11-13,5
2016-11-14,18
2016-11-15,16
2016-11-16,19
2016-11-17,13
2016-11-18,20
2016-11-19,4
2016-11-20,9
2016-11-21,13
2016-11-22,15
2016-11-23,6
2016-11-24,7
2016-11-25,8
2016-11-26,2
2016-11-27,2
2016-11-28,8
2016-11-29,8
2016-11-30,18
2016-12-01,10
2016-12-02,11
2016-12-03,4
2016-12-04,5
2016-12-05,11
2016-12-06,12
2016-12-07,4
2016-12-08,15
2016-12-09,11
2016-12-10,4
2016-12-11,4
2016-12-12,7
2016-12-13,9
2016-12-14,8
2016-12-15,15
2016-12-16,17
2016-12-17,8
2016-12-18,2
2016-12-19,6
2016-12-20,17
2016-12-21,3
2016-12-22,8
2016-12-23,9
2016-12-24,4
2016-12-25,3
2016-12-26,5
2016-12-27,7
2016-12-28,4
2016-12-29,8
2016-12-30,4
2016-12-31,3
2017-01-01,3
2017-01-02,7
2017-01-03,13
2017-01-04,14
2017-01-05,14
2017-01-06,16
2017-01-07,5
2017-01-08,7
2017-01-09,14
2017-01-10,16
2017-01-11,6
2017-01-12,11
2017-01-13,7
2017-01-14,5
2017-01-15,0
2017-01-16,4
2017-01-17,13
2017-01-18,6
2017-01-19,9
2017-01-20,8
2017-01-21,6
2017-01-22,5
2017-01-23,9
2017-01-24,11
2017-01-25,15
2017-01-26,5
2017-01-27,19
2017-01-28,14
2017-01-29,7
2017-01-30,19
2017-01-31,19
2017-02-01,17
2017-02-02,15
2017-02-03,19
2017-02-04,7
2017-02-05,3
2017-02-06,17
2017-02-07,11
2017-02-08,21
2017-02-09,16
2017-02-10,18
2017-02-11,5
2017-02-12,5
2017-02-13,18
2017-02-14,18
2017-02-15,22
2017-02-16,20
2017-02-17,16
2017-02-18,6
2017-02-19,5
2017-02-20,5
2017-02-21,14
2017-02-22,10
2017-02-23,18
2017-02-24,19
2017-02-25,9
2017-02-26,8
2017-02-27,61
2017-02-28,96
2017-03-01,34
2017-03-02,31
2017-03-03,29
2017-03-04,5
2017-03-05,9
2017-03-06,25
2017-03-07,15
2017-03-08,17
2017-03-09,20
2017-03-10,22
2017-03-11,6
2017-03-12,0
2017-03-13,15
2017-03-14,17
2017-03-15,14
2017-03-16,12
2017-03-17,9
2017-03-18,5
2017-03-19,7
2017-03-20,8
2017-03-21,13
2017-03-22,16
2017-03-23,8
2017-03-24,5
2017-03-25,2
2017-03-26,5
2017-03-27,8
2017-03-28,10
2017-03-29,10
2017-03-30,6
2017-03-31,7
2017-04-01,8
2017-04-02,4
2017-04-03,11
2017-04-04,13
2017-04-05,16
2017-04-06,13
2017-04-07,11
2017-04-08,6
2017-04-09,5
2017-04-10,13
2017-04-11,13
2017-04-12,8
2017-04-13,16
2017-04-14,7
2017-04-15,7
2017-04-16,6
2017-04-17,13
2017-04-18,13
