date,PCLN
2015-08-18,20
2015-08-19,18
2015-08-20,18
2015-08-21,33
2015-08-22,7
2015-08-23,3
2015-08-24,29
2015-08-25,24
2015-08-26,19
2015-08-27,22
2015-08-28,16
2015-08-29,6
2015-08-30,6
2015-08-31,19
2015-09-01,13
2015-09-02,11
2015-09-03,12
2015-09-04,14
2015-09-05,4
2015-09-06,0
2015-09-07,2
2015-09-08,12
2015-09-09,16
2015-09-10,8
2015-09-11,7
2015-09-12,3
2015-09-13,3
2015-09-14,13
2015-09-15,12
2015-09-16,24
2015-09-17,15
2015-09-18,16
2015-09-19,3
2015-09-20,3
2015-09-21,13
2015-09-22,15
2015-09-23,13
2015-09-24,13
2015-09-25,18
2015-09-26,11
2015-09-27,3
2015-09-28,14
2015-09-29,19
2015-09-30,20
2015-10-01,14
2015-10-02,12
2015-10-03,5
2015-10-04,3
2015-10-05,18
2015-10-06,14
2015-10-07,17
2015-10-08,7
2015-10-09,17
2015-10-10,5
2015-10-11,5
2015-10-12,23
2015-10-13,20
2015-10-14,27
2015-10-15,21
2015-10-16,13
2015-10-17,4
2015-10-18,3
2015-10-19,19
2015-10-20,20
2015-10-21,20
2015-10-22,16
2015-10-23,14
2015-10-24,11
2015-10-25,3
2015-10-26,31
2015-10-27,27
2015-10-28,27
2015-10-29,24
2015-10-30,29
2015-10-31,10
2015-11-01,3
2015-11-02,27
2015-11-03,25
2015-11-04,26
2015-11-05,37
2015-11-06,38
2015-11-07,9
2015-11-08,13
2015-11-09,84
2015-11-10,51
2015-11-11,18
2015-11-12,14
2015-11-13,24
2015-11-14,5
2015-11-15,8
2015-11-16,29
2015-11-17,34
2015-11-18,16
2015-11-19,16
2015-11-20,18
2015-11-21,6
2015-11-22,0
2015-11-23,18
2015-11-24,24
2015-11-25,21
2015-11-26,11
2015-11-27,11
2015-11-28,4
2015-11-29,4
2015-11-30,15
2015-12-01,9
2015-12-02,19
2015-12-03,14
2015-12-04,13
2015-12-05,5
2015-12-06,8
2015-12-07,10
2015-12-08,13
2015-12-09,25
2015-12-10,13
2015-12-11,18
2015-12-12,4
2015-12-13,5
2015-12-14,16
2015-12-15,17
2015-12-16,22
2015-12-17,17
2015-12-18,9
2015-12-19,6
2015-12-20,3
2015-12-21,11
2015-12-22,17
2015-12-23,15
2015-12-24,16
2015-12-25,5
2015-12-26,6
2015-12-27,6
2015-12-28,16
2015-12-29,16
2015-12-30,16
2015-12-31,22
2016-01-01,6
2016-01-02,3
2016-01-03,3
2016-01-04,10
2016-01-05,13
2016-01-06,22
2016-01-07,23
2016-01-08,23
2016-01-09,6
2016-01-10,5
2016-01-11,18
2016-01-12,13
2016-01-13,11
2016-01-14,27
2016-01-15,29
2016-01-16,18
2016-01-17,4
2016-01-18,8
2016-01-19,10
2016-01-20,18
2016-01-21,16
2016-01-22,18
2016-01-23,4
2016-01-24,5
2016-01-25,16
2016-01-26,10
2016-01-27,24
2016-01-28,29
2016-01-29,30
2016-01-30,4
2016-01-31,9
2016-02-01,13
2016-02-02,14
2016-02-03,17
2016-02-04,13
2016-02-05,23
2016-02-06,10
2016-02-07,7
2016-02-08,31
2016-02-09,23
2016-02-10,29
2016-02-11,33
2016-02-12,33
2016-02-13,6
2016-02-14,5
2016-02-15,10
2016-02-16,42
2016-02-17,100
2016-02-18,50
2016-02-19,28
2016-02-20,11
2016-02-21,6
2016-02-22,24
2016-02-23,18
2016-02-24,23
2016-02-25,21
2016-02-26,27
2016-02-27,4
2016-02-28,4
2016-02-29,14
2016-03-01,13
2016-03-02,28
2016-03-03,28
2016-03-04,27
2016-03-05,5
2016-03-06,6
2016-03-07,16
2016-03-08,27
2016-03-09,10
2016-03-10,16
2016-03-11,17
2016-03-12,12
2016-03-13,7
2016-03-14,16
2016-03-15,19
2016-03-16,13
2016-03-17,16
2016-03-18,19
2016-03-19,6
2016-03-20,8
2016-03-21,11
2016-03-22,23
2016-03-23,19
2016-03-24,17
2016-03-25,11
2016-03-26,8
2016-03-27,4
2016-03-28,14
2016-03-29,9
2016-03-30,22
2016-03-31,12
2016-04-01,11
2016-04-02,6
2016-04-03,4
2016-04-04,9
2016-04-05,12
2016-04-06,8
2016-04-07,17
2016-04-08,8
2016-04-09,5
2016-04-10,5
2016-04-11,7
2016-04-12,10
2016-04-13,14
2016-04-14,15
2016-04-15,14
2016-04-16,10
2016-04-17,4
2016-04-18,12
2016-04-19,19
2016-04-20,17
2016-04-21,13
2016-04-22,18
2016-04-23,11
2016-04-24,5
2016-04-25,13
2016-04-26,7
2016-04-27,22
2016-04-28,54
2016-04-29,25
2016-04-30,13
2016-05-01,15
2016-05-02,24
2016-05-03,29
2016-05-04,74
