date,PCLN
2015-12-26,0
2015-12-27,3
2015-12-28,21
2015-12-29,26
2015-12-30,15
2015-12-31,13
2016-01-01,5
2016-01-02,5
2016-01-03,3
2016-01-04,7
2016-01-05,22
2016-01-06,16
2016-01-07,18
2016-01-08,19
2016-01-09,3
2016-01-10,5
2016-01-11,10
2016-01-12,14
2016-01-13,25
2016-01-14,21
2016-01-15,16
2016-01-16,10
2016-01-17,8
2016-01-18,9
2016-01-19,10
2016-01-20,19
2016-01-21,17
2016-01-22,13
2016-01-23,10
2016-01-24,4
2016-01-25,18
2016-01-26,10
2016-01-27,25
2016-01-28,17
2016-01-29,18
2016-01-30,9
2016-01-31,6
2016-02-01,11
2016-02-02,22
2016-02-03,17
2016-02-04,22
2016-02-05,24
2016-02-06,15
2016-02-07,10
2016-02-08,26
2016-02-09,33
2016-02-10,21
2016-02-11,39
2016-02-12,24
2016-02-13,8
2016-02-14,5
2016-02-15,8
2016-02-16,37
2016-02-17,91
2016-02-18,64
2016-02-19,35
2016-02-20,7
2016-02-21,6
2016-02-22,16
2016-02-23,30
2016-02-24,20
2016-02-25,24
2016-02-26,23
2016-02-27,2
2016-02-28,2
2016-02-29,16
2016-03-01,11
2016-03-02,25
2016-03-03,25
2016-03-04,22
2016-03-05,7
2016-03-06,5
2016-03-07,20
2016-03-08,21
2016-03-09,19
2016-03-10,19
2016-03-11,17
2016-03-12,11
2016-03-13,4
2016-03-14,17
2016-03-15,14
2016-03-16,8
2016-03-17,16
2016-03-18,16
2016-03-19,2
2016-03-20,6
2016-03-21,10
2016-03-22,22
2016-03-23,20
2016-03-24,15
2016-03-25,11
2016-03-26,8
2016-03-27,3
2016-03-28,11
2016-03-29,8
2016-03-30,12
2016-03-31,12
2016-04-01,10
2016-04-02,5
2016-04-03,9
2016-04-04,13
2016-04-05,13
2016-04-06,5
2016-04-07,12
2016-04-08,12
2016-04-09,4
2016-04-10,7
2016-04-11,16
2016-04-12,12
2016-04-13,18
2016-04-14,16
2016-04-15,10
2016-04-16,3
2016-04-17,4
2016-04-18,12
2016-04-19,10
2016-04-20,9
2016-04-21,12
2016-04-22,14
2016-04-23,7
2016-04-24,2
2016-04-25,12
2016-04-26,9
2016-04-27,17
2016-04-28,79
2016-04-29,34
2016-04-30,10
2016-05-01,15
2016-05-02,23
2016-05-03,35
2016-05-04,94
2016-05-05,24
2016-05-06,27
2016-05-07,9
2016-05-08,8
2016-05-09,11
2016-05-10,24
2016-05-11,16
2016-05-12,14
2016-05-13,17
2016-05-14,5
2016-05-15,5
2016-05-16,11
2016-05-17,13
2016-05-18,15
2016-05-19,21
2016-05-20,14
2016-05-21,9
2016-05-22,9
2016-05-23,17
2016-05-24,9
2016-05-25,16
2016-05-26,12
2016-05-27,15
2016-05-28,4
2016-05-29,0
2016-05-30,2
2016-05-31,14
2016-06-01,16
2016-06-02,15
2016-06-03,16
2016-06-04,8
2016-06-05,7
2016-06-06,26
2016-06-07,21
2016-06-08,20
2016-06-09,25
2016-06-10,13
2016-06-11,5
2016-06-12,3
2016-06-13,12
2016-06-14,29
2016-06-15,13
2016-06-16,17
2016-06-17,21
2016-06-18,4
2016-06-19,4
2016-06-20,14
2016-06-21,17
2016-06-22,20
2016-06-23,27
2016-06-24,42
2016-06-25,10
2016-06-26,15
2016-06-27,42
2016-06-28,36
2016-06-29,34
2016-06-30,49
2016-07-01,14
2016-07-02,6
2016-07-03,0
2016-07-04,3
2016-07-05,10
2016-07-06,18
2016-07-07,18
2016-07-08,16
2016-07-09,8
2016-07-10,5
2016-07-11,16
2016-07-12,10
2016-07-13,14
2016-07-14,21
2016-07-15,29
2016-07-16,8
2016-07-17,4
2016-07-18,11
2016-07-19,9
2016-07-20,12
2016-07-21,14
2016-07-22,10
2016-07-23,0
2016-07-24,3
2016-07-25,14
2016-07-26,11
2016-07-27,10
2016-07-28,18
2016-07-29,23
2016-07-30,6
2016-07-31,8
2016-08-01,24
2016-08-02,18
2016-08-03,36
2016-08-04,100
2016-08-05,83
2016-08-06,6
2016-08-07,8
2016-08-08,21
2016-08-09,16
2016-08-10,9
2016-08-11,9
2016-08-12,17
2016-08-13,12
2016-08-14,5
2016-08-15,18
2016-08-16,19
2016-08-17,14
2016-08-18,16
2016-08-19,15
2016-08-20,10
2016-08-21,5
2016-08-22,4
2016-08-23,15
2016-08-24,20
2016-08-25,13
2016-08-26,9
2016-08-27,10
2016-08-28,2
2016-08-29,22
2016-08-30,15
2016-08-31,19
2016-09-01,8
2016-09-02,9
2016-09-03,2
2016-09-04,5
2016-09-05,5
2016-09-06,14
2016-09-07,6
2016-09-08,20
2016-09-09,17
2016-09-10,6
2016-09-11,2
