date,INTU,isPartial
2012-10-12,26,False
2012-10-13,7,False
2012-10-14,23,False
2012-10-15,27,False
2012-10-16,29,False
2012-10-17,16,False
2012-10-18,16,False
2012-10-19,14,False
2012-10-20,17,False
2012-10-21,6,False
2012-10-22,16,False
2012-10-23,19,False
2012-10-24,14,False
2012-10-25,17,False
2012-10-26,29,False
2012-10-27,23,False
2012-10-28,35,False
2012-10-29,21,False
2012-10-30,32,False
2012-10-31,14,False
2012-11-01,26,False
2012-11-02,23,False
2012-11-03,10,False
2012-11-04,32,False
2012-11-05,32,False
2012-11-06,11,False
2012-11-07,36,False
2012-11-08,19,False
2012-11-09,23,False
2012-11-10,13,False
2012-11-11,9,False
2012-11-12,19,False
2012-11-13,22,False
2012-11-14,30,False
2012-11-15,22,False
2012-11-16,28,False
2012-11-17,16,False
2012-11-18,9,False
2012-11-19,32,False
2012-11-20,24,False
2012-11-21,19,False
2012-11-22,14,False
2012-11-23,26,False
2012-11-24,19,False
2012-11-25,16,False
2012-11-26,18,False
2012-11-27,21,False
2012-11-28,24,False
2012-11-29,26,False
2012-11-30,28,False
2012-12-01,22,False
2012-12-02,12,False
2012-12-03,23,False
2012-12-04,10,False
2012-12-05,29,False
2012-12-06,16,False
2012-12-07,22,False
2012-12-08,16,False
2012-12-09,12,False
2012-12-10,18,False
2012-12-11,23,False
2012-12-12,26,False
2012-12-13,32,False
2012-12-14,5,False
2012-12-15,9,False
2012-12-16,38,False
2012-12-17,26,False
2012-12-18,42,False
2012-12-19,24,False
2012-12-20,11,False
2012-12-21,23,False
2012-12-22,16,False
2012-12-23,13,False
2012-12-24,30,False
2012-12-25,11,False
2012-12-26,21,False
2012-12-27,53,False
2012-12-28,63,False
2012-12-29,13,False
2012-12-30,13,False
2012-12-31,26,False
2013-01-01,14,False
2013-01-02,30,False
2013-01-03,18,False
2013-01-04,14,False
2013-01-05,12,False
2013-01-06,27,False
2013-01-07,5,False
2013-01-08,26,False
2013-01-09,13,False
2013-01-10,33,False
2013-01-11,37,False
2013-01-12,15,False
2013-01-13,32,False
2013-01-14,68,False
2013-01-15,67,False
2013-01-16,100,False
2013-01-17,35,False
2013-01-18,47,False
2013-01-19,27,False
2013-01-20,12,False
2013-01-21,32,False
2013-01-22,27,False
2013-01-23,35,False
2013-01-24,30,False
2013-01-25,18,False
2013-01-26,15,False
2013-01-27,20,False
2013-01-28,17,False
2013-01-29,17,False
2013-01-30,32,False
2013-01-31,28,False
2013-02-01,18,False
2013-02-02,18,False
2013-02-03,35,False
2013-02-04,35,False
2013-02-05,20,False
2013-02-06,22,False
2013-02-07,28,False
2013-02-08,47,False
2013-02-09,15,False
2013-02-10,21,False
2013-02-11,23,False
2013-02-12,18,False
2013-02-13,23,False
2013-02-14,18,False
2013-02-15,26,False
2013-02-16,24,False
2013-02-17,20,False
