date,INTU,isPartial
2017-10-06,36,False
2017-10-07,39,False
2017-10-08,36,False
2017-10-09,43,False
2017-10-10,29,False
2017-10-11,32,False
2017-10-12,25,False
2017-10-13,34,False
2017-10-14,47,False
2017-10-15,41,False
2017-10-16,38,False
2017-10-17,31,False
2017-10-18,30,False
2017-10-19,36,False
2017-10-20,38,False
2017-10-21,57,False
2017-10-22,46,False
2017-10-23,42,False
2017-10-24,39,False
2017-10-25,43,False
2017-10-26,47,False
2017-10-27,44,False
2017-10-28,47,False
2017-10-29,35,False
2017-10-30,30,False
2017-10-31,35,False
2017-11-01,38,False
2017-11-02,35,False
2017-11-03,29,False
2017-11-04,40,False
2017-11-05,46,False
2017-11-06,34,False
2017-11-07,27,False
2017-11-08,38,False
2017-11-09,37,False
2017-11-10,36,False
2017-11-11,57,False
2017-11-12,52,False
2017-11-13,34,False
2017-11-14,41,False
2017-11-15,36,False
2017-11-16,42,False
2017-11-17,38,False
2017-11-18,53,False
2017-11-19,51,False
2017-11-20,39,False
2017-11-21,41,False
2017-11-22,40,False
2017-11-23,45,False
2017-11-24,65,False
2017-11-25,57,False
2017-11-26,55,False
2017-11-27,35,False
2017-11-28,44,False
2017-11-29,33,False
2017-11-30,40,False
2017-12-01,37,False
2017-12-02,48,False
2017-12-03,55,False
2017-12-04,46,False
2017-12-05,48,False
2017-12-06,94,False
2017-12-07,55,False
2017-12-08,60,False
2017-12-09,57,False
2017-12-10,47,False
2017-12-11,47,False
2017-12-12,48,False
2017-12-13,55,False
2017-12-14,53,False
2017-12-15,55,False
2017-12-16,76,False
2017-12-17,76,False
2017-12-18,50,False
2017-12-19,65,False
2017-12-20,56,False
2017-12-21,62,False
2017-12-22,66,False
2017-12-23,83,False
2017-12-24,67,False
2017-12-25,52,False
2017-12-26,100,False
2017-12-27,81,False
2017-12-28,79,False
2017-12-29,73,False
2017-12-30,79,False
2017-12-31,76,False
2018-01-01,65,False
2018-01-02,63,False
2018-01-03,47,False
2018-01-04,41,False
2018-01-05,36,False
2018-01-06,59,False
2018-01-07,55,False
2018-01-08,31,False
2018-01-09,37,False
2018-01-10,27,False
2018-01-11,38,False
2018-01-12,29,False
2018-01-13,57,False
2018-01-14,42,False
2018-01-15,38,False
2018-01-16,39,False
2018-01-17,36,False
2018-01-18,32,False
2018-01-19,35,False
2018-01-20,47,False
2018-01-21,44,False
2018-01-22,20,False
2018-01-23,26,False
2018-01-24,32,False
2018-01-25,39,False
2018-01-26,30,False
2018-01-27,35,False
2018-01-28,45,False
2018-01-29,34,False
2018-01-30,31,False
2018-01-31,28,False
2018-02-01,28,False
2018-02-02,37,False
2018-02-03,50,False
2018-02-04,36,False
2018-02-05,34,False
2018-02-06,26,False
2018-02-07,31,False
2018-02-08,27,False
2018-02-09,31,False
2018-02-10,39,False
2018-02-11,51,False
2018-02-12,41,False
2018-02-13,44,False
2018-02-14,28,False
2018-02-15,30,False
2018-02-16,38,False
2018-02-17,31,False
2018-02-18,28,False
2018-02-19,34,False
2018-02-20,22,False
2018-02-21,30,False
2018-02-22,36,False
2018-02-23,33,False
2018-02-24,42,False
2018-02-25,26,False
2018-02-26,21,False
2018-02-27,18,False
2018-02-28,32,False
2018-03-01,36,False
2018-03-02,36,False
2018-03-03,41,False
2018-03-04,40,False
2018-03-05,21,False
2018-03-06,28,False
2018-03-07,26,False
2018-03-08,26,False
2018-03-09,29,False
2018-03-10,42,False
2018-03-11,31,False
2018-03-12,34,False
2018-03-13,29,False
2018-03-14,26,False
2018-03-15,30,False
2018-03-16,28,False
2018-03-17,41,False
2018-03-18,42,False
2018-03-19,33,False
2018-03-20,30,False
2018-03-21,27,False
2018-03-22,29,False
2018-03-23,27,False
2018-03-24,53,False
2018-03-25,30,False
2018-03-26,29,False
2018-03-27,29,False
2018-03-28,41,False
2018-03-29,56,False
2018-03-30,68,False
2018-03-31,64,False
2018-04-01,63,False
2018-04-02,79,False
2018-04-03,42,False
2018-04-04,40,False
2018-04-05,28,False
2018-04-06,34,False
2018-04-07,43,False
2018-04-08,32,False
2018-04-09,35,False
2018-04-10,37,False
2018-04-11,37,False
2018-04-12,40,False
2018-04-13,37,False
2018-04-14,32,False
2018-04-15,29,False
2018-04-16,30,False
2018-04-17,30,False
2018-04-18,32,False
2018-04-19,30,False
2018-04-20,37,False
2018-04-21,38,False
2018-04-22,28,False
2018-04-23,28,False
2018-04-24,27,False
2018-04-25,36,False
2018-04-26,27,False
2018-04-27,34,False
2018-04-28,58,False
2018-04-29,31,False
2018-04-30,40,False
2018-05-01,29,False
2018-05-02,30,False
2018-05-03,19,False
2018-05-04,24,False
2018-05-05,38,False
2018-05-06,28,False
2018-05-07,35,False
2018-05-08,30,False
2018-05-09,29,False
2018-05-10,31,False
2018-05-11,27,False
2018-05-12,34,False
2018-05-13,24,False
2018-05-14,27,False
2018-05-15,31,False
2018-05-16,25,False
2018-05-17,21,False
2018-05-18,35,False
2018-05-19,30,False
2018-05-20,32,False
2018-05-21,22,False
2018-05-22,27,False
2018-05-23,33,False
2018-05-24,27,False
2018-05-25,32,False
2018-05-26,39,False
2018-05-27,37,False
2018-05-28,42,False
2018-05-29,31,False
2018-05-30,32,False
2018-05-31,30,False
2018-06-01,37,False
