date,INTU,isPartial
2017-05-29,58,False
2017-05-30,36,False
2017-05-31,32,False
2017-06-01,21,False
2017-06-02,37,False
2017-06-03,33,False
2017-06-04,26,False
2017-06-05,24,False
2017-06-06,32,False
2017-06-07,17,False
2017-06-08,36,False
2017-06-09,26,False
2017-06-10,38,False
2017-06-11,35,False
2017-06-12,28,False
2017-06-13,29,False
2017-06-14,25,False
2017-06-15,28,False
2017-06-16,28,False
2017-06-17,35,False
2017-06-18,28,False
2017-06-19,21,False
2017-06-20,26,False
2017-06-21,24,False
2017-06-22,28,False
2017-06-23,29,False
2017-06-24,37,False
2017-06-25,30,False
2017-06-26,38,False
2017-06-27,36,False
2017-06-28,38,False
2017-06-29,37,False
2017-06-30,38,False
2017-07-01,36,False
2017-07-02,38,False
2017-07-03,29,False
2017-07-04,31,False
2017-07-05,33,False
2017-07-06,35,False
2017-07-07,30,False
2017-07-08,30,False
2017-07-09,38,False
2017-07-10,27,False
2017-07-11,35,False
2017-07-12,34,False
2017-07-13,24,False
2017-07-14,32,False
2017-07-15,39,False
2017-07-16,28,False
2017-07-17,31,False
2017-07-18,29,False
2017-07-19,20,False
2017-07-20,31,False
2017-07-21,30,False
2017-07-22,31,False
2017-07-23,39,False
2017-07-24,37,False
2017-07-25,25,False
2017-07-26,36,False
2017-07-27,36,False
2017-07-28,38,False
2017-07-29,36,False
2017-07-30,37,False
2017-07-31,32,False
2017-08-01,34,False
2017-08-02,39,False
2017-08-03,35,False
2017-08-04,38,False
2017-08-05,40,False
2017-08-06,37,False
2017-08-07,34,False
2017-08-08,32,False
2017-08-09,30,False
2017-08-10,36,False
2017-08-11,35,False
2017-08-12,33,False
2017-08-13,35,False
2017-08-14,42,False
2017-08-15,41,False
2017-08-16,40,False
2017-08-17,32,False
2017-08-18,30,False
2017-08-19,22,False
2017-08-20,24,False
2017-08-21,28,False
2017-08-22,33,False
2017-08-23,33,False
2017-08-24,38,False
2017-08-25,29,False
2017-08-26,38,False
2017-08-27,34,False
2017-08-28,41,False
2017-08-29,31,False
2017-08-30,37,False
2017-08-31,26,False
2017-09-01,31,False
2017-09-02,35,False
2017-09-03,36,False
2017-09-04,34,False
2017-09-05,30,False
2017-09-06,31,False
2017-09-07,26,False
2017-09-08,35,False
2017-09-09,43,False
2017-09-10,47,False
2017-09-11,27,False
2017-09-12,23,False
2017-09-13,26,False
2017-09-14,34,False
2017-09-15,34,False
2017-09-16,45,False
2017-09-17,38,False
2017-09-18,29,False
2017-09-19,41,False
2017-09-20,29,False
2017-09-21,29,False
2017-09-22,33,False
2017-09-23,31,False
2017-09-24,30,False
2017-09-25,20,False
2017-09-26,28,False
2017-09-27,40,False
2017-09-28,26,False
2017-09-29,35,False
2017-09-30,49,False
2017-10-01,41,False
2017-10-02,29,False
2017-10-03,36,False
2017-10-04,29,False
2017-10-05,23,False
2017-10-06,23,False
2017-10-07,36,False
2017-10-08,36,False
2017-10-09,35,False
2017-10-10,33,False
2017-10-11,30,False
2017-10-12,30,False
2017-10-13,29,False
2017-10-14,35,False
2017-10-15,33,False
2017-10-16,29,False
2017-10-17,34,False
2017-10-18,33,False
2017-10-19,31,False
2017-10-20,28,False
2017-10-21,36,False
2017-10-22,32,False
2017-10-23,38,False
2017-10-24,44,False
2017-10-25,37,False
2017-10-26,37,False
2017-10-27,35,False
2017-10-28,39,False
2017-10-29,31,False
2017-10-30,31,False
2017-10-31,27,False
2017-11-01,38,False
2017-11-02,35,False
2017-11-03,30,False
2017-11-04,38,False
2017-11-05,40,False
2017-11-06,26,False
2017-11-07,35,False
2017-11-08,32,False
2017-11-09,38,False
2017-11-10,38,False
2017-11-11,45,False
2017-11-12,44,False
2017-11-13,35,False
2017-11-14,28,False
2017-11-15,40,False
2017-11-16,31,False
2017-11-17,42,False
2017-11-18,45,False
2017-11-19,37,False
2017-11-20,32,False
2017-11-21,42,False
2017-11-22,45,False
2017-11-23,47,False
2017-11-24,42,False
2017-11-25,61,False
2017-11-26,56,False
2017-11-27,35,False
2017-11-28,32,False
2017-11-29,34,False
2017-11-30,42,False
2017-12-01,45,False
