date,INTU,isPartial
2011-05-11,12,False
2011-05-12,23,False
2011-05-13,37,False
2011-05-14,30,False
2011-05-15,14,False
2011-05-16,45,False
2011-05-17,23,False
2011-05-18,23,False
2011-05-19,59,False
2011-05-20,37,False
2011-05-21,0,False
2011-05-22,0,False
2011-05-23,11,False
2011-05-24,46,False
2011-05-25,46,False
2011-05-26,23,False
2011-05-27,37,False
2011-05-28,0,False
2011-05-29,15,False
2011-05-30,24,False
2011-05-31,35,False
2011-06-01,23,False
2011-06-02,49,False
2011-06-03,37,False
2011-06-04,0,False
2011-06-05,59,False
2011-06-06,23,False
2011-06-07,23,False
2011-06-08,23,False
2011-06-09,12,False
2011-06-10,36,False
2011-06-11,15,False
2011-06-12,0,False
2011-06-13,47,False
2011-06-14,23,False
2011-06-15,34,False
2011-06-16,12,False
2011-06-17,25,False
2011-06-18,29,False
2011-06-19,30,False
2011-06-20,0,False
2011-06-21,23,False
2011-06-22,23,False
2011-06-23,12,False
2011-06-24,25,False
2011-06-25,15,False
2011-06-26,0,False
2011-06-27,58,False
2011-06-28,0,False
2011-06-29,23,False
2011-06-30,12,False
2011-07-01,62,False
2011-07-02,0,False
2011-07-03,15,False
2011-07-04,0,False
2011-07-05,12,False
2011-07-06,35,False
2011-07-07,35,False
2011-07-08,25,False
2011-07-09,0,False
2011-07-10,30,False
2011-07-11,0,False
2011-07-12,35,False
2011-07-13,24,False
2011-07-14,24,False
2011-07-15,25,False
2011-07-16,0,False
2011-07-17,0,False
2011-07-18,12,False
2011-07-19,11,False
2011-07-20,12,False
2011-07-21,36,False
2011-07-22,0,False
2011-07-23,15,False
2011-07-24,15,False
2011-07-25,34,False
2011-07-26,23,False
2011-07-27,59,False
2011-07-28,12,False
2011-07-29,37,False
2011-07-30,30,False
2011-07-31,30,False
2011-08-01,0,False
2011-08-02,59,False
2011-08-03,35,False
2011-08-04,35,False
2011-08-05,37,False
2011-08-06,15,False
2011-08-07,42,False
2011-08-08,68,False
2011-08-09,56,False
2011-08-10,92,False
2011-08-11,23,False
2011-08-12,24,False
2011-08-13,29,False
2011-08-14,14,False
2011-08-15,36,False
2011-08-16,12,False
2011-08-17,70,False
2011-08-18,46,False
2011-08-19,24,False
2011-08-20,43,False
2011-08-21,0,False
2011-08-22,23,False
2011-08-23,33,False
2011-08-24,56,False
2011-08-25,67,False
2011-08-26,23,False
2011-08-27,14,False
2011-08-28,14,False
2011-08-29,0,False
2011-08-30,45,False
2011-08-31,33,False
2011-09-01,23,False
2011-09-02,35,False
2011-09-03,14,False
2011-09-04,26,False
2011-09-05,11,False
2011-09-06,43,False
2011-09-07,11,False
2011-09-08,43,False
2011-09-09,34,False
2011-09-10,0,False
2011-09-11,0,False
2011-09-12,11,False
2011-09-13,0,False
2011-09-14,0,False
2011-09-15,43,False
2011-09-16,22,False
2011-09-17,53,False
2011-09-18,13,False
2011-09-19,42,False
2011-09-20,10,False
2011-09-21,42,False
2011-09-22,43,False
2011-09-23,44,False
