date,INTU,isPartial
2016-09-11,27,False
2016-09-12,24,False
2016-09-13,28,False
2016-09-14,22,False
2016-09-15,27,False
2016-09-16,38,False
2016-09-17,32,False
2016-09-18,29,False
2016-09-19,26,False
2016-09-20,34,False
2016-09-21,34,False
2016-09-22,29,False
2016-09-23,25,False
2016-09-24,36,False
2016-09-25,38,False
2016-09-26,26,False
2016-09-27,33,False
2016-09-28,29,False
2016-09-29,33,False
2016-09-30,28,False
2016-10-01,45,False
2016-10-02,30,False
2016-10-03,34,False
2016-10-04,52,False
2016-10-05,29,False
2016-10-06,24,False
2016-10-07,27,False
2016-10-08,28,False
2016-10-09,41,False
2016-10-10,28,False
2016-10-11,25,False
2016-10-12,22,False
2016-10-13,26,False
2016-10-14,34,False
2016-10-15,40,False
2016-10-16,35,False
2016-10-17,23,False
2016-10-18,35,False
2016-10-19,31,False
2016-10-20,29,False
2016-10-21,30,False
2016-10-22,37,False
2016-10-23,38,False
2016-10-24,31,False
2016-10-25,30,False
2016-10-26,35,False
2016-10-27,35,False
2016-10-28,37,False
2016-10-29,38,False
2016-10-30,38,False
2016-10-31,33,False
2016-11-01,30,False
2016-11-02,32,False
2016-11-03,26,False
2016-11-04,34,False
2016-11-05,32,False
2016-11-06,39,False
2016-11-07,27,False
2016-11-08,30,False
2016-11-09,30,False
2016-11-10,30,False
2016-11-11,28,False
2016-11-12,53,False
2016-11-13,25,False
2016-11-14,31,False
2016-11-15,30,False
2016-11-16,38,False
2016-11-17,32,False
2016-11-18,37,False
2016-11-19,37,False
2016-11-20,47,False
2016-11-21,36,False
2016-11-22,38,False
2016-11-23,37,False
2016-11-24,36,False
2016-11-25,48,False
2016-11-26,46,False
2016-11-27,55,False
2016-11-28,38,False
2016-11-29,34,False
2016-11-30,32,False
2016-12-01,38,False
2016-12-02,41,False
2016-12-03,47,False
2016-12-04,49,False
2016-12-05,40,False
2016-12-06,46,False
2016-12-07,43,False
2016-12-08,36,False
2016-12-09,53,False
2016-12-10,50,False
2016-12-11,53,False
2016-12-12,46,False
2016-12-13,38,False
2016-12-14,57,False
2016-12-15,42,False
2016-12-16,45,False
2016-12-17,58,False
2016-12-18,64,False
2016-12-19,61,False
2016-12-20,54,False
2016-12-21,55,False
2016-12-22,64,False
2016-12-23,73,False
2016-12-24,57,False
2016-12-25,54,False
2016-12-26,100,False
2016-12-27,75,False
2016-12-28,56,False
2016-12-29,52,False
2016-12-30,60,False
2016-12-31,54,False
2017-01-01,84,False
2017-01-02,75,False
2017-01-03,30,False
2017-01-04,40,False
2017-01-05,33,False
2017-01-06,39,False
2017-01-07,44,False
2017-01-08,38,False
2017-01-09,31,False
2017-01-10,31,False
2017-01-11,23,False
2017-01-12,32,False
2017-01-13,28,False
2017-01-14,36,False
2017-01-15,28,False
2017-01-16,31,False
2017-01-17,27,False
2017-01-18,32,False
2017-01-19,24,False
2017-01-20,31,False
2017-01-21,38,False
2017-01-22,40,False
2017-01-23,23,False
2017-01-24,24,False
2017-01-25,28,False
2017-01-26,29,False
2017-01-27,36,False
2017-01-28,31,False
2017-01-29,30,False
2017-01-30,25,False
2017-01-31,31,False
2017-02-01,24,False
2017-02-02,23,False
2017-02-03,27,False
2017-02-04,40,False
2017-02-05,37,False
2017-02-06,24,False
2017-02-07,23,False
2017-02-08,34,False
2017-02-09,27,False
2017-02-10,39,False
2017-02-11,36,False
2017-02-12,44,False
2017-02-13,31,False
2017-02-14,27,False
2017-02-15,36,False
2017-02-16,29,False
2017-02-17,29,False
2017-02-18,34,False
2017-02-19,28,False
2017-02-20,23,False
2017-02-21,21,False
2017-02-22,26,False
2017-02-23,27,False
2017-02-24,36,False
2017-02-25,35,False
2017-02-26,22,False
2017-02-27,23,False
2017-02-28,23,False
2017-03-01,26,False
2017-03-02,25,False
2017-03-03,26,False
2017-03-04,34,False
2017-03-05,27,False
2017-03-06,31,False
2017-03-07,29,False
2017-03-08,26,False
2017-03-09,22,False
2017-03-10,31,False
2017-03-11,32,False
2017-03-12,30,False
2017-03-13,32,False
2017-03-14,28,False
2017-03-15,25,False
2017-03-16,33,False
2017-03-17,26,False
2017-03-18,35,False
2017-03-19,33,False
2017-03-20,28,False
2017-03-21,26,False
2017-03-22,34,False
2017-03-23,30,False
2017-03-24,32,False
2017-03-25,33,False
2017-03-26,30,False
2017-03-27,23,False
2017-03-28,22,False
2017-03-29,31,False
2017-03-30,29,False
2017-03-31,28,False
2017-04-01,34,False
2017-04-02,31,False
2017-04-03,35,False
2017-04-04,30,False
2017-04-05,26,False
2017-04-06,20,False
2017-04-07,36,False
2017-04-08,35,False
2017-04-09,32,False
2017-04-10,34,False
2017-04-11,38,False
2017-04-12,40,False
2017-04-13,39,False
2017-04-14,50,False
2017-04-15,42,False
2017-04-16,49,False
2017-04-17,52,False
2017-04-18,30,False
2017-04-19,24,False
2017-04-20,25,False
2017-04-21,30,False
2017-04-22,32,False
2017-04-23,20,False
2017-04-24,22,False
2017-04-25,27,False
2017-04-26,29,False
2017-04-27,27,False
2017-04-28,30,False
2017-04-29,36,False
2017-04-30,47,False
2017-05-01,53,False
2017-05-02,24,False
2017-05-03,35,False
2017-05-04,26,False
2017-05-05,29,False
2017-05-06,26,False
2017-05-07,22,False
2017-05-08,19,False
2017-05-09,31,False
2017-05-10,25,False
2017-05-11,35,False
2017-05-12,26,False
2017-05-13,35,False
2017-05-14,26,False
2017-05-15,29,False
2017-05-16,22,False
2017-05-17,23,False
2017-05-18,20,False
2017-05-19,26,False
2017-05-20,33,False
2017-05-21,31,False
2017-05-22,26,False
