date,INTU,isPartial
2013-11-06,39,False
2013-11-07,24,False
2013-11-08,33,False
2013-11-09,23,False
2013-11-10,28,False
2013-11-11,20,False
2013-11-12,29,False
2013-11-13,24,False
2013-11-14,31,False
2013-11-15,30,False
2013-11-16,35,False
2013-11-17,39,False
2013-11-18,21,False
2013-11-19,29,False
2013-11-20,25,False
2013-11-21,34,False
2013-11-22,23,False
2013-11-23,28,False
2013-11-24,54,False
2013-11-25,43,False
2013-11-26,35,False
2013-11-27,34,False
2013-11-28,33,False
2013-11-29,42,False
2013-11-30,50,False
2013-12-01,38,False
2013-12-02,36,False
2013-12-03,32,False
2013-12-04,37,False
2013-12-05,44,False
2013-12-06,36,False
2013-12-07,48,False
2013-12-08,38,False
2013-12-09,32,False
2013-12-10,46,False
2013-12-11,37,False
2013-12-12,23,False
2013-12-13,37,False
2013-12-14,61,False
2013-12-15,42,False
2013-12-16,42,False
2013-12-17,27,False
2013-12-18,44,False
2013-12-19,41,False
2013-12-20,34,False
2013-12-21,66,False
2013-12-22,78,False
2013-12-23,76,False
2013-12-24,61,False
2013-12-25,47,False
2013-12-26,100,False
2013-12-27,86,False
2013-12-28,55,False
2013-12-29,58,False
2013-12-30,62,False
2013-12-31,56,False
2014-01-01,66,False
2014-01-02,30,False
2014-01-03,43,False
2014-01-04,29,False
2014-01-05,36,False
2014-01-06,25,False
2014-01-07,31,False
2014-01-08,25,False
2014-01-09,25,False
2014-01-10,24,False
2014-01-11,28,False
2014-01-12,41,False
2014-01-13,27,False
2014-01-14,17,False
2014-01-15,39,False
2014-01-16,29,False
2014-01-17,41,False
2014-01-18,30,False
2014-01-19,31,False
2014-01-20,21,False
2014-01-21,26,False
2014-01-22,31,False
2014-01-23,27,False
2014-01-24,36,False
2014-01-25,43,False
2014-01-26,19,False
2014-01-27,37,False
2014-01-28,25,False
2014-01-29,27,False
2014-01-30,48,False
2014-01-31,17,False
2014-02-01,13,False
2014-02-02,21,False
2014-02-03,32,False
2014-02-04,31,False
2014-02-05,36,False
2014-02-06,24,False
2014-02-07,36,False
2014-02-08,26,False
2014-02-09,26,False
2014-02-10,30,False
2014-02-11,20,False
2014-02-12,34,False
2014-02-13,24,False
2014-02-14,21,False
2014-02-15,14,False
2014-02-16,25,False
2014-02-17,31,False
2014-02-18,35,False
2014-02-19,19,False
2014-02-20,38,False
2014-02-21,22,False
2014-02-22,34,False
2014-02-23,25,False
2014-02-24,25,False
2014-02-25,24,False
2014-02-26,26,False
