date,INTU,isPartial
2015-04-10,11,False
2015-04-11,17,False
2015-04-12,15,False
2015-04-13,12,False
2015-04-14,12,False
2015-04-15,16,False
2015-04-16,14,False
2015-04-17,13,False
2015-04-18,13,False
2015-04-19,14,False
2015-04-20,13,False
2015-04-21,9,False
2015-04-22,12,False
2015-04-23,9,False
2015-04-24,13,False
2015-04-25,15,False
2015-04-26,14,False
2015-04-27,11,False
2015-04-28,10,False
2015-04-29,15,False
2015-04-30,15,False
2015-05-01,14,False
2015-05-02,17,False
2015-05-03,25,False
2015-05-04,20,False
2015-05-05,14,False
2015-05-06,11,False
2015-05-07,9,False
2015-05-08,16,False
2015-05-09,13,False
2015-05-10,14,False
2015-05-11,16,False
2015-05-12,13,False
2015-05-13,11,False
2015-05-14,18,False
2015-05-15,16,False
2015-05-16,19,False
2015-05-17,16,False
2015-05-18,13,False
2015-05-19,16,False
2015-05-20,15,False
2015-05-21,16,False
2015-05-22,13,False
2015-05-23,17,False
2015-05-24,25,False
2015-05-25,24,False
2015-05-26,22,False
2015-05-27,13,False
2015-05-28,16,False
2015-05-29,16,False
2015-05-30,20,False
2015-05-31,19,False
2015-06-01,12,False
2015-06-02,24,False
2015-06-03,11,False
2015-06-04,13,False
2015-06-05,14,False
2015-06-06,9,False
2015-06-07,24,False
2015-06-08,9,False
2015-06-09,14,False
2015-06-10,11,False
2015-06-11,14,False
2015-06-12,13,False
2015-06-13,19,False
2015-06-14,14,False
2015-06-15,14,False
2015-06-16,13,False
2015-06-17,17,False
2015-06-18,19,False
2015-06-19,17,False
2015-06-20,17,False
2015-06-21,16,False
2015-06-22,21,False
2015-06-23,17,False
2015-06-24,13,False
2015-06-25,19,False
2015-06-26,16,False
2015-06-27,19,False
2015-06-28,20,False
2015-06-29,17,False
2015-06-30,17,False
2015-07-01,20,False
2015-07-02,19,False
2015-07-03,20,False
2015-07-04,16,False
2015-07-05,16,False
2015-07-06,17,False
2015-07-07,20,False
2015-07-08,14,False
2015-07-09,16,False
2015-07-10,18,False
2015-07-11,18,False
2015-07-12,18,False
2015-07-13,13,False
2015-07-14,21,False
2015-07-15,16,False
2015-07-16,14,False
2015-07-17,15,False
2015-07-18,14,False
2015-07-19,20,False
2015-07-20,16,False
2015-07-21,19,False
2015-07-22,14,False
2015-07-23,15,False
2015-07-24,15,False
2015-07-25,17,False
2015-07-26,20,False
2015-07-27,20,False
2015-07-28,21,False
2015-07-29,17,False
2015-07-30,25,False
2015-07-31,16,False
2015-08-01,25,False
2015-08-02,20,False
2015-08-03,14,False
2015-08-04,17,False
2015-08-05,19,False
2015-08-06,22,False
2015-08-07,17,False
2015-08-08,18,False
2015-08-09,16,False
2015-08-10,31,False
2015-08-11,39,False
2015-08-12,36,False
2015-08-13,28,False
2015-08-14,17,False
2015-08-15,21,False
2015-08-16,22,False
2015-08-17,18,False
2015-08-18,18,False
2015-08-19,27,False
2015-08-20,23,False
2015-08-21,19,False
2015-08-22,10,False
2015-08-23,15,False
2015-08-24,24,False
2015-08-25,22,False
2015-08-26,25,False
2015-08-27,22,False
2015-08-28,25,False
2015-08-29,22,False
2015-08-30,17,False
2015-08-31,30,False
2015-09-01,18,False
2015-09-02,19,False
2015-09-03,20,False
2015-09-04,14,False
2015-09-05,19,False
2015-09-06,23,False
2015-09-07,16,False
2015-09-08,17,False
2015-09-09,19,False
2015-09-10,15,False
2015-09-11,16,False
2015-09-12,15,False
2015-09-13,16,False
2015-09-14,16,False
2015-09-15,19,False
2015-09-16,21,False
2015-09-17,20,False
2015-09-18,23,False
2015-09-19,22,False
2015-09-20,22,False
2015-09-21,19,False
2015-09-22,18,False
2015-09-23,22,False
2015-09-24,18,False
2015-09-25,19,False
2015-09-26,24,False
2015-09-27,26,False
2015-09-28,20,False
2015-09-29,19,False
2015-09-30,18,False
2015-10-01,16,False
2015-10-02,16,False
2015-10-03,20,False
2015-10-04,21,False
2015-10-05,22,False
2015-10-06,27,False
2015-10-07,21,False
2015-10-08,23,False
2015-10-09,14,False
2015-10-10,24,False
2015-10-11,24,False
2015-10-12,21,False
2015-10-13,15,False
2015-10-14,17,False
2015-10-15,20,False
2015-10-16,27,False
2015-10-17,24,False
2015-10-18,18,False
2015-10-19,16,False
2015-10-20,18,False
2015-10-21,14,False
2015-10-22,20,False
2015-10-23,28,False
2015-10-24,24,False
2015-10-25,25,False
2015-10-26,22,False
2015-10-27,25,False
2015-10-28,16,False
2015-10-29,20,False
2015-10-30,24,False
2015-10-31,24,False
2015-11-01,24,False
2015-11-02,23,False
2015-11-03,18,False
2015-11-04,22,False
2015-11-05,17,False
2015-11-06,24,False
2015-11-07,31,False
2015-11-08,26,False
2015-11-09,17,False
2015-11-10,19,False
2015-11-11,23,False
2015-11-12,26,False
2015-11-13,24,False
2015-11-14,30,False
2015-11-15,22,False
2015-11-16,20,False
2015-11-17,19,False
2015-11-18,19,False
2015-11-19,24,False
2015-11-20,28,False
2015-11-21,24,False
2015-11-22,22,False
2015-11-23,18,False
2015-11-24,25,False
2015-11-25,21,False
2015-11-26,29,False
2015-11-27,37,False
2015-11-28,38,False
2015-11-29,35,False
2015-11-30,30,False
2015-12-01,27,False
2015-12-02,28,False
2015-12-03,24,False
2015-12-04,25,False
2015-12-05,40,False
2015-12-06,36,False
2015-12-07,32,False
2015-12-08,35,False
2015-12-09,31,False
2015-12-10,28,False
2015-12-11,42,False
2015-12-12,42,False
2015-12-13,44,False
2015-12-14,30,False
2015-12-15,32,False
2015-12-16,28,False
2015-12-17,35,False
2015-12-18,32,False
2015-12-19,40,False
2015-12-20,46,False
2015-12-21,39,False
2015-12-22,39,False
2015-12-23,41,False
2015-12-24,40,False
2015-12-25,40,False
2015-12-26,100,False
