date,INTU,isPartial
2018-02-13,53,False
2018-02-14,40,False
2018-02-15,36,False
2018-02-16,50,False
2018-02-17,50,False
2018-02-18,53,False
2018-02-19,41,False
2018-02-20,35,False
2018-02-21,47,False
2018-02-22,43,False
2018-02-23,54,False
2018-02-24,48,False
2018-02-25,36,False
2018-02-26,36,False
2018-02-27,29,False
2018-02-28,45,False
2018-03-01,34,False
2018-03-02,50,False
2018-03-03,52,False
2018-03-04,49,False
2018-03-05,31,False
2018-03-06,37,False
2018-03-07,33,False
2018-03-08,35,False
2018-03-09,46,False
2018-03-10,67,False
2018-03-11,42,False
2018-03-12,34,False
2018-03-13,38,False
2018-03-14,27,False
2018-03-15,39,False
2018-03-16,50,False
2018-03-17,51,False
2018-03-18,45,False
2018-03-19,42,False
2018-03-20,35,False
2018-03-21,39,False
2018-03-22,34,False
2018-03-23,42,False
2018-03-24,57,False
2018-03-25,43,False
2018-03-26,35,False
2018-03-27,45,False
2018-03-28,51,False
2018-03-29,69,False
2018-03-30,100,False
2018-03-31,67,False
2018-04-01,96,False
2018-04-02,88,False
2018-04-03,46,False
2018-04-04,52,False
2018-04-05,49,False
2018-04-06,43,False
2018-04-07,45,False
2018-04-08,49,False
2018-04-09,44,False
2018-04-10,40,False
2018-04-11,39,False
2018-04-12,41,False
2018-04-13,46,False
2018-04-14,48,False
2018-04-15,39,False
2018-04-16,44,False
2018-04-17,42,False
2018-04-18,44,False
2018-04-19,43,False
2018-04-20,29,False
2018-04-21,46,False
2018-04-22,41,False
2018-04-23,31,False
2018-04-24,34,False
2018-04-25,42,False
2018-04-26,44,False
2018-04-27,46,False
2018-04-28,65,False
2018-04-29,52,False
2018-04-30,49,False
2018-05-01,31,False
2018-05-02,41,False
2018-05-03,33,False
2018-05-04,40,False
2018-05-05,40,False
2018-05-06,47,False
2018-05-07,44,False
2018-05-08,42,False
2018-05-09,33,False
2018-05-10,38,False
2018-05-11,36,False
2018-05-12,46,False
2018-05-13,37,False
2018-05-14,27,False
2018-05-15,33,False
2018-05-16,38,False
2018-05-17,38,False
2018-05-18,36,False
2018-05-19,40,False
2018-05-20,35,False
2018-05-21,39,False
2018-05-22,36,False
2018-05-23,39,False
2018-05-24,37,False
2018-05-25,40,False
2018-05-26,47,False
2018-05-27,51,False
2018-05-28,54,False
2018-05-29,42,False
2018-05-30,43,False
2018-05-31,35,False
2018-06-01,43,False
