date,INTU,isPartial
2015-12-26,100,False
2015-12-27,92,False
2015-12-28,95,False
2015-12-29,49,False
2015-12-30,54,False
2015-12-31,49,False
2016-01-01,64,False
2016-01-02,43,False
2016-01-03,36,False
2016-01-04,25,False
2016-01-05,27,False
2016-01-06,27,False
2016-01-07,24,False
2016-01-08,28,False
2016-01-09,31,False
2016-01-10,29,False
2016-01-11,32,False
2016-01-12,25,False
2016-01-13,27,False
2016-01-14,21,False
2016-01-15,22,False
2016-01-16,30,False
2016-01-17,22,False
2016-01-18,21,False
2016-01-19,24,False
2016-01-20,20,False
2016-01-21,22,False
2016-01-22,21,False
2016-01-23,29,False
2016-01-24,25,False
2016-01-25,23,False
2016-01-26,23,False
2016-01-27,22,False
2016-01-28,23,False
2016-01-29,23,False
2016-01-30,22,False
2016-01-31,32,False
2016-02-01,27,False
2016-02-02,21,False
2016-02-03,24,False
2016-02-04,23,False
2016-02-05,28,False
2016-02-06,28,False
2016-02-07,30,False
2016-02-08,15,False
2016-02-09,20,False
2016-02-10,15,False
2016-02-11,26,False
2016-02-12,22,False
2016-02-13,33,False
2016-02-14,21,False
2016-02-15,21,False
2016-02-16,23,False
2016-02-17,25,False
2016-02-18,24,False
2016-02-19,28,False
2016-02-20,30,False
2016-02-21,23,False
2016-02-22,20,False
2016-02-23,20,False
2016-02-24,23,False
2016-02-25,22,False
2016-02-26,28,False
2016-02-27,21,False
2016-02-28,25,False
2016-02-29,21,False
2016-03-01,23,False
2016-03-02,17,False
2016-03-03,23,False
2016-03-04,21,False
2016-03-05,15,False
2016-03-06,26,False
2016-03-07,17,False
2016-03-08,19,False
2016-03-09,18,False
2016-03-10,25,False
2016-03-11,24,False
2016-03-12,22,False
2016-03-13,23,False
2016-03-14,19,False
2016-03-15,20,False
2016-03-16,23,False
2016-03-17,23,False
2016-03-18,29,False
2016-03-19,24,False
2016-03-20,23,False
2016-03-21,30,False
2016-03-22,24,False
2016-03-23,27,False
2016-03-24,38,False
2016-03-25,44,False
2016-03-26,40,False
2016-03-27,63,False
2016-03-28,50,False
2016-03-29,28,False
2016-03-30,21,False
2016-03-31,25,False
2016-04-01,28,False
2016-04-02,24,False
2016-04-03,25,False
2016-04-04,25,False
2016-04-05,23,False
2016-04-06,22,False
2016-04-07,30,False
2016-04-08,29,False
2016-04-09,27,False
2016-04-10,19,False
2016-04-11,18,False
2016-04-12,18,False
2016-04-13,20,False
2016-04-14,16,False
2016-04-15,24,False
2016-04-16,30,False
2016-04-17,17,False
2016-04-18,18,False
2016-04-19,14,False
2016-04-20,14,False
2016-04-21,17,False
2016-04-22,15,False
2016-04-23,24,False
2016-04-24,22,False
2016-04-25,19,False
2016-04-26,26,False
2016-04-27,19,False
2016-04-28,22,False
2016-04-29,26,False
2016-04-30,28,False
2016-05-01,36,False
2016-05-02,33,False
2016-05-03,20,False
2016-05-04,14,False
2016-05-05,26,False
2016-05-06,18,False
2016-05-07,28,False
2016-05-08,22,False
2016-05-09,21,False
2016-05-10,19,False
2016-05-11,23,False
2016-05-12,22,False
2016-05-13,23,False
2016-05-14,18,False
2016-05-15,19,False
2016-05-16,22,False
2016-05-17,18,False
2016-05-18,21,False
2016-05-19,21,False
2016-05-20,18,False
2016-05-21,34,False
2016-05-22,19,False
2016-05-23,19,False
2016-05-24,26,False
2016-05-25,24,False
2016-05-26,21,False
2016-05-27,18,False
2016-05-28,25,False
2016-05-29,46,False
2016-05-30,53,False
2016-05-31,27,False
2016-06-01,26,False
2016-06-02,21,False
2016-06-03,32,False
2016-06-04,21,False
2016-06-05,21,False
2016-06-06,22,False
2016-06-07,22,False
2016-06-08,27,False
2016-06-09,17,False
2016-06-10,19,False
2016-06-11,24,False
2016-06-12,29,False
2016-06-13,22,False
2016-06-14,26,False
2016-06-15,22,False
2016-06-16,27,False
2016-06-17,18,False
2016-06-18,34,False
2016-06-19,23,False
2016-06-20,20,False
2016-06-21,17,False
2016-06-22,23,False
2016-06-23,29,False
2016-06-24,20,False
2016-06-25,29,False
2016-06-26,21,False
2016-06-27,26,False
2016-06-28,24,False
2016-06-29,25,False
2016-06-30,29,False
2016-07-01,25,False
2016-07-02,36,False
2016-07-03,29,False
2016-07-04,31,False
2016-07-05,33,False
2016-07-06,23,False
2016-07-07,32,False
2016-07-08,23,False
2016-07-09,28,False
2016-07-10,28,False
2016-07-11,19,False
2016-07-12,22,False
2016-07-13,27,False
2016-07-14,28,False
2016-07-15,30,False
2016-07-16,27,False
2016-07-17,34,False
2016-07-18,24,False
2016-07-19,19,False
2016-07-20,29,False
2016-07-21,33,False
2016-07-22,29,False
2016-07-23,29,False
2016-07-24,23,False
2016-07-25,23,False
2016-07-26,28,False
2016-07-27,18,False
2016-07-28,32,False
2016-07-29,34,False
2016-07-30,20,False
2016-07-31,35,False
2016-08-01,27,False
2016-08-02,33,False
2016-08-03,30,False
2016-08-04,25,False
2016-08-05,36,False
2016-08-06,28,False
2016-08-07,25,False
2016-08-08,37,False
2016-08-09,32,False
2016-08-10,37,False
2016-08-11,31,False
2016-08-12,34,False
2016-08-13,32,False
2016-08-14,14,False
2016-08-15,30,False
2016-08-16,19,False
2016-08-17,23,False
2016-08-18,29,False
2016-08-19,30,False
2016-08-20,24,False
2016-08-21,41,False
2016-08-22,32,False
2016-08-23,30,False
2016-08-24,29,False
2016-08-25,28,False
2016-08-26,26,False
2016-08-27,24,False
2016-08-28,26,False
2016-08-29,36,False
2016-08-30,22,False
2016-08-31,30,False
2016-09-01,28,False
2016-09-02,27,False
2016-09-03,35,False
2016-09-04,35,False
2016-09-05,31,False
2016-09-06,24,False
2016-09-07,23,False
2016-09-08,24,False
2016-09-09,26,False
2016-09-10,40,False
2016-09-11,23,False
