date,NTES
2015-04-10,33
2015-04-11,45
2015-04-12,31
2015-04-13,29
2015-04-14,35
2015-04-15,29
2015-04-16,33
2015-04-17,30
2015-04-18,37
2015-04-19,33
2015-04-20,30
2015-04-21,33
2015-04-22,30
2015-04-23,28
2015-04-24,36
2015-04-25,42
2015-04-26,33
2015-04-27,30
2015-04-28,39
2015-04-29,37
2015-04-30,39
2015-05-01,34
2015-05-02,45
2015-05-03,38
2015-05-04,44
2015-05-05,32
2015-05-06,37
2015-05-07,31
2015-05-08,37
2015-05-09,44
2015-05-10,44
2015-05-11,35
2015-05-12,33
2015-05-13,37
2015-05-14,30
2015-05-15,35
2015-05-16,45
2015-05-17,35
2015-05-18,34
2015-05-19,34
2015-05-20,33
2015-05-21,44
2015-05-22,42
2015-05-23,52
2015-05-24,41
2015-05-25,40
2015-05-26,50
2015-05-27,39
2015-05-28,42
2015-05-29,52
2015-05-30,70
2015-05-31,46
2015-06-01,40
2015-06-02,45
2015-06-03,42
2015-06-04,45
2015-06-05,53
2015-06-06,54
2015-06-07,46
2015-06-08,45
2015-06-09,49
2015-06-10,43
2015-06-11,43
2015-06-12,61
2015-06-13,56
2015-06-14,46
2015-06-15,39
2015-06-16,46
2015-06-17,47
2015-06-18,57
2015-06-19,64
2015-06-20,72
2015-06-21,56
2015-06-22,50
2015-06-23,49
2015-06-24,47
2015-06-25,59
2015-06-26,54
2015-06-27,58
2015-06-28,51
2015-06-29,55
2015-06-30,46
2015-07-01,41
2015-07-02,47
2015-07-03,52
2015-07-04,57
2015-07-05,46
2015-07-06,53
2015-07-07,38
2015-07-08,46
2015-07-09,47
2015-07-10,53
2015-07-11,60
2015-07-12,41
2015-07-13,58
2015-07-14,50
2015-07-15,49
2015-07-16,47
2015-07-17,54
2015-07-18,50
2015-07-19,73
2015-07-20,54
2015-07-21,38
2015-07-22,52
2015-07-23,56
2015-07-24,67
2015-07-25,62
2015-07-26,48
2015-07-27,47
2015-07-28,43
2015-07-29,39
2015-07-30,51
2015-07-31,45
2015-08-01,61
2015-08-02,55
2015-08-03,51
2015-08-04,47
2015-08-05,45
2015-08-06,53
2015-08-07,55
2015-08-08,65
2015-08-09,49
2015-08-10,47
2015-08-11,37
2015-08-12,48
2015-08-13,48
2015-08-14,65
2015-08-15,52
2015-08-16,47
2015-08-17,45
2015-08-18,43
2015-08-19,43
2015-08-20,43
2015-08-21,45
2015-08-22,59
2015-08-23,38
2015-08-24,41
2015-08-25,54
2015-08-26,61
2015-08-27,65
2015-08-28,83
2015-08-29,51
2015-08-30,61
2015-08-31,63
2015-09-01,46
2015-09-02,47
2015-09-03,48
2015-09-04,52
2015-09-05,57
2015-09-06,57
2015-09-07,45
2015-09-08,43
2015-09-09,37
2015-09-10,42
2015-09-11,55
2015-09-12,66
2015-09-13,43
2015-09-14,39
2015-09-15,39
2015-09-16,39
2015-09-17,36
2015-09-18,45
2015-09-19,66
2015-09-20,63
2015-09-21,49
2015-09-22,51
2015-09-23,44
2015-09-24,63
2015-09-25,50
2015-09-26,48
2015-09-27,61
2015-09-28,53
2015-09-29,65
2015-09-30,62
2015-10-01,94
2015-10-02,59
2015-10-03,84
2015-10-04,70
2015-10-05,68
2015-10-06,50
2015-10-07,47
2015-10-08,48
2015-10-09,50
2015-10-10,60
2015-10-11,54
2015-10-12,46
2015-10-13,51
2015-10-14,48
2015-10-15,44
2015-10-16,62
2015-10-17,78
2015-10-18,52
2015-10-19,51
2015-10-20,55
2015-10-21,49
2015-10-22,33
2015-10-23,50
2015-10-24,56
2015-10-25,64
2015-10-26,47
2015-10-27,40
2015-10-28,41
2015-10-29,42
2015-10-30,49
2015-10-31,52
2015-11-01,50
2015-11-02,40
2015-11-03,46
2015-11-04,41
2015-11-05,46
2015-11-06,66
2015-11-07,85
2015-11-08,51
2015-11-09,50
2015-11-10,44
2015-11-11,29
2015-11-12,44
2015-11-13,59
2015-11-14,68
2015-11-15,70
2015-11-16,52
2015-11-17,48
2015-11-18,54
2015-11-19,52
2015-11-20,57
2015-11-21,59
2015-11-22,54
2015-11-23,49
2015-11-24,55
2015-11-25,59
2015-11-26,48
2015-11-27,62
2015-11-28,56
2015-11-29,53
2015-11-30,54
2015-12-01,49
2015-12-02,58
2015-12-03,67
2015-12-04,65
2015-12-05,71
2015-12-06,56
2015-12-07,57
2015-12-08,72
2015-12-09,78
2015-12-10,68
2015-12-11,100
2015-12-12,79
2015-12-13,63
2015-12-14,61
2015-12-15,62
2015-12-16,54
2015-12-17,70
2015-12-18,68
2015-12-19,95
2015-12-20,56
2015-12-21,62
2015-12-22,71
2015-12-23,87
2015-12-24,78
2015-12-25,65
2015-12-26,77
