date,NTES
2016-08-02,31
2016-08-03,36
2016-08-04,35
2016-08-05,35
2016-08-06,47
2016-08-07,31
2016-08-08,29
2016-08-09,30
2016-08-10,29
2016-08-11,32
2016-08-12,48
2016-08-13,64
2016-08-14,34
2016-08-15,31
2016-08-16,41
2016-08-17,54
2016-08-18,37
2016-08-19,46
2016-08-20,48
2016-08-21,39
2016-08-22,33
2016-08-23,31
2016-08-24,33
2016-08-25,28
2016-08-26,31
2016-08-27,36
2016-08-28,31
2016-08-29,32
2016-08-30,30
2016-08-31,32
2016-09-01,27
2016-09-02,35
2016-09-03,36
2016-09-04,30
2016-09-05,33
2016-09-06,34
2016-09-07,34
2016-09-08,32
2016-09-09,37
2016-09-10,39
2016-09-11,33
2016-09-12,33
2016-09-13,28
2016-09-14,27
2016-09-15,31
2016-09-16,33
2016-09-17,37
2016-09-18,31
2016-09-19,30
2016-09-20,28
2016-09-21,29
2016-09-22,29
2016-09-23,35
2016-09-24,37
2016-09-25,32
2016-09-26,35
2016-09-27,31
2016-09-28,34
2016-09-29,33
2016-09-30,35
2016-10-01,39
2016-10-02,34
2016-10-03,35
2016-10-04,37
2016-10-05,36
2016-10-06,39
2016-10-07,49
2016-10-08,46
2016-10-09,33
2016-10-10,31
2016-10-11,31
2016-10-12,39
2016-10-13,37
2016-10-14,39
2016-10-15,43
2016-10-16,41
2016-10-17,37
2016-10-18,36
2016-10-19,33
2016-10-20,34
2016-10-21,50
2016-10-22,53
2016-10-23,36
2016-10-24,37
2016-10-25,38
2016-10-26,47
2016-10-27,58
2016-10-28,52
2016-10-29,45
2016-10-30,22
2016-10-31,36
2016-11-01,49
2016-11-02,49
2016-11-03,43
2016-11-04,47
2016-11-05,54
2016-11-06,44
2016-11-07,40
2016-11-08,47
2016-11-09,38
2016-11-10,39
2016-11-11,45
2016-11-12,48
2016-11-13,39
2016-11-14,39
2016-11-15,37
2016-11-16,39
2016-11-17,37
2016-11-18,39
2016-11-19,49
2016-11-20,44
2016-11-21,43
2016-11-22,38
2016-11-23,40
2016-11-24,39
2016-11-25,44
2016-11-26,54
2016-11-27,44
2016-11-28,39
2016-11-29,43
2016-11-30,52
2016-12-01,51
2016-12-02,61
2016-12-03,70
2016-12-04,59
2016-12-05,59
2016-12-06,57
2016-12-07,62
2016-12-08,66
2016-12-09,72
2016-12-10,94
2016-12-11,66
2016-12-12,78
2016-12-13,73
2016-12-14,60
2016-12-15,74
2016-12-16,88
2016-12-17,88
2016-12-18,77
2016-12-19,72
2016-12-20,68
2016-12-21,65
2016-12-22,71
2016-12-23,85
2016-12-24,95
2016-12-25,80
2016-12-26,91
2016-12-27,85
2016-12-28,81
2016-12-29,80
2016-12-30,88
2016-12-31,89
2017-01-01,80
2017-01-02,93
2017-01-03,81
2017-01-04,79
2017-01-05,77
2017-01-06,100
2017-01-07,98
2017-01-08,82
2017-01-09,82
2017-01-10,73
2017-01-11,65
2017-01-12,74
2017-01-13,80
2017-01-14,72
2017-01-15,76
2017-01-16,76
2017-01-17,68
2017-01-18,73
2017-01-19,67
2017-01-20,74
2017-01-21,82
2017-01-22,67
2017-01-23,67
2017-01-24,66
2017-01-25,66
2017-01-26,50
2017-01-27,67
2017-01-28,89
2017-01-29,74
2017-01-30,69
2017-01-31,71
2017-02-01,81
2017-02-02,76
2017-02-03,78
2017-02-04,89
2017-02-05,71
2017-02-06,75
2017-02-07,73
2017-02-08,72
2017-02-09,72
2017-02-10,75
2017-02-11,79
2017-02-12,67
2017-02-13,68
2017-02-14,60
2017-02-15,64
2017-02-16,65
2017-02-17,67
2017-02-18,75
2017-02-19,65
2017-02-20,67
2017-02-21,60
2017-02-22,64
2017-02-23,72
2017-02-24,58
2017-02-25,78
2017-02-26,67
2017-02-27,63
2017-02-28,60
2017-03-01,59
2017-03-02,57
2017-03-03,64
2017-03-04,72
2017-03-05,62
2017-03-06,63
2017-03-07,59
2017-03-08,58
2017-03-09,70
2017-03-10,88
2017-03-11,89
2017-03-12,52
2017-03-13,37
2017-03-14,66
2017-03-15,75
2017-03-16,67
2017-03-17,69
2017-03-18,78
2017-03-19,72
2017-03-20,62
2017-03-21,61
2017-03-22,59
2017-03-23,59
2017-03-24,65
2017-03-25,76
2017-03-26,67
2017-03-27,61
2017-03-28,61
2017-03-29,57
2017-03-30,57
2017-03-31,62
2017-04-01,73
2017-04-02,63
2017-04-03,61
2017-04-04,53
2017-04-05,57
2017-04-06,59
2017-04-07,66
2017-04-08,69
2017-04-09,74
2017-04-10,66
2017-04-11,62
2017-04-12,66
2017-04-13,76
2017-04-14,67
2017-04-15,78
2017-04-16,78
2017-04-17,73
2017-04-18,68
