date,NTES
2012-10-12,33
2012-10-13,37
2012-10-14,43
2012-10-15,30
2012-10-16,35
2012-10-17,61
2012-10-18,31
2012-10-19,59
2012-10-20,44
2012-10-21,61
2012-10-22,66
2012-10-23,55
2012-10-24,77
2012-10-25,83
2012-10-26,49
2012-10-27,44
2012-10-28,30
2012-10-29,64
2012-10-30,50
2012-10-31,83
2012-11-01,65
2012-11-02,33
2012-11-03,30
2012-11-04,42
2012-11-05,40
2012-11-06,49
2012-11-07,59
2012-11-08,25
2012-11-09,59
2012-11-10,60
2012-11-11,54
2012-11-12,80
2012-11-13,66
2012-11-14,41
2012-11-15,77
2012-11-16,53
2012-11-17,24
2012-11-18,71
2012-11-19,35
2012-11-20,54
2012-11-21,35
2012-11-22,47
2012-11-23,32
2012-11-24,71
2012-11-25,58
2012-11-26,53
2012-11-27,63
2012-11-28,44
2012-11-29,40
2012-11-30,67
2012-12-01,65
2012-12-02,52
2012-12-03,48
2012-12-04,49
2012-12-05,78
2012-12-06,59
2012-12-07,99
2012-12-08,48
2012-12-09,81
2012-12-10,48
2012-12-11,83
2012-12-12,84
2012-12-13,55
2012-12-14,51
2012-12-15,59
2012-12-16,35
2012-12-17,35
2012-12-18,85
2012-12-19,30
2012-12-20,72
2012-12-21,65
2012-12-22,55
2012-12-23,44
2012-12-24,19
2012-12-25,26
2012-12-26,62
2012-12-27,48
2012-12-28,38
2012-12-29,60
2012-12-30,30
2012-12-31,54
2013-01-01,51
2013-01-02,20
2013-01-03,89
2013-01-04,51
2013-01-05,46
2013-01-06,23
2013-01-07,39
2013-01-08,61
2013-01-09,66
2013-01-10,48
2013-01-11,69
2013-01-12,39
2013-01-13,44
2013-01-14,47
2013-01-15,51
2013-01-16,84
2013-01-17,71
2013-01-18,44
2013-01-19,22
2013-01-20,55
2013-01-21,55
2013-01-22,19
2013-01-23,28
2013-01-24,42
2013-01-25,58
2013-01-26,39
2013-01-27,16
2013-01-28,51
2013-01-29,37
2013-01-30,42
2013-01-31,32
2013-02-01,30
2013-02-02,44
2013-02-03,38
2013-02-04,46
2013-02-05,78
2013-02-06,56
2013-02-07,56
2013-02-08,39
2013-02-09,39
2013-02-10,50
2013-02-11,43
2013-02-12,33
2013-02-13,33
2013-02-14,38
2013-02-15,59
2013-02-16,22
2013-02-17,27
2013-02-18,23
2013-02-19,50
2013-02-20,46
2013-02-21,23
2013-02-22,38
2013-02-23,43
2013-02-24,16
2013-02-25,58
2013-02-26,45
2013-02-27,41
2013-02-28,23
2013-03-01,48
2013-03-02,38
2013-03-03,43
2013-03-04,55
2013-03-05,59
2013-03-06,37
2013-03-07,65
2013-03-08,33
2013-03-09,22
2013-03-10,32
2013-03-11,49
2013-03-12,49
2013-03-13,49
2013-03-14,59
2013-03-15,56
2013-03-16,64
2013-03-17,26
2013-03-18,54
2013-03-19,36
2013-03-20,59
2013-03-21,69
2013-03-22,47
2013-03-23,86
2013-03-24,37
2013-03-25,18
2013-03-26,45
2013-03-27,37
2013-03-28,34
2013-03-29,46
2013-03-30,34
2013-03-31,23
2013-04-01,57
2013-04-02,76
2013-04-03,36
2013-04-04,36
2013-04-05,37
2013-04-06,16
2013-04-07,32
2013-04-08,35
2013-04-09,40
2013-04-10,32
2013-04-11,64
2013-04-12,47
2013-04-13,27
2013-04-14,71
2013-04-15,45
2013-04-16,58
2013-04-17,68
2013-04-18,100
2013-04-19,71
2013-04-20,70
2013-04-21,38
2013-04-22,36
2013-04-23,72
2013-04-24,45
2013-04-25,61
2013-04-26,24
2013-04-27,43
2013-04-28,16
2013-04-29,45
2013-04-30,41
2013-05-01,70
2013-05-02,37
2013-05-03,63
2013-05-04,44
2013-05-05,61
2013-05-06,55
2013-05-07,54
2013-05-08,78
2013-05-09,23
2013-05-10,43
2013-05-11,70
2013-05-12,33
2013-05-13,54
2013-05-14,67
2013-05-15,98
2013-05-16,54
2013-05-17,47
2013-05-18,49
2013-05-19,32
2013-05-20,40
2013-05-21,22
2013-05-22,40
2013-05-23,54
2013-05-24,76
2013-05-25,55
2013-05-26,33
2013-05-27,60
2013-05-28,48
2013-05-29,66
2013-05-30,55
2013-05-31,38
2013-06-01,27
2013-06-02,21
2013-06-03,26
2013-06-04,71
2013-06-05,49
2013-06-06,45
2013-06-07,61
2013-06-08,43
2013-06-09,43
2013-06-10,35
2013-06-11,49
2013-06-12,40
2013-06-13,13
2013-06-14,94
2013-06-15,22
2013-06-16,38
2013-06-17,54
2013-06-18,49
2013-06-19,63
2013-06-20,55
2013-06-21,90
2013-06-22,11
2013-06-23,33
2013-06-24,40
2013-06-25,58
2013-06-26,62
2013-06-27,50
2013-06-28,52
2013-06-29,44
