date,NTES
2016-05-04,22
2016-05-05,24
2016-05-06,27
2016-05-07,31
2016-05-08,27
2016-05-09,25
2016-05-10,22
2016-05-11,26
2016-05-12,24
2016-05-13,28
2016-05-14,33
2016-05-15,24
2016-05-16,25
2016-05-17,25
2016-05-18,28
2016-05-19,24
2016-05-20,31
2016-05-21,27
2016-05-22,25
2016-05-23,25
2016-05-24,25
2016-05-25,24
2016-05-26,27
2016-05-27,28
2016-05-28,31
2016-05-29,26
2016-05-30,27
2016-05-31,26
2016-06-01,27
2016-06-02,27
2016-06-03,29
2016-06-04,33
2016-06-05,27
2016-06-06,27
2016-06-07,27
2016-06-08,27
2016-06-09,29
2016-06-10,40
2016-06-11,34
2016-06-12,30
2016-06-13,29
2016-06-14,28
2016-06-15,26
2016-06-16,28
2016-06-17,32
2016-06-18,31
2016-06-19,28
2016-06-20,27
2016-06-21,27
2016-06-22,26
2016-06-23,33
2016-06-24,32
2016-06-25,38
2016-06-26,32
2016-06-27,30
2016-06-28,26
2016-06-29,27
2016-06-30,29
2016-07-01,30
2016-07-02,34
2016-07-03,31
2016-07-04,32
2016-07-05,33
2016-07-06,30
2016-07-07,27
2016-07-08,31
2016-07-09,39
2016-07-10,33
2016-07-11,34
2016-07-12,37
2016-07-13,36
2016-07-14,30
2016-07-15,33
2016-07-16,41
2016-07-17,34
2016-07-18,37
2016-07-19,33
2016-07-20,28
2016-07-21,32
2016-07-22,30
2016-07-23,34
2016-07-24,31
2016-07-25,29
2016-07-26,32
2016-07-27,33
2016-07-28,28
2016-07-29,34
2016-07-30,55
2016-07-31,31
2016-08-01,30
2016-08-02,30
2016-08-03,35
2016-08-04,33
2016-08-05,35
2016-08-06,45
2016-08-07,30
2016-08-08,28
2016-08-09,31
2016-08-10,29
2016-08-11,31
2016-08-12,46
2016-08-13,64
2016-08-14,34
2016-08-15,32
2016-08-16,44
2016-08-17,55
2016-08-18,39
2016-08-19,47
2016-08-20,49
2016-08-21,42
2016-08-22,33
2016-08-23,29
2016-08-24,31
2016-08-25,26
2016-08-26,30
2016-08-27,35
2016-08-28,33
2016-08-29,31
2016-08-30,27
2016-08-31,29
2016-09-01,26
2016-09-02,34
2016-09-03,38
2016-09-04,29
2016-09-05,31
2016-09-06,34
2016-09-07,35
2016-09-08,33
2016-09-09,36
2016-09-10,38
2016-09-11,30
2016-09-12,30
2016-09-13,28
2016-09-14,29
2016-09-15,29
2016-09-16,33
2016-09-17,36
2016-09-18,31
2016-09-19,30
2016-09-20,28
2016-09-21,29
2016-09-22,29
2016-09-23,36
2016-09-24,39
2016-09-25,31
2016-09-26,32
2016-09-27,30
2016-09-28,33
2016-09-29,31
2016-09-30,35
2016-10-01,37
2016-10-02,29
2016-10-03,32
2016-10-04,34
2016-10-05,35
2016-10-06,37
2016-10-07,48
2016-10-08,46
2016-10-09,32
2016-10-10,32
2016-10-11,28
2016-10-12,38
2016-10-13,39
2016-10-14,38
2016-10-15,42
2016-10-16,38
2016-10-17,36
2016-10-18,34
2016-10-19,32
2016-10-20,32
2016-10-21,49
2016-10-22,56
2016-10-23,36
2016-10-24,37
2016-10-25,38
2016-10-26,45
2016-10-27,57
2016-10-28,51
2016-10-29,43
2016-10-30,24
2016-10-31,34
2016-11-01,48
2016-11-02,47
2016-11-03,44
2016-11-04,46
2016-11-05,52
2016-11-06,42
2016-11-07,42
2016-11-08,45
2016-11-09,37
2016-11-10,38
2016-11-11,44
2016-11-12,49
2016-11-13,40
2016-11-14,37
2016-11-15,37
2016-11-16,37
2016-11-17,36
2016-11-18,40
2016-11-19,47
2016-11-20,42
2016-11-21,38
2016-11-22,38
2016-11-23,38
2016-11-24,40
2016-11-25,44
2016-11-26,49
2016-11-27,46
2016-11-28,40
2016-11-29,42
2016-11-30,52
2016-12-01,51
2016-12-02,60
2016-12-03,65
2016-12-04,59
2016-12-05,56
2016-12-06,57
2016-12-07,60
2016-12-08,64
2016-12-09,75
2016-12-10,92
2016-12-11,65
2016-12-12,78
2016-12-13,70
2016-12-14,59
2016-12-15,71
2016-12-16,86
2016-12-17,94
2016-12-18,76
2016-12-19,68
2016-12-20,65
2016-12-21,62
2016-12-22,69
2016-12-23,83
2016-12-24,91
2016-12-25,77
2016-12-26,86
2016-12-27,80
2016-12-28,81
2016-12-29,79
2016-12-30,88
2016-12-31,90
2017-01-01,79
2017-01-02,92
2017-01-03,80
2017-01-04,81
2017-01-05,77
2017-01-06,100
2017-01-07,95
2017-01-08,82
2017-01-09,80
2017-01-10,72
2017-01-11,67
2017-01-12,70
2017-01-13,81
2017-01-14,70
2017-01-15,75
2017-01-16,75
2017-01-17,68
2017-01-18,69
2017-01-19,67
