date,NTES
2013-06-29,22
2013-06-30,28
2013-07-01,23
2013-07-02,36
2013-07-03,15
2013-07-04,19
2013-07-05,25
2013-07-06,16
2013-07-07,45
2013-07-08,13
2013-07-09,23
2013-07-10,31
2013-07-11,21
2013-07-12,30
2013-07-13,29
2013-07-14,13
2013-07-15,26
2013-07-16,28
2013-07-17,16
2013-07-18,24
2013-07-19,35
2013-07-20,13
2013-07-21,32
2013-07-22,28
2013-07-23,21
2013-07-24,21
2013-07-25,34
2013-07-26,19
2013-07-27,25
2013-07-28,16
2013-07-29,20
2013-07-30,10
2013-07-31,21
2013-08-01,21
2013-08-02,22
2013-08-03,22
2013-08-04,19
2013-08-05,16
2013-08-06,18
2013-08-07,26
2013-08-08,27
2013-08-09,19
2013-08-10,32
2013-08-11,22
2013-08-12,26
2013-08-13,23
2013-08-14,37
2013-08-15,38
2013-08-16,38
2013-08-17,34
2013-08-18,25
2013-08-19,23
2013-08-20,38
2013-08-21,38
2013-08-22,26
2013-08-23,27
2013-08-24,24
2013-08-25,12
2013-08-26,22
2013-08-27,24
2013-08-28,27
2013-08-29,28
2013-08-30,23
2013-08-31,33
2013-09-01,29
2013-09-02,28
2013-09-03,37
2013-09-04,37
2013-09-05,25
2013-09-06,34
2013-09-07,15
2013-09-08,46
2013-09-09,34
2013-09-10,22
2013-09-11,24
2013-09-12,17
2013-09-13,23
2013-09-14,29
2013-09-15,31
2013-09-16,22
2013-09-17,31
2013-09-18,15
2013-09-19,32
2013-09-20,28
2013-09-21,20
2013-09-22,34
2013-09-23,29
2013-09-24,44
2013-09-25,14
2013-09-26,24
2013-09-27,20
2013-09-28,17
2013-09-29,26
2013-09-30,24
2013-10-01,21
2013-10-02,19
2013-10-03,22
2013-10-04,43
2013-10-05,6
2013-10-06,28
2013-10-07,29
2013-10-08,36
2013-10-09,17
2013-10-10,34
2013-10-11,25
2013-10-12,41
2013-10-13,40
2013-10-14,15
2013-10-15,22
2013-10-16,41
2013-10-17,22
2013-10-18,33
2013-10-19,32
2013-10-20,31
2013-10-21,40
2013-10-22,30
2013-10-23,26
2013-10-24,50
2013-10-25,15
2013-10-26,26
2013-10-27,44
2013-10-28,56
2013-10-29,33
2013-10-30,36
2013-10-31,12
2013-11-01,31
2013-11-02,20
2013-11-03,17
2013-11-04,21
2013-11-05,40
2013-11-06,35
2013-11-07,54
2013-11-08,39
2013-11-09,34
2013-11-10,33
2013-11-11,38
2013-11-12,33
2013-11-13,40
2013-11-14,39
2013-11-15,27
2013-11-16,20
2013-11-17,38
2013-11-18,21
2013-11-19,32
2013-11-20,28
2013-11-21,21
2013-11-22,29
2013-11-23,30
2013-11-24,24
2013-11-25,46
2013-11-26,42
2013-11-27,43
2013-11-28,35
2013-11-29,35
2013-11-30,25
2013-12-01,26
2013-12-02,38
2013-12-03,14
2013-12-04,40
2013-12-05,26
2013-12-06,32
2013-12-07,34
2013-12-08,38
2013-12-09,30
2013-12-10,39
2013-12-11,40
2013-12-12,19
2013-12-13,27
2013-12-14,22
2013-12-15,16
2013-12-16,19
2013-12-17,31
2013-12-18,41
2013-12-19,39
2013-12-20,34
2013-12-21,47
2013-12-22,40
2013-12-23,60
2013-12-24,46
2013-12-25,32
2013-12-26,24
2013-12-27,24
2013-12-28,32
2013-12-29,31
2013-12-30,31
2013-12-31,25
2014-01-01,46
2014-01-02,29
2014-01-03,32
2014-01-04,32
2014-01-05,35
2014-01-06,33
2014-01-07,34
2014-01-08,18
2014-01-09,34
2014-01-10,69
2014-01-11,64
2014-01-12,48
2014-01-13,56
2014-01-14,52
2014-01-15,52
2014-01-16,32
2014-01-17,40
2014-01-18,46
2014-01-19,39
2014-01-20,27
2014-01-21,42
2014-01-22,51
2014-01-23,40
2014-01-24,45
2014-01-25,50
2014-01-26,51
2014-01-27,40
2014-01-28,33
2014-01-29,33
2014-01-30,77
2014-01-31,52
2014-02-01,42
2014-02-02,46
2014-02-03,47
2014-02-04,37
2014-02-05,27
2014-02-06,30
2014-02-07,46
2014-02-08,73
2014-02-09,59
2014-02-10,55
2014-02-11,46
2014-02-12,42
2014-02-13,72
2014-02-14,53
2014-02-15,47
2014-02-16,42
2014-02-17,44
2014-02-18,56
2014-02-19,40
2014-02-20,66
2014-02-21,42
2014-02-22,52
2014-02-23,49
2014-02-24,48
2014-02-25,46
2014-02-26,73
2014-02-27,36
2014-02-28,63
2014-03-01,70
2014-03-02,60
2014-03-03,43
2014-03-04,61
2014-03-05,61
2014-03-06,83
2014-03-07,63
2014-03-08,100
2014-03-09,84
2014-03-10,74
2014-03-11,51
2014-03-12,44
2014-03-13,58
2014-03-14,68
2014-03-15,70
2014-03-16,51
