date,NTES
2014-03-16,16
2014-03-17,19
2014-03-18,20
2014-03-19,20
2014-03-20,13
2014-03-21,18
2014-03-22,13
2014-03-23,12
2014-03-24,15
2014-03-25,16
2014-03-26,18
2014-03-27,17
2014-03-28,19
2014-03-29,21
2014-03-30,14
2014-03-31,7
2014-04-01,22
2014-04-02,14
2014-04-03,19
2014-04-04,16
2014-04-05,15
2014-04-06,18
2014-04-07,11
2014-04-08,15
2014-04-09,18
2014-04-10,27
2014-04-11,21
2014-04-12,21
2014-04-13,16
2014-04-14,19
2014-04-15,21
2014-04-16,15
2014-04-17,22
2014-04-18,20
2014-04-19,19
2014-04-20,17
2014-04-21,27
2014-04-22,13
2014-04-23,25
2014-04-24,78
2014-04-25,32
2014-04-26,36
2014-04-27,38
2014-04-28,21
2014-04-29,15
2014-04-30,17
2014-05-01,24
2014-05-02,19
2014-05-03,25
2014-05-04,21
2014-05-05,13
2014-05-06,26
2014-05-07,14
2014-05-08,27
2014-05-09,16
2014-05-10,28
2014-05-11,23
2014-05-12,21
2014-05-13,22
2014-05-14,22
2014-05-15,26
2014-05-16,21
2014-05-17,24
2014-05-18,34
2014-05-19,25
2014-05-20,20
2014-05-21,23
2014-05-22,24
2014-05-23,24
2014-05-24,24
2014-05-25,27
2014-05-26,27
2014-05-27,21
2014-05-28,18
2014-05-29,16
2014-05-30,22
2014-05-31,32
2014-06-01,27
2014-06-02,29
2014-06-03,28
2014-06-04,24
2014-06-05,31
2014-06-06,28
2014-06-07,35
2014-06-08,26
2014-06-09,36
2014-06-10,24
2014-06-11,29
2014-06-12,21
2014-06-13,29
2014-06-14,23
2014-06-15,34
2014-06-16,37
2014-06-17,44
2014-06-18,24
2014-06-19,25
2014-06-20,35
2014-06-21,42
2014-06-22,46
2014-06-23,25
2014-06-24,29
2014-06-25,28
2014-06-26,30
2014-06-27,37
2014-06-28,50
2014-06-29,30
2014-06-30,34
2014-07-01,28
2014-07-02,26
2014-07-03,34
2014-07-04,35
2014-07-05,38
2014-07-06,34
2014-07-07,24
2014-07-08,27
2014-07-09,28
2014-07-10,25
2014-07-11,34
2014-07-12,32
2014-07-13,43
2014-07-14,31
2014-07-15,25
2014-07-16,27
2014-07-17,29
2014-07-18,36
2014-07-19,32
2014-07-20,40
2014-07-21,32
2014-07-22,32
2014-07-23,32
2014-07-24,29
2014-07-25,29
2014-07-26,31
2014-07-27,28
2014-07-28,32
2014-07-29,29
2014-07-30,34
2014-07-31,33
2014-08-01,40
2014-08-02,42
2014-08-03,35
2014-08-04,29
2014-08-05,34
2014-08-06,32
2014-08-07,47
2014-08-08,44
2014-08-09,48
2014-08-10,41
2014-08-11,36
2014-08-12,20
2014-08-13,49
2014-08-14,59
2014-08-15,36
2014-08-16,39
2014-08-17,39
2014-08-18,47
2014-08-19,40
2014-08-20,35
2014-08-21,28
2014-08-22,35
2014-08-23,31
2014-08-24,30
2014-08-25,31
2014-08-26,37
2014-08-27,28
2014-08-28,31
2014-08-29,26
2014-08-30,44
2014-08-31,46
2014-09-01,32
2014-09-02,29
2014-09-03,27
2014-09-04,29
2014-09-05,38
2014-09-06,44
2014-09-07,29
2014-09-08,35
2014-09-09,30
2014-09-10,36
2014-09-11,28
2014-09-12,33
2014-09-13,40
2014-09-14,29
2014-09-15,37
2014-09-16,32
2014-09-17,34
2014-09-18,30
2014-09-19,37
2014-09-20,43
2014-09-21,39
2014-09-22,33
2014-09-23,33
2014-09-24,37
2014-09-25,43
2014-09-26,40
2014-09-27,48
2014-09-28,46
2014-09-29,42
2014-09-30,42
2014-10-01,52
2014-10-02,29
2014-10-03,32
2014-10-04,47
2014-10-05,44
2014-10-06,48
2014-10-07,47
2014-10-08,49
2014-10-09,46
2014-10-10,53
2014-10-11,51
2014-10-12,47
2014-10-13,44
2014-10-14,53
2014-10-15,43
2014-10-16,40
2014-10-17,50
2014-10-18,53
2014-10-19,47
2014-10-20,53
2014-10-21,46
2014-10-22,46
2014-10-23,42
2014-10-24,61
2014-10-25,69
2014-10-26,100
2014-10-27,55
2014-10-28,43
2014-10-29,56
2014-10-30,52
2014-10-31,68
2014-11-01,73
2014-11-02,65
2014-11-03,48
2014-11-04,39
2014-11-05,51
2014-11-06,43
2014-11-07,58
2014-11-08,65
2014-11-09,45
2014-11-10,47
2014-11-11,38
2014-11-12,43
2014-11-13,34
2014-11-14,37
2014-11-15,61
2014-11-16,46
2014-11-17,40
2014-11-18,39
2014-11-19,43
2014-11-20,42
2014-11-21,48
2014-11-22,52
2014-11-23,52
2014-11-24,51
2014-11-25,44
2014-11-26,43
2014-11-27,56
2014-11-28,55
2014-11-29,80
2014-11-30,72
2014-12-01,54
