date,NTES
2012-06-04,61
2012-06-05,65
2012-06-06,54
2012-06-07,42
2012-06-08,65
2012-06-09,51
2012-06-10,60
2012-06-11,64
2012-06-12,77
2012-06-13,41
2012-06-14,58
2012-06-15,70
2012-06-16,82
2012-06-17,26
2012-06-18,73
2012-06-19,57
2012-06-20,66
2012-06-21,29
2012-06-22,57
2012-06-23,42
2012-06-24,39
2012-06-25,45
2012-06-26,68
2012-06-27,33
2012-06-28,59
2012-06-29,71
2012-06-30,52
2012-07-01,41
2012-07-02,50
2012-07-03,33
2012-07-04,61
2012-07-05,60
2012-07-06,44
2012-07-07,23
2012-07-08,41
2012-07-09,46
2012-07-10,45
2012-07-11,38
2012-07-12,46
2012-07-13,39
2012-07-14,62
2012-07-15,47
2012-07-16,46
2012-07-17,100
2012-07-18,67
2012-07-19,38
2012-07-20,40
2012-07-21,37
2012-07-22,32
2012-07-23,46
2012-07-24,46
2012-07-25,38
2012-07-26,34
2012-07-27,89
2012-07-28,47
2012-07-29,23
2012-07-30,37
2012-07-31,54
2012-08-01,42
2012-08-02,47
2012-08-03,27
2012-08-04,57
2012-08-05,78
2012-08-06,46
2012-08-07,31
2012-08-08,42
2012-08-09,55
2012-08-10,49
2012-08-11,47
2012-08-12,31
2012-08-13,38
2012-08-14,75
2012-08-15,74
2012-08-16,69
2012-08-17,89
2012-08-18,58
2012-08-19,48
2012-08-20,87
2012-08-21,93
2012-08-22,84
2012-08-23,38
2012-08-24,57
2012-08-25,40
2012-08-26,55
2012-08-27,41
2012-08-28,68
2012-08-29,45
2012-08-30,79
2012-08-31,34
2012-09-01,35
2012-09-02,35
2012-09-03,46
2012-09-04,60
2012-09-05,77
2012-09-06,62
2012-09-07,52
2012-09-08,35
2012-09-09,54
2012-09-10,32
2012-09-11,71
2012-09-12,47
2012-09-13,30
2012-09-14,38
2012-09-15,49
2012-09-16,24
2012-09-17,40
2012-09-18,63
2012-09-19,44
2012-09-20,69
2012-09-21,50
2012-09-22,63
2012-09-23,52
2012-09-24,51
2012-09-25,47
2012-09-26,32
2012-09-27,64
2012-09-28,59
2012-09-29,39
2012-09-30,62
2012-10-01,80
2012-10-02,51
2012-10-03,59
2012-10-04,63
2012-10-05,49
2012-10-06,37
2012-10-07,27
2012-10-08,73
2012-10-09,57
2012-10-10,53
2012-10-11,42
2012-10-12,25
2012-10-13,42
2012-10-14,54
2012-10-15,60
2012-10-16,53
2012-10-17,61
2012-10-18,58
2012-10-19,68
2012-10-20,37
2012-10-21,59
2012-10-22,37
2012-10-23,64
2012-10-24,65
2012-10-25,70
2012-10-26,61
2012-10-27,42
2012-10-28,53
2012-10-29,33
2012-10-30,67
2012-10-31,69
2012-11-01,64
2012-11-02,45
2012-11-03,45
2012-11-04,36
2012-11-05,52
2012-11-06,66
2012-11-07,58
2012-11-08,49
2012-11-09,71
2012-11-10,50
2012-11-11,49
2012-11-12,68
2012-11-13,53
2012-11-14,76
2012-11-15,58
2012-11-16,47
2012-11-17,31
2012-11-18,66
2012-11-19,56
2012-11-20,59
2012-11-21,64
2012-11-22,39
2012-11-23,56
2012-11-24,36
2012-11-25,43
2012-11-26,29
2012-11-27,62
2012-11-28,51
2012-11-29,41
2012-11-30,73
2012-12-01,49
2012-12-02,56
2012-12-03,47
2012-12-04,51
2012-12-05,51
2012-12-06,67
2012-12-07,85
2012-12-08,22
2012-12-09,45
2012-12-10,43
2012-12-11,88
2012-12-12,70
2012-12-13,56
2012-12-14,42
2012-12-15,79
2012-12-16,61
2012-12-17,70
2012-12-18,83
2012-12-19,75
2012-12-20,93
2012-12-21,44
2012-12-22,41
2012-12-23,37
2012-12-24,42
2012-12-25,40
2012-12-26,50
2012-12-27,63
2012-12-28,74
2012-12-29,76
2012-12-30,45
2012-12-31,59
2013-01-01,43
2013-01-02,30
2013-01-03,74
2013-01-04,68
2013-01-05,64
2013-01-06,34
2013-01-07,65
2013-01-08,78
2013-01-09,82
2013-01-10,43
2013-01-11,44
2013-01-12,42
2013-01-13,45
2013-01-14,52
2013-01-15,45
2013-01-16,45
2013-01-17,70
2013-01-18,47
2013-01-19,41
2013-01-20,41
2013-01-21,79
2013-01-22,48
2013-01-23,49
2013-01-24,49
2013-01-25,65
2013-01-26,58
2013-01-27,29
2013-01-28,38
2013-01-29,48
2013-01-30,38
2013-01-31,73
2013-02-01,55
2013-02-02,86
2013-02-03,40
2013-02-04,38
2013-02-05,76
2013-02-06,94
2013-02-07,77
2013-02-08,55
2013-02-09,46
2013-02-10,46
2013-02-11,56
2013-02-12,32
2013-02-13,52
2013-02-14,46
2013-02-15,51
2013-02-16,41
2013-02-17,45
2013-02-18,41
2013-02-19,44
