date,NTES
2011-09-18,48
2011-09-19,65
2011-09-20,52
2011-09-21,36
2011-09-22,67
2011-09-23,81
2011-09-24,24
2011-09-25,36
2011-09-26,36
2011-09-27,68
2011-09-28,43
2011-09-29,54
2011-09-30,63
2011-10-01,37
2011-10-02,28
2011-10-03,49
2011-10-04,29
2011-10-05,55
2011-10-06,39
2011-10-07,41
2011-10-08,36
2011-10-09,35
2011-10-10,39
2011-10-11,43
2011-10-12,54
2011-10-13,26
2011-10-14,37
2011-10-15,53
2011-10-16,35
2011-10-17,64
2011-10-18,48
2011-10-19,51
2011-10-20,42
2011-10-21,27
2011-10-22,44
2011-10-23,46
2011-10-24,53
2011-10-25,35
2011-10-26,48
2011-10-27,55
2011-10-28,34
2011-10-29,52
2011-10-30,35
2011-10-31,59
2011-11-01,63
2011-11-02,65
2011-11-03,51
2011-11-04,33
2011-11-05,50
2011-11-06,46
2011-11-07,44
2011-11-08,44
2011-11-09,45
2011-11-10,48
2011-11-11,100
2011-11-12,55
2011-11-13,38
2011-11-14,53
2011-11-15,38
2011-11-16,94
2011-11-17,54
2011-11-18,59
2011-11-19,54
2011-11-20,42
2011-11-21,40
2011-11-22,44
2011-11-23,44
2011-11-24,40
2011-11-25,44
2011-11-26,50
2011-11-27,33
2011-11-28,37
2011-11-29,37
2011-11-30,59
2011-12-01,32
2011-12-02,43
2011-12-03,30
2011-12-04,41
2011-12-05,34
2011-12-06,46
2011-12-07,28
2011-12-08,38
2011-12-09,66
2011-12-10,28
2011-12-11,22
2011-12-12,43
2011-12-13,58
2011-12-14,33
2011-12-15,38
2011-12-16,46
2011-12-17,19
2011-12-18,42
2011-12-19,38
2011-12-20,32
2011-12-21,42
2011-12-22,34
2011-12-23,29
2011-12-24,45
2011-12-25,36
2011-12-26,44
2011-12-27,27
2011-12-28,20
2011-12-29,44
2011-12-30,32
2011-12-31,41
2012-01-01,51
2012-01-02,40
2012-01-03,31
2012-01-04,24
2012-01-05,25
2012-01-06,26
2012-01-07,51
2012-01-08,68
2012-01-09,27
2012-01-10,35
2012-01-11,41
2012-01-12,54
2012-01-13,28
2012-01-14,57
2012-01-15,39
2012-01-16,26
2012-01-17,47
2012-01-18,55
2012-01-19,41
2012-01-20,31
2012-01-21,28
2012-01-22,49
2012-01-23,41
2012-01-24,61
2012-01-25,35
2012-01-26,24
2012-01-27,49
2012-01-28,21
2012-01-29,35
2012-01-30,40
2012-01-31,35
2012-02-01,29
2012-02-02,41
2012-02-03,46
2012-02-04,24
2012-02-05,48
2012-02-06,40
2012-02-07,46
2012-02-08,26
2012-02-09,38
2012-02-10,36
2012-02-11,89
2012-02-12,30
2012-02-13,37
2012-02-14,46
2012-02-15,55
2012-02-16,26
2012-02-17,46
2012-02-18,49
2012-02-19,46
2012-02-20,45
2012-02-21,33
2012-02-22,32
2012-02-23,43
2012-02-24,45
2012-02-25,47
2012-02-26,27
2012-02-27,34
2012-02-28,31
2012-02-29,37
2012-03-01,21
2012-03-02,38
2012-03-03,43
2012-03-04,25
2012-03-05,35
2012-03-06,43
2012-03-07,54
2012-03-08,47
2012-03-09,48
2012-03-10,52
2012-03-11,27
2012-03-12,45
2012-03-13,62
2012-03-14,52
2012-03-15,29
2012-03-16,45
2012-03-17,35
2012-03-18,17
2012-03-19,51
2012-03-20,38
2012-03-21,37
2012-03-22,53
2012-03-23,52
2012-03-24,39
2012-03-25,46
2012-03-26,40
2012-03-27,40
2012-03-28,55
2012-03-29,35
2012-03-30,28
2012-03-31,42
2012-04-01,49
2012-04-02,46
2012-04-03,41
2012-04-04,24
2012-04-05,21
2012-04-06,50
2012-04-07,44
2012-04-08,30
2012-04-09,36
2012-04-10,30
2012-04-11,31
2012-04-12,35
2012-04-13,40
2012-04-14,21
2012-04-15,21
2012-04-16,51
2012-04-17,34
2012-04-18,48
2012-04-19,35
2012-04-20,27
2012-04-21,27
2012-04-22,30
2012-04-23,57
2012-04-24,28
2012-04-25,43
2012-04-26,43
2012-04-27,33
2012-04-28,49
2012-04-29,32
2012-04-30,27
2012-05-01,31
2012-05-02,31
2012-05-03,54
2012-05-04,30
2012-05-05,27
2012-05-06,27
2012-05-07,45
2012-05-08,39
2012-05-09,37
2012-05-10,49
2012-05-11,39
2012-05-12,24
2012-05-13,35
2012-05-14,36
2012-05-15,44
2012-05-16,48
2012-05-17,41
2012-05-18,52
2012-05-19,59
2012-05-20,21
2012-05-21,67
2012-05-22,59
2012-05-23,45
2012-05-24,37
2012-05-25,27
2012-05-26,33
2012-05-27,47
2012-05-28,45
2012-05-29,50
2012-05-30,67
2012-05-31,43
2012-06-01,53
2012-06-02,25
2012-06-03,34
2012-06-04,42
