date,NTES
2016-09-11,30
2016-09-12,29
2016-09-13,25
2016-09-14,29
2016-09-15,31
2016-09-16,31
2016-09-17,35
2016-09-18,33
2016-09-19,30
2016-09-20,28
2016-09-21,27
2016-09-22,29
2016-09-23,37
2016-09-24,39
2016-09-25,31
2016-09-26,32
2016-09-27,30
2016-09-28,31
2016-09-29,34
2016-09-30,33
2016-10-01,38
2016-10-02,34
2016-10-03,31
2016-10-04,37
2016-10-05,35
2016-10-06,37
2016-10-07,48
2016-10-08,44
2016-10-09,31
2016-10-10,32
2016-10-11,30
2016-10-12,38
2016-10-13,41
2016-10-14,41
2016-10-15,46
2016-10-16,40
2016-10-17,34
2016-10-18,37
2016-10-19,32
2016-10-20,34
2016-10-21,47
2016-10-22,52
2016-10-23,36
2016-10-24,39
2016-10-25,38
2016-10-26,43
2016-10-27,56
2016-10-28,49
2016-10-29,44
2016-10-30,25
2016-10-31,34
2016-11-01,47
2016-11-02,46
2016-11-03,46
2016-11-04,44
2016-11-05,55
2016-11-06,41
2016-11-07,40
2016-11-08,47
2016-11-09,37
2016-11-10,38
2016-11-11,41
2016-11-12,47
2016-11-13,41
2016-11-14,36
2016-11-15,37
2016-11-16,34
2016-11-17,37
2016-11-18,39
2016-11-19,45
2016-11-20,40
2016-11-21,38
2016-11-22,38
2016-11-23,38
2016-11-24,38
2016-11-25,45
2016-11-26,49
2016-11-27,43
2016-11-28,38
2016-11-29,41
2016-11-30,50
2016-12-01,49
2016-12-02,60
2016-12-03,66
2016-12-04,54
2016-12-05,58
2016-12-06,55
2016-12-07,60
2016-12-08,61
2016-12-09,72
2016-12-10,85
2016-12-11,66
2016-12-12,77
2016-12-13,70
2016-12-14,58
2016-12-15,73
2016-12-16,86
2016-12-17,91
2016-12-18,76
2016-12-19,67
2016-12-20,62
2016-12-21,61
2016-12-22,69
2016-12-23,83
2016-12-24,90
2016-12-25,73
2016-12-26,85
2016-12-27,83
2016-12-28,81
2016-12-29,74
2016-12-30,84
2016-12-31,92
2017-01-01,73
2017-01-02,91
2017-01-03,79
2017-01-04,76
2017-01-05,74
2017-01-06,100
2017-01-07,98
2017-01-08,85
2017-01-09,77
2017-01-10,73
2017-01-11,65
2017-01-12,67
2017-01-13,85
2017-01-14,67
2017-01-15,73
2017-01-16,74
2017-01-17,68
2017-01-18,68
2017-01-19,65
2017-01-20,71
2017-01-21,83
2017-01-22,71
2017-01-23,65
2017-01-24,61
2017-01-25,62
2017-01-26,48
2017-01-27,60
2017-01-28,82
2017-01-29,67
2017-01-30,70
2017-01-31,70
2017-02-01,79
2017-02-02,77
2017-02-03,78
2017-02-04,87
2017-02-05,68
2017-02-06,72
2017-02-07,69
2017-02-08,66
2017-02-09,66
2017-02-10,71
2017-02-11,76
2017-02-12,68
2017-02-13,65
2017-02-14,59
2017-02-15,62
2017-02-16,65
2017-02-17,67
2017-02-18,76
2017-02-19,61
2017-02-20,67
2017-02-21,59
2017-02-22,66
2017-02-23,69
2017-02-24,58
2017-02-25,73
2017-02-26,67
2017-02-27,65
2017-02-28,58
2017-03-01,57
2017-03-02,61
2017-03-03,64
2017-03-04,69
2017-03-05,58
2017-03-06,58
2017-03-07,60
2017-03-08,59
2017-03-09,69
2017-03-10,88
2017-03-11,89
2017-03-12,51
2017-03-13,36
2017-03-14,65
2017-03-15,75
2017-03-16,63
2017-03-17,66
2017-03-18,80
2017-03-19,70
2017-03-20,62
2017-03-21,57
2017-03-22,55
2017-03-23,57
2017-03-24,65
2017-03-25,75
2017-03-26,66
2017-03-27,62
2017-03-28,57
2017-03-29,54
2017-03-30,57
2017-03-31,60
2017-04-01,69
