date,NTES
2016-07-30,56
2016-07-31,32
2016-08-01,30
2016-08-02,27
2016-08-03,35
2016-08-04,34
2016-08-05,32
2016-08-06,45
2016-08-07,32
2016-08-08,27
2016-08-09,35
2016-08-10,28
2016-08-11,30
2016-08-12,43
2016-08-13,60
2016-08-14,35
2016-08-15,34
2016-08-16,41
2016-08-17,56
2016-08-18,38
2016-08-19,46
2016-08-20,46
2016-08-21,39
2016-08-22,34
2016-08-23,30
2016-08-24,31
2016-08-25,26
2016-08-26,32
2016-08-27,37
2016-08-28,30
2016-08-29,32
2016-08-30,28
2016-08-31,30
2016-09-01,26
2016-09-02,34
2016-09-03,33
2016-09-04,28
2016-09-05,33
2016-09-06,35
2016-09-07,35
2016-09-08,33
2016-09-09,33
2016-09-10,38
2016-09-11,30
2016-09-12,32
2016-09-13,28
2016-09-14,29
2016-09-15,31
2016-09-16,34
2016-09-17,33
2016-09-18,30
2016-09-19,29
2016-09-20,27
2016-09-21,30
2016-09-22,30
2016-09-23,34
2016-09-24,40
2016-09-25,34
2016-09-26,33
2016-09-27,29
2016-09-28,33
2016-09-29,31
2016-09-30,36
2016-10-01,37
2016-10-02,34
2016-10-03,34
2016-10-04,35
2016-10-05,34
2016-10-06,38
2016-10-07,48
2016-10-08,44
2016-10-09,32
2016-10-10,32
2016-10-11,28
2016-10-12,39
2016-10-13,37
2016-10-14,40
2016-10-15,43
2016-10-16,40
2016-10-17,38
2016-10-18,35
2016-10-19,33
2016-10-20,33
2016-10-21,48
2016-10-22,54
2016-10-23,36
2016-10-24,36
2016-10-25,38
2016-10-26,44
2016-10-27,56
2016-10-28,49
2016-10-29,43
2016-10-30,23
2016-10-31,39
2016-11-01,45
2016-11-02,50
2016-11-03,41
2016-11-04,47
2016-11-05,53
2016-11-06,42
2016-11-07,40
2016-11-08,44
2016-11-09,38
2016-11-10,36
2016-11-11,43
2016-11-12,46
2016-11-13,43
2016-11-14,39
2016-11-15,36
2016-11-16,37
2016-11-17,37
2016-11-18,40
2016-11-19,48
2016-11-20,46
2016-11-21,40
2016-11-22,39
2016-11-23,38
2016-11-24,40
2016-11-25,44
2016-11-26,51
2016-11-27,46
2016-11-28,39
2016-11-29,41
2016-11-30,51
2016-12-01,51
2016-12-02,59
2016-12-03,65
2016-12-04,60
2016-12-05,59
2016-12-06,55
2016-12-07,62
2016-12-08,67
2016-12-09,76
2016-12-10,91
2016-12-11,71
2016-12-12,80
2016-12-13,73
2016-12-14,61
2016-12-15,74
2016-12-16,87
2016-12-17,93
2016-12-18,76
2016-12-19,70
2016-12-20,71
2016-12-21,64
2016-12-22,69
2016-12-23,86
2016-12-24,91
2016-12-25,83
2016-12-26,87
2016-12-27,86
2016-12-28,78
2016-12-29,80
2016-12-30,85
2016-12-31,89
2017-01-01,78
2017-01-02,90
2017-01-03,83
2017-01-04,76
2017-01-05,82
2017-01-06,100
2017-01-07,100
2017-01-08,80
2017-01-09,80
2017-01-10,71
2017-01-11,68
2017-01-12,76
2017-01-13,79
2017-01-14,73
2017-01-15,75
2017-01-16,75
2017-01-17,71
2017-01-18,68
2017-01-19,67
2017-01-20,74
2017-01-21,80
2017-01-22,67
2017-01-23,66
2017-01-24,62
2017-01-25,68
2017-01-26,48
2017-01-27,66
2017-01-28,86
2017-01-29,72
2017-01-30,67
2017-01-31,69
2017-02-01,82
2017-02-02,77
2017-02-03,78
2017-02-04,91
2017-02-05,73
2017-02-06,75
2017-02-07,70
2017-02-08,68
2017-02-09,69
2017-02-10,72
2017-02-11,78
2017-02-12,69
2017-02-13,66
2017-02-14,58
2017-02-15,64
2017-02-16,66
2017-02-17,67
2017-02-18,74
2017-02-19,66
2017-02-20,67
2017-02-21,64
2017-02-22,63
2017-02-23,73
2017-02-24,61
2017-02-25,75
2017-02-26,65
2017-02-27,64
2017-02-28,60
2017-03-01,57
2017-03-02,59
2017-03-03,66
2017-03-04,69
2017-03-05,63
2017-03-06,66
2017-03-07,60
2017-03-08,59
2017-03-09,72
2017-03-10,87
2017-03-11,87
2017-03-12,51
2017-03-13,37
2017-03-14,64
2017-03-15,75
2017-03-16,67
2017-03-17,69
2017-03-18,80
2017-03-19,69
2017-03-20,63
2017-03-21,61
2017-03-22,57
2017-03-23,58
2017-03-24,67
2017-03-25,75
2017-03-26,62
2017-03-27,64
2017-03-28,59
2017-03-29,53
2017-03-30,61
2017-03-31,64
2017-04-01,73
2017-04-02,64
2017-04-03,63
2017-04-04,54
2017-04-05,53
2017-04-06,61
2017-04-07,68
2017-04-08,71
2017-04-09,71
2017-04-10,69
2017-04-11,61
2017-04-12,64
2017-04-13,80
2017-04-14,66
