date,NTES
2015-12-26,43
2015-12-27,52
2015-12-28,35
2015-12-29,38
2015-12-30,35
2015-12-31,52
2016-01-01,38
2016-01-02,47
2016-01-03,44
2016-01-04,33
2016-01-05,33
2016-01-06,30
2016-01-07,39
2016-01-08,38
2016-01-09,41
2016-01-10,37
2016-01-11,34
2016-01-12,32
2016-01-13,31
2016-01-14,35
2016-01-15,35
2016-01-16,43
2016-01-17,38
2016-01-18,39
2016-01-19,35
2016-01-20,33
2016-01-21,39
2016-01-22,42
2016-01-23,42
2016-01-24,38
2016-01-25,39
2016-01-26,30
2016-01-27,33
2016-01-28,29
2016-01-29,40
2016-01-30,45
2016-01-31,31
2016-02-01,36
2016-02-02,31
2016-02-03,36
2016-02-04,29
2016-02-05,35
2016-02-06,41
2016-02-07,33
2016-02-08,35
2016-02-09,39
2016-02-10,40
2016-02-11,35
2016-02-12,43
2016-02-13,42
2016-02-14,35
2016-02-15,37
2016-02-16,33
2016-02-17,35
2016-02-18,36
2016-02-19,38
2016-02-20,48
2016-02-21,38
2016-02-22,39
2016-02-23,36
2016-02-24,37
2016-02-25,39
2016-02-26,45
2016-02-27,42
2016-02-28,34
2016-02-29,35
2016-03-01,31
2016-03-02,33
2016-03-03,32
2016-03-04,35
2016-03-05,50
2016-03-06,32
2016-03-07,34
2016-03-08,36
2016-03-09,35
2016-03-10,37
2016-03-11,40
2016-03-12,42
2016-03-13,36
2016-03-14,33
2016-03-15,35
2016-03-16,39
2016-03-17,39
2016-03-18,45
2016-03-19,56
2016-03-20,43
2016-03-21,43
2016-03-22,41
2016-03-23,32
2016-03-24,27
2016-03-25,40
2016-03-26,44
2016-03-27,51
2016-03-28,43
2016-03-29,37
2016-03-30,37
2016-03-31,39
2016-04-01,38
2016-04-02,44
2016-04-03,34
2016-04-04,35
2016-04-05,34
2016-04-06,36
2016-04-07,35
2016-04-08,37
2016-04-09,41
2016-04-10,32
2016-04-11,35
2016-04-12,35
2016-04-13,47
2016-04-14,29
2016-04-15,34
2016-04-16,45
2016-04-17,45
2016-04-18,38
2016-04-19,39
2016-04-20,38
2016-04-21,41
2016-04-22,43
2016-04-23,45
2016-04-24,37
2016-04-25,39
2016-04-26,38
2016-04-27,34
2016-04-28,38
2016-04-29,39
2016-04-30,46
2016-05-01,40
2016-05-02,43
2016-05-03,35
2016-05-04,35
2016-05-05,37
2016-05-06,44
2016-05-07,46
2016-05-08,42
2016-05-09,40
2016-05-10,37
2016-05-11,36
2016-05-12,35
2016-05-13,44
2016-05-14,52
2016-05-15,40
2016-05-16,40
2016-05-17,43
2016-05-18,43
2016-05-19,43
2016-05-20,48
2016-05-21,46
2016-05-22,38
2016-05-23,45
2016-05-24,41
2016-05-25,39
2016-05-26,39
2016-05-27,46
2016-05-28,50
2016-05-29,41
2016-05-30,46
2016-05-31,43
2016-06-01,41
2016-06-02,44
2016-06-03,50
2016-06-04,55
2016-06-05,43
2016-06-06,45
2016-06-07,47
2016-06-08,41
2016-06-09,51
2016-06-10,63
2016-06-11,54
2016-06-12,50
2016-06-13,45
2016-06-14,40
2016-06-15,42
2016-06-16,45
2016-06-17,49
2016-06-18,55
2016-06-19,41
2016-06-20,43
2016-06-21,40
2016-06-22,44
2016-06-23,55
2016-06-24,53
2016-06-25,58
2016-06-26,48
2016-06-27,53
2016-06-28,44
2016-06-29,44
2016-06-30,47
2016-07-01,48
2016-07-02,56
2016-07-03,48
2016-07-04,49
2016-07-05,56
2016-07-06,56
2016-07-07,43
2016-07-08,55
2016-07-09,60
2016-07-10,49
2016-07-11,50
2016-07-12,57
2016-07-13,50
2016-07-14,47
2016-07-15,55
2016-07-16,62
2016-07-17,56
2016-07-18,55
2016-07-19,53
2016-07-20,47
2016-07-21,47
2016-07-22,45
2016-07-23,54
2016-07-24,47
2016-07-25,42
2016-07-26,46
2016-07-27,48
2016-07-28,42
2016-07-29,55
2016-07-30,85
2016-07-31,53
2016-08-01,47
2016-08-02,45
2016-08-03,57
2016-08-04,53
2016-08-05,54
2016-08-06,71
2016-08-07,52
2016-08-08,45
2016-08-09,51
2016-08-10,46
2016-08-11,47
2016-08-12,67
2016-08-13,100
2016-08-14,58
2016-08-15,55
2016-08-16,74
2016-08-17,88
2016-08-18,63
2016-08-19,69
2016-08-20,74
2016-08-21,63
2016-08-22,56
2016-08-23,48
2016-08-24,43
2016-08-25,40
2016-08-26,48
2016-08-27,56
2016-08-28,50
2016-08-29,51
2016-08-30,45
2016-08-31,43
2016-09-01,41
2016-09-02,55
2016-09-03,58
2016-09-04,45
2016-09-05,48
2016-09-06,53
2016-09-07,54
2016-09-08,51
2016-09-09,57
2016-09-10,61
2016-09-11,50
