date,NTES
2011-01-01,0
2011-01-02,37
2011-01-03,30
2011-01-04,36
2011-01-05,22
2011-01-06,22
2011-01-07,29
2011-01-08,17
2011-01-09,43
2011-01-10,41
2011-01-11,48
2011-01-12,61
2011-01-13,49
2011-01-14,78
2011-01-15,34
2011-01-16,59
2011-01-17,81
2011-01-18,47
2011-01-19,34
2011-01-20,27
2011-01-21,29
2011-01-22,100
2011-01-23,41
2011-01-24,26
2011-01-25,40
2011-01-26,27
2011-01-27,34
2011-01-28,36
2011-01-29,49
2011-01-30,32
2011-01-31,26
2011-02-01,39
2011-02-02,58
2011-02-03,39
2011-02-04,21
2011-02-05,33
2011-02-06,16
2011-02-07,91
2011-02-08,53
2011-02-09,53
2011-02-10,54
2011-02-11,77
2011-02-12,25
2011-02-13,65
2011-02-14,66
2011-02-15,77
2011-02-16,39
2011-02-17,47
2011-02-18,35
2011-02-19,16
2011-02-20,24
2011-02-21,73
2011-02-22,46
2011-02-23,33
2011-02-24,46
2011-02-25,28
2011-02-26,24
2011-02-27,56
2011-02-28,58
2011-03-01,26
2011-03-02,26
2011-03-03,67
2011-03-04,70
2011-03-05,17
2011-03-06,41
2011-03-07,27
2011-03-08,60
2011-03-09,46
2011-03-10,46
2011-03-11,40
2011-03-12,25
2011-03-13,65
2011-03-14,41
2011-03-15,26
2011-03-16,26
2011-03-17,53
2011-03-18,69
2011-03-19,16
2011-03-20,72
2011-03-21,20
2011-03-22,26
2011-03-23,20
2011-03-24,46
2011-03-25,42
2011-03-26,65
2011-03-27,32
2011-03-28,45
2011-03-29,45
2011-03-30,46
2011-03-31,59
2011-04-01,55
2011-04-02,17
2011-04-03,33
2011-04-04,52
2011-04-05,58
2011-04-06,53
2011-04-07,20
2011-04-08,42
2011-04-09,42
2011-04-10,67
2011-04-11,59
2011-04-12,39
2011-04-13,66
2011-04-14,60
2011-04-15,84
2011-04-16,25
2011-04-17,84
2011-04-18,73
2011-04-19,34
2011-04-20,48
2011-04-21,58
2011-04-22,32
2011-04-23,36
2011-04-24,54
2011-04-25,22
2011-04-26,39
2011-04-27,32
2011-04-28,26
2011-04-29,49
2011-04-30,33
2011-05-01,33
2011-05-02,46
2011-05-03,52
2011-05-04,46
2011-05-05,60
2011-05-06,42
2011-05-07,67
2011-05-08,33
2011-05-09,45
2011-05-10,19
2011-05-11,58
2011-05-12,72
2011-05-13,55
2011-05-14,49
2011-05-15,48
2011-05-16,57
2011-05-17,38
2011-05-18,32
2011-05-19,46
2011-05-20,21
2011-05-21,59
2011-05-22,49
2011-05-23,32
2011-05-24,57
2011-05-25,78
2011-05-26,26
2011-05-27,62
2011-05-28,58
2011-05-29,50
2011-05-30,41
2011-05-31,19
2011-06-01,59
2011-06-02,41
2011-06-03,49
2011-06-04,26
2011-06-05,41
2011-06-06,32
2011-06-07,51
2011-06-08,39
2011-06-09,45
2011-06-10,48
2011-06-11,17
2011-06-12,25
2011-06-13,33
2011-06-14,25
2011-06-15,38
2011-06-16,39
2011-06-17,0
2011-06-18,41
2011-06-19,49
2011-06-20,38
2011-06-21,50
2011-06-22,52
2011-06-23,61
2011-06-24,63
2011-06-25,59
2011-06-26,42
2011-06-27,64
2011-06-28,45
2011-06-29,58
2011-06-30,79
2011-07-01,28
2011-07-02,25
2011-07-03,17
2011-07-04,48
2011-07-05,46
2011-07-06,26
2011-07-07,46
2011-07-08,56
2011-07-09,43
2011-07-10,43
2011-07-11,71
2011-07-12,33
2011-07-13,59
2011-07-14,47
2011-07-15,14
2011-07-16,34
2011-07-17,34
2011-07-18,51
2011-07-19,45
2011-07-20,46
2011-07-21,46
2011-07-22,28
2011-07-23,74
2011-07-24,49
2011-07-25,52
2011-07-26,32
2011-07-27,65
2011-07-28,33
2011-07-29,34
2011-07-30,25
2011-07-31,34
2011-08-01,33
2011-08-02,72
2011-08-03,45
2011-08-04,39
2011-08-05,48
2011-08-06,65
2011-08-07,40
2011-08-08,44
2011-08-09,13
2011-08-10,45
2011-08-11,51
2011-08-12,89
2011-08-13,41
2011-08-14,16
2011-08-15,27
2011-08-16,51
2011-08-17,39
2011-08-18,58
2011-08-19,53
2011-08-20,32
2011-08-21,48
2011-08-22,44
2011-08-23,25
2011-08-24,37
2011-08-25,56
2011-08-26,26
2011-08-27,46
2011-08-28,31
2011-08-29,87
2011-08-30,50
2011-08-31,62
2011-09-01,38
2011-09-02,39
2011-09-03,31
2011-09-04,60
2011-09-05,18
2011-09-06,36
2011-09-07,42
2011-09-08,61
2011-09-09,82
2011-09-10,37
2011-09-11,51
2011-09-12,65
2011-09-13,41
2011-09-14,36
2011-09-15,54
2011-09-16,51
2011-09-17,59
2011-09-18,43
