date,MAR,isPartial
2011-09-18,70,False
2011-09-19,72,False
2011-09-20,74,False
2011-09-21,69,False
2011-09-22,74,False
2011-09-23,77,False
2011-09-24,69,False
2011-09-25,67,False
2011-09-26,74,False
2011-09-27,79,False
2011-09-28,74,False
2011-09-29,71,False
2011-09-30,73,False
2011-10-01,70,False
2011-10-02,72,False
2011-10-03,76,False
2011-10-04,75,False
2011-10-05,70,False
2011-10-06,73,False
2011-10-07,69,False
2011-10-08,69,False
2011-10-09,67,False
2011-10-10,69,False
2011-10-11,76,False
2011-10-12,72,False
2011-10-13,71,False
2011-10-14,71,False
2011-10-15,67,False
2011-10-16,68,False
2011-10-17,72,False
2011-10-18,71,False
2011-10-19,72,False
2011-10-20,73,False
2011-10-21,75,False
2011-10-22,74,False
2011-10-23,72,False
2011-10-24,72,False
2011-10-25,73,False
2011-10-26,75,False
2011-10-27,75,False
2011-10-28,72,False
2011-10-29,67,False
2011-10-30,62,False
2011-10-31,68,False
2011-11-01,68,False
2011-11-02,70,False
2011-11-03,71,False
2011-11-04,73,False
2011-11-05,69,False
2011-11-06,67,False
2011-11-07,72,False
2011-11-08,76,False
2011-11-09,72,False
2011-11-10,73,False
2011-11-11,70,False
2011-11-12,72,False
2011-11-13,66,False
2011-11-14,72,False
2011-11-15,71,False
2011-11-16,73,False
2011-11-17,69,False
2011-11-18,71,False
2011-11-19,71,False
2011-11-20,68,False
2011-11-21,73,False
2011-11-22,74,False
2011-11-23,75,False
2011-11-24,77,False
2011-11-25,75,False
2011-11-26,67,False
2011-11-27,67,False
2011-11-28,71,False
2011-11-29,73,False
2011-11-30,73,False
2011-12-01,70,False
2011-12-02,68,False
2011-12-03,63,False
2011-12-04,61,False
2011-12-05,69,False
2011-12-06,71,False
2011-12-07,66,False
2011-12-08,61,False
2011-12-09,64,False
2011-12-10,69,False
2011-12-11,61,False
2011-12-12,69,False
2011-12-13,69,False
2011-12-14,63,False
2011-12-15,65,False
2011-12-16,68,False
2011-12-17,64,False
2011-12-18,63,False
2011-12-19,66,False
2011-12-20,67,False
2011-12-21,66,False
2011-12-22,65,False
2011-12-23,60,False
2011-12-24,58,False
2011-12-25,57,False
2011-12-26,79,False
2011-12-27,77,False
2011-12-28,76,False
2011-12-29,77,False
2011-12-30,75,False
2011-12-31,66,False
2012-01-01,63,False
2012-01-02,78,False
2012-01-03,82,False
2012-01-04,83,False
2012-01-05,76,False
2012-01-06,80,False
2012-01-07,77,False
2012-01-08,76,False
2012-01-09,83,False
2012-01-10,84,False
2012-01-11,82,False
2012-01-12,82,False
2012-01-13,81,False
2012-01-14,79,False
2012-01-15,78,False
2012-01-16,86,False
2012-01-17,82,False
2012-01-18,82,False
2012-01-19,81,False
2012-01-20,81,False
2012-01-21,77,False
2012-01-22,75,False
2012-01-23,80,False
2012-01-24,81,False
2012-01-25,75,False
2012-01-26,76,False
2012-01-27,77,False
2012-01-28,76,False
2012-01-29,74,False
2012-01-30,82,False
2012-01-31,81,False
2012-02-01,75,False
2012-02-02,82,False
2012-02-03,77,False
2012-02-04,74,False
2012-02-05,69,False
2012-02-06,74,False
2012-02-07,78,False
2012-02-08,76,False
2012-02-09,73,False
2012-02-10,74,False
2012-02-11,73,False
2012-02-12,69,False
2012-02-13,77,False
2012-02-14,72,False
2012-02-15,73,False
2012-02-16,77,False
2012-02-17,74,False
2012-02-18,71,False
2012-02-19,68,False
2012-02-20,69,False
2012-02-21,73,False
2012-02-22,77,False
2012-02-23,100,False
2012-02-24,98,False
2012-02-25,89,False
2012-02-26,82,False
2012-02-27,81,False
2012-02-28,83,False
2012-02-29,72,False
2012-03-01,77,False
2012-03-02,77,False
2012-03-03,77,False
2012-03-04,77,False
2012-03-05,80,False
2012-03-06,79,False
2012-03-07,79,False
2012-03-08,77,False
2012-03-09,78,False
2012-03-10,76,False
2012-03-11,75,False
2012-03-12,83,False
2012-03-13,80,False
2012-03-14,82,False
2012-03-15,78,False
2012-03-16,80,False
2012-03-17,75,False
2012-03-18,75,False
2012-03-19,78,False
2012-03-20,82,False
2012-03-21,81,False
2012-03-22,81,False
2012-03-23,78,False
2012-03-24,73,False
2012-03-25,77,False
2012-03-26,83,False
2012-03-27,79,False
2012-03-28,77,False
2012-03-29,76,False
2012-03-30,73,False
2012-03-31,76,False
2012-04-01,69,False
2012-04-02,67,False
2012-04-03,69,False
2012-04-04,71,False
2012-04-05,69,False
2012-04-06,66,False
2012-04-07,66,False
2012-04-08,65,False
2012-04-09,72,False
2012-04-10,67,False
2012-04-11,66,False
2012-04-12,67,False
2012-04-13,70,False
2012-04-14,69,False
2012-04-15,67,False
2012-04-16,69,False
2012-04-17,68,False
2012-04-18,68,False
2012-04-19,71,False
2012-04-20,69,False
2012-04-21,66,False
2012-04-22,68,False
2012-04-23,72,False
2012-04-24,67,False
2012-04-25,65,False
2012-04-26,70,False
2012-04-27,67,False
2012-04-28,68,False
2012-04-29,63,False
2012-04-30,64,False
2012-05-01,63,False
2012-05-02,67,False
2012-05-03,67,False
2012-05-04,68,False
2012-05-05,64,False
2012-05-06,67,False
2012-05-07,69,False
2012-05-08,70,False
2012-05-09,71,False
2012-05-10,67,False
2012-05-11,67,False
2012-05-12,65,False
2012-05-13,65,False
2012-05-14,69,False
2012-05-15,71,False
2012-05-16,70,False
2012-05-17,72,False
2012-05-18,73,False
2012-05-19,68,False
2012-05-20,68,False
2012-05-21,74,False
2012-05-22,81,False
2012-05-23,79,False
2012-05-24,75,False
2012-05-25,72,False
2012-05-26,73,False
2012-05-27,72,False
2012-05-28,74,False
2012-05-29,74,False
2012-05-30,70,False
2012-05-31,69,False
2012-06-01,73,False
2012-06-02,70,False
2012-06-03,69,False
2012-06-04,71,False
