date,MAR,isPartial
2013-11-06,73,False
2013-11-07,72,False
2013-11-08,71,False
2013-11-09,67,False
2013-11-10,68,False
2013-11-11,74,False
2013-11-12,73,False
2013-11-13,73,False
2013-11-14,74,False
2013-11-15,69,False
2013-11-16,69,False
2013-11-17,71,False
2013-11-18,75,False
2013-11-19,74,False
2013-11-20,72,False
2013-11-21,71,False
2013-11-22,71,False
2013-11-23,68,False
2013-11-24,69,False
2013-11-25,71,False
2013-11-26,70,False
2013-11-27,72,False
2013-11-28,72,False
2013-11-29,68,False
2013-11-30,67,False
2013-12-01,63,False
2013-12-02,73,False
2013-12-03,68,False
2013-12-04,69,False
2013-12-05,67,False
2013-12-06,65,False
2013-12-07,65,False
2013-12-08,64,False
2013-12-09,77,False
2013-12-10,70,False
2013-12-11,66,False
2013-12-12,67,False
2013-12-13,67,False
2013-12-14,64,False
2013-12-15,63,False
2013-12-16,68,False
2013-12-17,67,False
2013-12-18,67,False
2013-12-19,64,False
2013-12-20,62,False
2013-12-21,63,False
2013-12-22,64,False
2013-12-23,69,False
2013-12-24,58,False
2013-12-25,61,False
2013-12-26,82,False
2013-12-27,78,False
2013-12-28,77,False
2013-12-29,73,False
2013-12-30,77,False
2013-12-31,72,False
2014-01-01,69,False
2014-01-02,85,False
2014-01-03,90,False
2014-01-04,83,False
2014-01-05,82,False
2014-01-06,84,False
2014-01-07,86,False
2014-01-08,84,False
2014-01-09,86,False
2014-01-10,83,False
2014-01-11,79,False
2014-01-12,82,False
2014-01-13,86,False
2014-01-14,84,False
2014-01-15,86,False
2014-01-16,84,False
2014-01-17,82,False
2014-01-18,85,False
2014-01-19,86,False
2014-01-20,85,False
2014-01-21,89,False
2014-01-22,84,False
2014-01-23,84,False
2014-01-24,83,False
2014-01-25,80,False
2014-01-26,82,False
2014-01-27,86,False
2014-01-28,83,False
2014-01-29,85,False
2014-01-30,80,False
2014-01-31,82,False
2014-02-01,81,False
2014-02-02,84,False
2014-02-03,83,False
2014-02-04,82,False
2014-02-05,79,False
2014-02-06,85,False
2014-02-07,78,False
2014-02-08,78,False
2014-02-09,77,False
2014-02-10,80,False
2014-02-11,80,False
2014-02-12,77,False
2014-02-13,77,False
2014-02-14,75,False
2014-02-15,74,False
2014-02-16,74,False
2014-02-17,80,False
2014-02-18,76,False
2014-02-19,76,False
2014-02-20,75,False
2014-02-21,76,False
2014-02-22,73,False
2014-02-23,81,False
2014-02-24,100,False
2014-02-25,97,False
2014-02-26,99,False
2014-02-27,95,False
2014-02-28,92,False
2014-03-01,91,False
2014-03-02,82,False
2014-03-03,80,False
2014-03-04,83,False
2014-03-05,83,False
2014-03-06,85,False
2014-03-07,84,False
2014-03-08,82,False
2014-03-09,83,False
2014-03-10,83,False
2014-03-11,83,False
2014-03-12,83,False
2014-03-13,82,False
2014-03-14,80,False
2014-03-15,80,False
2014-03-16,81,False
2014-03-17,84,False
2014-03-18,84,False
2014-03-19,82,False
2014-03-20,82,False
2014-03-21,87,False
2014-03-22,81,False
2014-03-23,78,False
2014-03-24,81,False
2014-03-25,84,False
2014-03-26,84,False
2014-03-27,86,False
2014-03-28,83,False
2014-03-29,81,False
2014-03-30,82,False
2014-03-31,84,False
2014-04-01,78,False
2014-04-02,77,False
2014-04-03,77,False
2014-04-04,76,False
2014-04-05,73,False
2014-04-06,74,False
2014-04-07,78,False
2014-04-08,77,False
2014-04-09,74,False
2014-04-10,75,False
2014-04-11,75,False
2014-04-12,72,False
2014-04-13,76,False
2014-04-14,75,False
2014-04-15,76,False
2014-04-16,74,False
2014-04-17,73,False
2014-04-18,73,False
2014-04-19,76,False
2014-04-20,71,False
2014-04-21,80,False
2014-04-22,75,False
2014-04-23,74,False
2014-04-24,73,False
2014-04-25,74,False
2014-04-26,72,False
2014-04-27,74,False
2014-04-28,77,False
2014-04-29,73,False
2014-04-30,72,False
2014-05-01,72,False
2014-05-02,76,False
2014-05-03,74,False
2014-05-04,71,False
2014-05-05,75,False
2014-05-06,74,False
2014-05-07,74,False
2014-05-08,77,False
2014-05-09,76,False
2014-05-10,73,False
2014-05-11,72,False
2014-05-12,74,False
2014-05-13,78,False
2014-05-14,77,False
2014-05-15,75,False
2014-05-16,76,False
2014-05-17,76,False
2014-05-18,78,False
2014-05-19,79,False
2014-05-20,76,False
2014-05-21,77,False
2014-05-22,78,False
2014-05-23,79,False
2014-05-24,73,False
2014-05-25,74,False
2014-05-26,75,False
2014-05-27,77,False
2014-05-28,78,False
2014-05-29,78,False
2014-05-30,74,False
2014-05-31,75,False
2014-06-01,75,False
2014-06-02,78,False
2014-06-03,76,False
2014-06-04,77,False
2014-06-05,77,False
2014-06-06,77,False
2014-06-07,81,False
2014-06-08,82,False
2014-06-09,78,False
2014-06-10,78,False
2014-06-11,78,False
2014-06-12,76,False
2014-06-13,71,False
2014-06-14,71,False
2014-06-15,75,False
2014-06-16,74,False
2014-06-17,75,False
2014-06-18,74,False
2014-06-19,75,False
2014-06-20,75,False
2014-06-21,76,False
2014-06-22,82,False
2014-06-23,76,False
2014-06-24,79,False
2014-06-25,76,False
2014-06-26,79,False
2014-06-27,79,False
2014-06-28,75,False
2014-06-29,78,False
2014-06-30,78,False
2014-07-01,78,False
2014-07-02,83,False
2014-07-03,81,False
2014-07-04,77,False
2014-07-05,78,False
2014-07-06,88,False
2014-07-07,84,False
2014-07-08,79,False
2014-07-09,74,False
2014-07-10,81,False
2014-07-11,83,False
2014-07-12,80,False
2014-07-13,76,False
2014-07-14,87,False
2014-07-15,85,False
2014-07-16,88,False
2014-07-17,89,False
2014-07-18,89,False
2014-07-19,86,False
2014-07-20,88,False
2014-07-21,89,False
2014-07-22,86,False
2014-07-23,89,False
2014-07-24,87,False
